year,mergecode,totaltest,elapass,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,white,black,hispanic,lowincome,totalenroll,year_21,state
19,1835-1345indiana,270,64.07,180159000220,0.0,0.0,1.0,0.0,0,1835indiana,92.64,0.62,3.64,34.34,1127,0,indiana
21,1835-1345indiana,230,70.43,180159000220,0.0,0.0,1.0,0.0,0,1835indiana,92.9,0.37,3.69,30.69,1085,1,indiana
17,1875-1369indiana,210,70.95,180266000320,0.0,0.0,1.0,0.0,0,1875indiana,94.6,0.92,0.8,31.0,871,0,indiana
18,1875-1369indiana,211,63.98,180266000320,0.0,0.0,1.0,0.0,0,1875indiana,93.79,1.38,1.03,36.21,870,0,indiana
19,1875-1369indiana,215,68.37,180266000320,0.0,0.0,1.0,0.0,0,1875indiana,94.24,1.29,1.18,36.47,850,0,indiana
21,1875-1369indiana,186,76.88,180266000320,0.05,0.21,0.74,0.24,0,1875indiana,92.83,2.72,0.99,37.58,809,1,indiana
17,1885-1372indiana,63,65.08,180450000761,0.0,0.0,1.0,0.0,0,1885indiana,90.46,0.22,4.12,47.94,461,0,indiana
18,1885-1372indiana,74,68.92,180450000761,0.0,0.0,1.0,0.0,0,1885indiana,90.32,0.0,4.84,51.61,496,0,indiana
19,1885-1372indiana,55,54.55,180450000761,0.0,0.0,1.0,0.0,0,1885indiana,91.86,0.21,3.76,49.9,479,0,indiana
21,1885-1372indiana,77,54.55,180450000761,0.0,0.0,1.0,0.0,0,1885indiana,92.12,0.22,5.03,50.33,457,1,indiana
17,1895-1375indiana,104,54.81,180588001047,0.0,0.0,1.0,0.0,0,1895indiana,94.7,1.01,0.51,38.64,396,0,indiana
18,1895-1375indiana,85,52.94,180588001047,0.0,0.0,1.0,0.0,0,1895indiana,94.43,1.06,0.53,38.46,377,0,indiana
19,1895-1375indiana,83,61.45,180588001047,0.0,0.0,1.0,0.0,0,1895indiana,93.06,1.39,1.39,39.72,360,0,indiana
21,1895-1375indiana,88,50.0,180588001047,0.0,0.0,1.0,0.0,0,1895indiana,92.57,1.86,1.06,40.32,377,1,indiana
17,1900-1386indiana,62,70.97,180702001200,0.0,0.0,1.0,0.0,0,1900indiana,94.52,0.55,1.92,35.34,365,0,indiana
18,1900-1386indiana,52,67.31,180702001200,0.0,0.0,1.0,0.0,0,1900indiana,94.12,1.34,2.14,36.9,374,0,indiana
19,1900-1386indiana,57,82.46,180702001200,0.0,0.0,1.0,0.0,0,1900indiana,95.16,0.81,2.15,38.98,372,0,indiana
21,1900-1386indiana,61,75.41,180702001200,0.03,0.03,0.95,0.04,0,1900indiana,92.06,1.06,3.44,42.59,378,1,indiana
17,1910-1389indiana,215,78.14,180723001217,0.0,0.0,1.0,0.0,0,1910indiana,86.02,3.5,3.37,26.47,801,0,indiana
18,1910-1389indiana,188,68.09,180723001217,0.0,0.0,1.0,0.0,0,1910indiana,84.27,3.75,4.12,29.21,801,0,indiana
19,1910-1389indiana,198,74.24,180723001217,0.0,0.0,1.0,0.0,0,1910indiana,83.46,3.48,3.98,30.85,804,0,indiana
21,1910-1389indiana,179,78.77,180723001217,0.21,0.21,0.58,0.32,0,1910indiana,82.19,4.96,4.2,29.77,786,1,indiana
17,1940-1401indiana,63,66.67,180984001603,0.0,0.0,1.0,0.0,0,1940indiana,92.6,0.95,0.95,38.9,419,0,indiana
18,1940-1401indiana,73,50.68,180984001603,0.0,0.0,1.0,0.0,0,1940indiana,92.12,0.95,1.19,41.29,419,0,indiana
19,1940-1401indiana,67,83.58,180984001603,0.0,0.0,1.0,0.0,0,1940indiana,92.94,0.94,1.41,38.35,425,0,indiana
21,1940-1401indiana,65,69.23,180984001603,0.0,0.0,1.0,0.0,0,1940indiana,91.92,0.87,3.71,42.36,458,1,indiana
17,1970-1421indiana,335,40.3,180732001242,0.0,0.0,1.0,0.0,0,1970indiana,62.97,23.14,3.61,68.07,1469,0,indiana
18,1970-1421indiana,314,37.26,180732001242,0.0,0.0,1.0,0.0,0,1970indiana,61.43,24.32,3.73,72.32,1369,0,indiana
19,1970-1421indiana,273,49.08,180732001242,0.0,0.0,1.0,0.0,0,1970indiana,59.06,24.38,5.59,70.1,1341,0,indiana
21,1970-1421indiana,293,39.25,180732001242,0.0,0.0,1.0,0.0,0,1970indiana,57.29,23.98,5.41,58.8,1330,1,indiana
17,2040-1545indiana,71,63.38,180812001393,0.0,0.0,1.0,0.0,0,2040indiana,97.01,0.0,1.87,17.54,268,0,indiana
18,2040-1545indiana,65,61.54,180812001393,0.0,0.0,1.0,0.0,0,2040indiana,95.7,0.0,2.51,17.92,279,0,indiana
19,2040-1545indiana,62,61.29,180812001393,0.0,0.0,1.0,0.0,0,2040indiana,96.72,0.0,1.82,22.63,274,0,indiana
21,2040-1545indiana,72,59.72,180812001393,0.0,0.0,1.0,0.0,0,2040indiana,96.93,0.0,2.05,23.02,391,1,indiana
17,2100-1583indiana,85,68.24,181064001745,0.0,0.0,1.0,0.0,0,2100indiana,95.64,0.0,2.35,19.43,597,0,indiana
18,2100-1583indiana,98,76.53,181064001745,0.0,0.0,1.0,0.0,0,2100indiana,94.3,0.17,3.02,23.66,596,0,indiana
19,2100-1583indiana,90,53.33,181064001745,0.0,0.0,1.0,0.0,0,2100indiana,93.18,0.35,3.85,19.93,572,0,indiana
21,2100-1583indiana,104,88.46,181064001745,0.11,0.03,0.87,0.08,0,2100indiana,93.66,0.18,4.23,21.13,568,1,indiana
17,2110-1588indiana,143,60.14,181087001779,0.0,0.0,1.0,0.0,0,2110indiana,73.03,0.19,25.84,42.51,534,0,indiana
18,2110-1588indiana,124,60.48,181087001779,0.0,0.0,1.0,0.0,0,2110indiana,73.0,0.19,25.33,42.83,537,0,indiana
19,2110-1588indiana,121,60.33,181087001779,0.0,0.0,1.0,0.0,0,2110indiana,74.95,0.57,23.71,41.11,523,0,indiana
21,2110-1588indiana,106,63.21,181087001779,0.0,0.0,1.0,0.0,0,2110indiana,73.4,0.78,24.08,28.54,515,1,indiana
17,2120-1593indiana,278,68.71,180396000685,0.0,0.0,1.0,0.0,0,2120indiana,84.95,0.46,11.95,23.63,1096,0,indiana
18,2120-1593indiana,270,76.67,180396000685,0.0,0.0,1.0,0.0,0,2120indiana,83.09,0.64,12.89,26.42,1094,0,indiana
19,2120-1593indiana,269,81.41,180396000685,0.0,0.0,1.0,0.0,0,2120indiana,82.39,0.45,14.38,25.34,1113,0,indiana
21,2120-1593indiana,272,65.81,180396000685,0.11,0.08,0.82,0.13,0,2120indiana,80.52,0.37,16.31,28.61,1073,1,indiana
17,2155-1613indiana,135,57.04,180348000491,0.0,0.0,1.0,0.0,0,2155indiana,88.72,0.84,6.84,18.13,833,0,indiana
18,2155-1613indiana,119,56.3,180348000491,0.0,0.0,1.0,0.0,0,2155indiana,90.35,0.75,6.27,24.81,798,0,indiana
19,2155-1613indiana,121,56.2,180348000491,0.0,0.0,1.0,0.0,0,2155indiana,90.22,1.56,5.74,22.69,767,0,indiana
21,2155-1613indiana,124,66.13,180348000491,0.0,0.0,1.0,0.0,0,2155indiana,89.49,1.08,7.05,24.61,837,1,indiana
17,2260-1701indiana,149,54.36,180042000090,0.0,0.0,1.0,0.0,0,2260indiana,84.63,1.65,8.93,31.4,605,0,indiana
18,2260-1701indiana,164,59.76,180042000090,0.0,0.0,1.0,0.0,0,2260indiana,83.75,2.3,9.36,34.81,566,0,indiana
19,2260-1701indiana,127,43.31,180042000090,0.0,0.0,1.0,0.0,0,2260indiana,82.02,2.18,10.08,32.61,595,0,indiana
21,2260-1701indiana,148,59.46,180042000090,0.0,0.15,0.85,0.15,0,2260indiana,80.0,2.56,10.6,33.68,585,1,indiana
17,2270-1715indiana,442,54.52,180240000269,0.0,0.0,1.0,0.0,0,2270indiana,53.26,8.04,30.48,48.95,1716,0,indiana
18,2270-1715indiana,375,55.2,180240000269,0.0,0.0,1.0,0.0,0,2270indiana,51.22,8.11,32.38,47.94,1677,0,indiana
19,2270-1715indiana,396,52.02,180240000269,0.0,0.0,1.0,0.0,0,2270indiana,47.53,8.31,36.02,52.89,1660,0,indiana
21,2270-1715indiana,340,64.41,180240000269,0.42,0.29,0.29,0.5,0,2270indiana,43.95,7.92,41.45,42.41,1679,1,indiana
17,2275-1733indiana,338,56.8,180660001165,0.0,0.0,1.0,0.0,0,2275indiana,86.64,0.72,8.76,21.7,1392,0,indiana
18,2275-1733indiana,307,57.98,180660001165,0.0,0.0,1.0,0.0,0,2275indiana,85.27,1.16,9.58,24.82,1378,0,indiana
19,2275-1733indiana,336,63.39,180660001165,0.0,0.0,1.0,0.0,0,2275indiana,84.41,0.78,10.82,22.99,1405,0,indiana
21,2275-1733indiana,333,69.37,180660001165,0.0,0.21,0.79,0.21,0,2275indiana,83.92,0.78,11.12,25.28,1412,1,indiana
17,2285-1737indiana,214,70.09,181224001956,0.0,0.0,1.0,0.0,0,2285indiana,85.5,1.02,8.83,25.59,883,0,indiana
18,2285-1737indiana,226,73.01,181224001956,0.0,0.0,1.0,0.0,0,2285indiana,85.7,1.37,8.47,27.57,874,0,indiana
19,2285-1737indiana,204,70.1,181224001956,0.0,0.0,1.0,0.0,0,2285indiana,84.2,1.99,8.18,23.43,905,0,indiana
21,2285-1737indiana,197,76.65,181224001956,0.0,0.0,1.0,0.0,0,2285indiana,85.19,2.13,8.53,26.37,891,1,indiana
17,2315-1821indiana,448,48.66,180393000654,0.0,0.0,1.0,0.0,0,2315indiana,44.03,2.04,48.96,55.06,1867,0,indiana
18,2315-1821indiana,454,51.76,180393000654,0.0,0.0,1.0,0.0,0,2315indiana,41.96,1.95,51.49,58.4,1952,0,indiana
19,2315-1821indiana,436,55.5,180393000654,0.0,0.0,1.0,0.0,0,2315indiana,39.74,1.75,53.42,55.12,1945,0,indiana
21,2315-1821indiana,386,65.8,180393000654,0.08,0.21,0.72,0.24,0,2315indiana,36.56,2.48,56.15,51.98,2016,1,indiana
17,2395-1889indiana,293,57.34,180351000498,0.0,0.0,1.0,0.0,0,2395indiana,93.52,1.35,1.89,48.96,1111,0,indiana
18,2395-1889indiana,247,51.42,180351000498,0.0,0.0,1.0,0.0,0,2395indiana,94.25,1.05,1.92,52.54,1043,0,indiana
19,2395-1889indiana,232,52.16,180351000498,0.0,0.0,1.0,0.0,0,2395indiana,93.87,0.97,2.14,48.83,1028,0,indiana
21,2395-1889indiana,226,61.5,180351000498,0.0,0.0,1.0,0.0,0,2395indiana,94.1,0.68,1.74,50.77,1034,1,indiana
17,2400-1925indiana,447,56.38,180741001277,0.0,0.0,1.0,0.0,0,2400indiana,69.72,13.02,5.91,54.21,1843,0,indiana
18,2400-1925indiana,437,51.03,180741001277,0.0,0.0,1.0,0.0,0,2400indiana,67.32,14.23,7.01,57.42,1827,0,indiana
19,2400-1925indiana,415,46.99,180741001277,0.0,0.0,1.0,0.0,0,2400indiana,65.74,14.84,7.64,56.3,1833,0,indiana
21,2400-1925indiana,387,53.75,180741001277,0.05,0.47,0.47,0.5,0,2400indiana,64.77,15.17,9.36,50.51,1859,1,indiana
17,2400-1930indiana,429,76.22,180741001265,0.0,0.0,1.0,0.0,0,2400indiana,93.36,0.8,2.46,13.34,1746,0,indiana
18,2400-1930indiana,449,76.39,180741001265,0.0,0.0,1.0,0.0,0,2400indiana,91.65,1.07,3.08,16.14,1784,0,indiana
19,2400-1930indiana,439,77.22,180741001265,0.0,0.0,1.0,0.0,0,2400indiana,90.52,1.1,3.36,17.02,1815,0,indiana
21,2400-1930indiana,423,80.61,180741001265,0.3,0.37,0.33,0.52,0,2400indiana,89.72,1.18,3.0,15.27,1867,1,indiana
17,2435-2053indiana,54,50.0,180021000050,0.0,0.0,1.0,0.0,0,2435indiana,92.31,0.64,3.21,49.36,312,0,indiana
18,2435-2053indiana,59,54.24,180021000050,0.0,0.0,1.0,0.0,0,2435indiana,92.79,0.66,3.28,49.18,305,0,indiana
19,2435-2053indiana,43,53.49,180021000050,0.0,0.0,1.0,0.0,0,2435indiana,93.29,0.61,3.66,47.87,328,0,indiana
21,2435-2053indiana,41,73.17,180021000050,0.03,0.05,0.92,0.07,0,2435indiana,91.75,1.9,4.44,49.84,315,1,indiana
17,2440-2005indiana,72,68.06,180243000275,0.0,0.0,1.0,0.0,0,2440indiana,93.85,0.0,3.88,35.92,309,0,indiana
18,2440-2005indiana,69,66.67,180243000275,0.0,0.0,1.0,0.0,0,2440indiana,92.1,0.0,5.15,37.46,291,0,indiana
19,2440-2005indiana,59,74.58,180243000275,0.0,0.0,1.0,0.0,0,2440indiana,91.07,0.71,5.36,31.79,280,0,indiana
21,2440-2005indiana,79,79.75,180243000275,0.05,0.02,0.92,0.05,0,2440indiana,92.39,0.36,5.43,31.88,276,1,indiana
17,2455-2022indiana,83,54.22,181062001742,0.0,0.0,1.0,0.0,0,2455indiana,89.5,0.0,6.49,44.66,524,0,indiana
18,2455-2022indiana,72,33.33,181062001742,0.0,0.0,1.0,0.0,0,2455indiana,88.82,0.2,8.13,47.15,492,0,indiana
19,2455-2022indiana,91,47.25,181062001742,0.0,0.0,1.0,0.0,0,2455indiana,89.6,0.21,8.28,43.31,471,0,indiana
21,2455-2022indiana,77,61.04,181062001742,0.05,0.08,0.87,0.1,0,2455indiana,90.42,0.0,8.02,45.66,449,1,indiana
17,2475-2083indiana,193,63.21,180370002336,0.0,0.0,1.0,0.0,0,2475indiana,98.33,0.0,0.72,40.07,836,0,indiana
18,2475-2083indiana,181,51.38,180370002336,0.0,0.0,1.0,0.0,0,2475indiana,98.22,0.13,0.64,38.09,785,0,indiana
19,2475-2083indiana,173,61.27,180370002336,0.0,0.0,1.0,0.0,0,2475indiana,97.25,0.26,0.92,38.87,764,0,indiana
21,2475-2083indiana,173,58.38,180370002336,0.38,0.09,0.53,0.28,0,2475indiana,97.68,0.27,0.55,42.49,732,1,indiana
17,2645-2173indiana,125,64.8,180963001576,0.0,0.0,1.0,0.0,0,2645indiana,88.24,0.38,5.31,43.07,527,0,indiana
18,2645-2173indiana,137,53.28,180963001576,0.0,0.0,1.0,0.0,0,2645indiana,88.81,0.19,5.78,41.79,536,0,indiana
19,2645-2173indiana,108,53.7,180963001576,0.0,0.0,1.0,0.0,0,2645indiana,90.44,0.4,4.98,41.63,502,0,indiana
21,2645-2173indiana,104,62.5,180963001576,0.05,0.14,0.81,0.16,0,2645indiana,89.75,0.77,4.84,49.32,517,1,indiana
17,2650-2159indiana,43,46.51,180141000207,0.0,0.0,1.0,0.0,0,2650indiana,91.42,0.59,5.33,41.42,338,0,indiana
18,2650-2159indiana,52,65.38,180141000207,0.0,0.0,1.0,0.0,0,2650indiana,91.98,0.0,5.56,38.89,324,0,indiana
19,2650-2159indiana,45,60.0,180141000207,0.0,0.0,1.0,0.0,0,2650indiana,89.39,0.53,7.69,40.05,377,0,indiana
21,2650-2159indiana,57,63.16,180141000207,0.0,0.0,1.0,0.0,0,2650indiana,89.92,0.27,7.9,44.14,367,1,indiana
17,2725-2233indiana,71,54.93,180294000386,0.0,0.0,1.0,0.0,0,2725indiana,98.92,0.0,0.36,34.3,277,0,indiana
18,2725-2233indiana,53,50.94,180294000386,0.0,0.0,1.0,0.0,0,2725indiana,97.27,0.39,0.39,39.06,256,0,indiana
19,2725-2233indiana,70,40.0,180294000386,0.0,0.0,1.0,0.0,0,2725indiana,97.96,0.41,0.0,40.41,245,0,indiana
21,2725-2233indiana,53,45.28,180294000386,0.21,0.13,0.66,0.24,0,2725indiana,95.92,0.41,0.82,36.33,245,1,indiana
17,2735-2249indiana,141,43.97,180777001326,0.0,0.0,1.0,0.0,0,2735indiana,84.95,3.07,2.75,44.01,618,0,indiana
18,2735-2249indiana,151,48.34,180777001326,0.0,0.0,1.0,0.0,0,2735indiana,84.27,3.15,2.98,47.02,604,0,indiana
19,2735-2249indiana,124,60.48,180777001326,0.0,0.0,1.0,0.0,0,2735indiana,82.69,2.91,3.24,44.17,618,0,indiana
21,2735-2249indiana,125,54.4,180777001326,0.0,0.1,0.9,0.1,0,2735indiana,82.2,3.56,3.24,43.69,618,1,indiana
17,2765-2211indiana,163,79.14,181035001688,0.0,0.0,1.0,0.0,0,2765indiana,95.9,0.3,1.52,15.2,658,0,indiana
18,2765-2211indiana,155,76.77,181035001688,0.0,0.0,1.0,0.0,0,2765indiana,95.48,0.29,1.6,18.08,686,0,indiana
19,2765-2211indiana,173,69.36,181035001688,0.0,0.0,1.0,0.0,0,2765indiana,95.45,0.28,1.56,17.07,703,0,indiana
21,2765-2211indiana,172,75.58,181035001688,0.03,0.0,0.97,0.01,0,2765indiana,94.79,0.14,2.6,16.16,730,1,indiana
17,2815-2293indiana,143,67.13,180303000399,0.0,0.0,1.0,0.0,0,2815indiana,93.9,0.38,3.24,28.19,525,0,indiana
18,2815-2293indiana,122,59.84,180303000399,0.0,0.0,1.0,0.0,0,2815indiana,93.03,0.6,3.98,33.27,502,0,indiana
19,2815-2293indiana,96,53.13,180303000399,0.0,0.0,1.0,0.0,0,2815indiana,93.0,1.0,4.0,35.4,500,0,indiana
21,2815-2293indiana,113,72.57,180303000399,0.0,0.0,1.0,0.0,0,2815indiana,91.72,0.85,5.31,31.0,471,1,indiana
17,2825-2321indiana,104,70.19,180624001097,0.0,0.0,1.0,0.0,0,2825indiana,94.59,0.0,2.88,43.49,591,0,indiana
18,2825-2321indiana,84,57.14,180624001097,0.0,0.0,1.0,0.0,0,2825indiana,93.85,0.18,2.81,45.69,569,0,indiana
19,2825-2321indiana,95,69.47,180624001097,0.0,0.0,1.0,0.0,0,2825indiana,93.47,0.91,2.36,41.38,551,0,indiana
21,2825-2321indiana,84,71.43,180624001097,0.0,0.0,1.0,0.0,0,2825indiana,93.27,1.12,2.99,38.32,535,1,indiana
17,2855-2333indiana,182,46.7,180687001189,0.0,0.0,1.0,0.0,0,2855indiana,87.22,1.66,3.79,59.53,845,0,indiana
18,2855-2333indiana,197,49.24,180687001189,0.0,0.0,1.0,0.0,0,2855indiana,87.01,1.72,3.19,56.25,816,0,indiana
19,2855-2333indiana,184,44.57,180687001189,0.0,0.0,1.0,0.0,0,2855indiana,85.84,1.85,3.82,58.0,812,0,indiana
21,2855-2333indiana,188,55.85,180687001189,0.0,0.0,1.0,0.0,0,2855indiana,84.95,1.57,4.32,53.01,764,1,indiana
17,2865-2351indiana,242,44.63,180639001117,0.0,0.0,1.0,0.0,0,2865indiana,48.05,26.59,9.88,63.44,1053,0,indiana
18,2865-2351indiana,251,43.03,180639001117,0.0,0.0,1.0,0.0,0,2865indiana,50.75,24.25,9.96,58.36,1064,0,indiana
19,2865-2351indiana,223,49.78,180639001117,0.0,0.0,1.0,0.0,0,2865indiana,50.96,24.52,9.7,52.24,1093,0,indiana
21,2865-2351indiana,181,47.51,180639001117,0.0,0.0,1.0,0.0,0,2865indiana,51.39,21.53,12.15,61.05,1045,1,indiana
17,2920-2419indiana,53,60.38,180060000113,0.0,0.0,1.0,0.0,0,2920indiana,92.41,0.26,3.93,37.43,382,0,indiana
18,2920-2419indiana,60,60.0,180060000113,0.0,0.0,1.0,0.0,0,2920indiana,94.74,0.26,2.11,37.63,380,0,indiana
19,2920-2419indiana,66,57.58,180060000113,0.0,0.0,1.0,0.0,0,2920indiana,92.91,0.52,3.15,34.91,381,0,indiana
21,2920-2419indiana,57,84.21,180060000113,0.24,0.03,0.73,0.15,0,2920indiana,94.13,0.27,3.73,37.87,375,1,indiana
17,2940-2435indiana,95,66.32,180309000408,0.0,0.0,1.0,0.0,0,2940indiana,94.16,0.0,2.65,36.34,377,0,indiana
18,2940-2435indiana,85,62.35,180309000408,0.0,0.0,1.0,0.0,0,2940indiana,94.69,0.0,1.33,40.85,377,0,indiana
19,2940-2435indiana,89,58.43,180309000408,0.0,0.0,1.0,0.0,0,2940indiana,94.32,0.0,1.89,40.0,370,0,indiana
21,2940-2435indiana,68,76.47,180309000408,0.0,0.0,1.0,0.0,0,2940indiana,95.45,0.32,1.3,44.48,308,1,indiana
17,2950-2437indiana,86,59.3,180591001049,0.0,0.0,1.0,0.0,0,2950indiana,95.36,0.0,2.19,40.16,366,0,indiana
18,2950-2437indiana,83,63.86,180591001049,0.0,0.0,1.0,0.0,0,2950indiana,96.59,0.0,1.84,41.47,381,0,indiana
19,2950-2437indiana,110,58.18,180591001049,0.0,0.0,1.0,0.0,0,2950indiana,95.91,0.0,2.3,37.85,391,0,indiana
21,2950-2437indiana,94,46.81,180591001049,0.24,0.05,0.71,0.17,0,2950indiana,94.82,0.47,2.82,43.06,425,1,indiana
17,2960-2445indiana,58,56.9,181011001623,0.0,0.0,1.0,0.0,0,2960indiana,95.97,1.34,1.88,48.66,372,0,indiana
18,2960-2445indiana,62,77.42,181011001623,0.0,0.0,1.0,0.0,0,2960indiana,97.46,0.56,1.41,49.72,354,0,indiana
19,2960-2445indiana,62,67.74,181011001623,0.0,0.0,1.0,0.0,0,2960indiana,97.41,0.29,1.44,49.71,348,0,indiana
21,2960-2445indiana,29,62.07,181011001623,0.15,0.12,0.73,0.2,0,2960indiana,98.1,0.0,1.27,43.67,316,1,indiana
17,2980-2429indiana,70,51.43,180000802302,0.0,0.0,1.0,0.0,0,2980indiana,96.06,0.3,1.82,45.45,330,0,indiana
18,2980-2429indiana,71,67.61,180000802302,0.0,0.0,1.0,0.0,0,2980indiana,94.53,0.0,3.65,44.89,274,0,indiana
19,2980-2429indiana,57,63.16,180000802302,0.0,0.0,1.0,0.0,0,2980indiana,92.36,0.73,4.0,41.45,275,0,indiana
21,2980-2429indiana,67,46.27,180000802302,0.26,0.08,0.66,0.21,0,2980indiana,86.19,2.09,6.69,47.28,239,1,indiana
17,3005-2487indiana,780,82.56,181065002392,0.0,0.0,1.0,0.0,0,3005indiana,73.35,7.72,6.92,16.68,3250,0,indiana
18,3005-2487indiana,843,78.17,181065002392,0.0,0.0,1.0,0.0,0,3005indiana,72.64,8.01,6.97,17.88,3384,0,indiana
19,3005-2487indiana,852,81.81,181065002392,0.0,0.0,1.0,0.0,0,3005indiana,72.81,7.67,7.75,16.76,3509,0,indiana
21,3005-2487indiana,904,82.63,181065002392,0.19,0.09,0.72,0.19,0,3005indiana,71.21,8.02,8.43,17.81,3689,1,indiana
17,3005-2499indiana,735,80.54,181065001752,0.0,0.0,1.0,0.0,0,3005indiana,75.14,7.86,5.71,11.87,3118,0,indiana
18,3005-2499indiana,823,76.55,181065001752,0.0,0.0,1.0,0.0,0,3005indiana,75.31,7.64,5.46,12.25,3208,0,indiana
19,3005-2499indiana,789,83.02,181065001752,0.0,0.0,1.0,0.0,0,3005indiana,73.75,8.46,6.23,14.05,3273,0,indiana
21,3005-2499indiana,776,85.18,181065001752,0.07,0.41,0.52,0.45,0,3005indiana,72.01,9.02,6.55,13.54,3405,1,indiana
17,3025-2477indiana,179,65.36,180426000728,0.0,0.0,1.0,0.0,0,3025indiana,94.38,1.23,3.29,25.93,729,0,indiana
18,3025-2477indiana,170,74.71,180426000728,0.0,0.0,1.0,0.0,0,3025indiana,93.8,1.62,3.1,27.9,742,0,indiana
19,3025-2477indiana,190,72.11,180426000728,0.0,0.0,1.0,0.0,0,3025indiana,92.72,1.48,3.91,26.15,742,0,indiana
21,3025-2477indiana,165,66.06,180426000728,0.32,0.18,0.5,0.34,0,3025indiana,91.91,1.31,4.44,26.24,766,1,indiana
17,3030-2493indiana,526,78.71,181308002075,0.0,0.0,1.0,0.0,0,3030indiana,82.17,3.45,7.17,14.25,2148,0,indiana
18,3030-2493indiana,551,77.31,181308002075,0.0,0.0,1.0,0.0,0,3030indiana,81.65,3.57,7.54,16.56,2240,0,indiana
19,3030-2493indiana,560,85.0,181308002075,0.0,0.0,1.0,0.0,0,3030indiana,80.78,3.41,8.01,16.45,2346,0,indiana
21,3030-2493indiana,652,85.28,181308002075,0.77,0.1,0.13,0.49,0,3030indiana,80.13,3.36,8.98,13.61,2527,1,indiana
17,3055-2463indiana,83,74.7,180648001127,0.0,0.0,1.0,0.0,0,3055indiana,94.53,0.3,2.74,27.96,329,0,indiana
18,3055-2463indiana,67,55.22,180648001127,0.0,0.0,1.0,0.0,0,3055indiana,95.2,0.3,3.0,33.33,333,0,indiana
19,3055-2463indiana,75,65.33,180648001127,0.0,0.0,1.0,0.0,0,3055indiana,94.84,0.0,3.87,34.84,310,0,indiana
21,3055-2463indiana,77,58.44,180648001127,0.0,0.08,0.92,0.08,0,3055indiana,93.49,0.59,4.14,37.57,338,1,indiana
17,3060-2505indiana,1249,86.47,180120000193,0.0,0.0,1.0,0.0,0,3060indiana,75.96,3.82,2.98,8.84,5000,0,indiana
18,3060-2505indiana,1244,85.85,180120000193,0.0,0.0,1.0,0.0,0,3060indiana,74.49,4.07,3.24,10.12,5060,0,indiana
19,3060-2505indiana,1313,89.19,180120000193,0.0,0.0,1.0,0.0,0,3060indiana,73.34,3.63,3.67,9.35,5286,0,indiana
21,3060-2505indiana,1302,90.4,180120000193,1.0,0.0,0.0,0.5,0,3060indiana,71.54,3.77,3.62,10.36,5414,1,indiana
17,3070-2517indiana,716,70.67,180765001309,0.0,0.0,1.0,0.0,0,3070indiana,84.78,4.04,5.62,19.98,2898,0,indiana
18,3070-2517indiana,740,79.05,180765001309,0.0,0.0,1.0,0.0,0,3070indiana,85.25,3.68,5.3,20.59,2963,0,indiana
19,3070-2517indiana,704,82.95,180765001309,0.0,0.0,1.0,0.0,0,3070indiana,85.65,3.12,5.58,20.66,3010,0,indiana
21,3070-2517indiana,735,79.73,180765001309,0.92,0.08,0.0,0.54,0,3070indiana,83.38,3.31,6.87,20.57,3116,1,indiana
17,3115-2565indiana,299,69.23,181071001761,0.0,0.0,1.0,0.0,0,3115indiana,94.48,0.53,2.14,19.59,1123,0,indiana
18,3115-2565indiana,293,72.01,181071001761,0.0,0.0,1.0,0.0,0,3115indiana,94.28,0.51,2.05,21.69,1171,0,indiana
19,3115-2565indiana,282,77.3,181071001761,0.0,0.0,1.0,0.0,0,3115indiana,93.74,0.68,2.7,18.6,1183,0,indiana
21,3115-2565indiana,275,76.73,181071001761,0.0,0.0,1.0,0.0,0,3115indiana,92.47,0.43,2.83,22.52,1168,1,indiana
17,3125-2595indiana,390,65.64,180405000696,0.0,0.0,1.0,0.0,0,3125indiana,93.31,0.33,2.52,25.5,1510,0,indiana
18,3125-2595indiana,337,58.46,180405000696,0.0,0.0,1.0,0.0,0,3125indiana,93.4,0.27,2.4,27.58,1501,0,indiana
19,3125-2595indiana,341,68.33,180405000696,0.0,0.0,1.0,0.0,0,3125indiana,93.26,0.55,2.62,28.36,1453,0,indiana
21,3125-2595indiana,314,64.97,180405000696,0.0,0.0,1.0,0.0,0,3125indiana,92.25,0.48,3.32,29.07,1445,1,indiana
17,3135-2569indiana,296,70.27,180726001221,0.0,0.0,1.0,0.0,0,3135indiana,82.31,7.91,2.85,22.74,1227,0,indiana
18,3135-2569indiana,305,64.26,180726001221,0.0,0.0,1.0,0.0,0,3135indiana,81.53,7.48,3.98,22.21,1283,0,indiana
19,3135-2569indiana,326,68.71,180726001221,0.0,0.0,1.0,0.0,0,3135indiana,80.64,7.94,4.31,22.39,1322,0,indiana
21,3135-2569indiana,325,70.77,180726001221,0.62,0.11,0.27,0.42,0,3135indiana,78.94,8.67,5.03,22.08,1372,1,indiana
17,3145-2585indiana,89,76.4,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,96.94,0.47,1.41,25.88,425,0,indiana
18,3145-2585indiana,111,66.67,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,96.17,0.72,2.15,30.38,418,0,indiana
19,3145-2585indiana,86,72.09,180312000410,0.0,0.0,1.0,0.0,0,3145indiana,95.94,0.51,2.28,26.65,394,0,indiana
