,mathpass_in_virtualper_inf
2599,-7.119924037472375e-05
2600,0.0014722140013273752
2601,-0.0007906638105943563
2602,-0.0014053747178951659
2603,-0.0024476536653718407
2604,0.00036811465727768086
2605,-4.888485359917336e-05
2606,-8.898193765473102e-05
2607,0.0005859171827706766
2608,-0.00010917877051636061
2609,-0.00038413666566119385
2610,-6.310614296723102e-06
2611,-8.771647917292791e-05
2612,-0.00030687129247669945
2613,-0.0008273549774335818
2614,1.453624862312213e-06
2615,0.00037269587743927687
2616,0.00016894884751900263
2617,-3.480418142604517e-05
2618,7.348468470390485e-05
2619,0.0007964283397958972
2620,0.0003764088849213396
2621,5.9643141660050984e-05
2622,9.122195992800931e-06
2623,0.00031010430952034524
2624,0.00036795674934223026
2625,0.00010362118966571541
2626,0.00011309209644943826
2627,0.0016361409805013107
2628,-0.0003027706362496898
2629,0.00030814404794050096
2630,-8.193486212042524e-06
2631,0.0005831728016210244
2632,-1.0641530594285688e-05
2633,5.597021922121745e-05
2634,0.00012148985425740321
2635,0.0008436663365737274
2636,0.0005682938011817157
2637,-0.001484121102349859
2638,7.79176260644168e-05
2639,-0.0002086591033151863
2640,2.9105563816184878e-05
2641,0.0005654098723354288
2642,-0.0011547650649943188
2643,0.0016634518022168776
2644,0.0010090840409642296
2645,0.0005006093760703753
2646,-3.0218333419920516e-05
2647,3.894107747136665e-05
2648,4.9564815539349365e-06
2649,-0.00034504183077558014
2650,5.612879165043664e-05
2651,-0.00016116301536881145
2652,0.0030184371054832776
2653,0.00017029918575630135
2654,-4.761772974147184e-05
2655,0.0016492339595956746
2656,0.0004726367914308541
2657,-0.0014963981695335926
2658,-0.0005108924574260374
2659,0.00016872574662431489
