,elapass_in_hybridper_inf
653,0.0008040813590769887
654,0.009832164018250749
655,0.01463771974140598
656,0.001577405730065865
657,0.005805264882338649
658,-0.02761178270143467
659,-0.06953194121990779
660,0.012416782668769291
661,-0.016773810819831484
662,0.002317019393764598
663,-0.010744460233340929
664,0.0012995692709393703
665,-0.010064076269764214
666,0.0011210431769920685
667,-0.023777973407265687
668,0.0015762102966599247
669,0.0003833983781776856
670,0.0003672720011522578
671,-0.00042160948094876745
672,-0.0019311433464829228
673,-0.0005741897307745669
674,0.0021296664696143323
675,-0.0002683106073788496
676,-7.024538577327369e-07
677,0.00010903231205907606
678,-3.878173903659935e-05
679,0.00016543345878919087
680,-3.706359495599392e-05
681,7.558594856689365e-05
682,-8.020114733643065e-05
683,-4.3235808358249826e-05
684,-0.000356749283591469
685,-0.0002508331907292202
686,0.00036551172862389115
687,-0.0011621452538273702
688,-0.0015146093915153216
689,0.00045185432220610816
690,0.0003578966957678739
691,0.0015018419413368655
692,0.00024752674841450694
693,-0.0004199717780039302
694,6.289324138106535e-05
695,0.0004275042724257851
696,-2.4070142691271112e-06
697,-3.2145087833120644e-05
698,0.0002474047738270212
699,9.561859649443244e-05
700,0.00042809283206290044
701,-0.0008229651830454998
702,-0.00025635957878592257
703,-0.0018980747275345856
704,-4.708151869713551e-06
705,5.041547441246661e-06
706,6.0862823574924716e-05
707,0.0001038792666698569
708,-4.4281485457383384e-05
709,-1.6864381808443677e-05
710,-5.927647206427153e-05
711,0.00010880663181084866
712,-0.00036397780071773927
713,-8.233677944256422e-05
714,0.00015163308952003193
715,-0.000754354635084842
716,0.006490332516992015
717,0.012139500678926822
718,-0.0050736211525432345
719,0.03709020720425034
720,0.0027869218629146424
721,0.005097934722658241
722,0.0038320691501067994
723,0.04090922633738503
724,-0.013622693390056917
725,0.0013813271704505802
726,0.0171075058634975
727,0.019949090788364727
728,-0.0004751278395188452
729,0.00043918335468287704
730,-0.00016559369082489548
731,-0.0002887956109093903
732,-0.0006708174178828113
733,0.00020068487906841606
734,0.00031622136556611687
735,-0.0016698172005970876
736,-1.4251677360626117e-05
737,0.00040055708964132817
738,-0.0003876097649220586
739,-0.000435788503453881
740,0.005466869271194312
741,-0.003966880789411763
742,-2.126655300882882e-05
743,0.005632229370699179
744,0.0035336839112778537
745,0.0036514683863213978
746,-6.373540841150082e-05
747,0.02105198615868877
748,-0.00020360021657821097
749,-9.714769071303302e-05
