year,mergecode,districtcode,schoolcode,droprate,black,white,hispanic,totalenroll
16,8001-7512,8001,7512,1.9,0.0,84.91,13.21,53
16,8001-8061,8001,8061,0.0,0.0,88.89,11.11,9
16,8001-8821,8001,8821,0.0,3.77,67.92,24.53,53
16,8001-8929,8001,8929,2.2,17.88,51.4,24.02,179
16,8001-9785,8001,9785,30.5,2.68,33.89,62.08,298
16,9000-1924,9000,1924,1.4,6.85,41.78,42.47,146
16,9030-6134,9030,6134,1.5,1.51,55.78,38.69,199
16,9035-1607,9035,1607,23.9,1.02,50.76,46.7,197
16,9035-3997,9035,3997,15.9,0.0,45.45,52.27,44
16,9050-8121,9050,8121,1.8,0.0,80.36,16.07,56
16,9130-2840,9130,2840,0.0,2.42,77.42,13.31,248
16,9170-1550,9170,1550,9.8,6.26,71.02,18.26,942
16,9170-6971,9170,6971,16.7,5.66,73.76,18.1,442
16,9170-7449,9170,7449,4.0,2.83,64.78,26.72,494
16,9170-7484,9170,7484,18.8,4.08,68.57,22.45,245
