LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total,
"The Odyssey Preparatory Academy, Inc.",90287,,,           _,English Learners,*,*,*,35,*,*,*,46,
"The Odyssey Preparatory Academy, Inc.",90287,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,,,           _,Students With Disabilities,*,*,21,81,159,*,*,282,
"The Odyssey Preparatory Academy, Inc.",90287,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,ACCEL Buckeye Learning Center,91260,072164008,All Students,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,ACCEL Buckeye Learning Center,91260,072164008,English Learners,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,ACCEL Buckeye Learning Center,91260,072164008,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,ACCEL Buckeye Learning Center,91260,072164008,Students With Disabilities,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,ACCEL Buckeye Learning Center,91260,072164008,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,078561004,All Students,32,*,82,338,672,*,31,1174,
"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,078561004,English Learners,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,078561004,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,078561004,Students With Disabilities,*,*,11,25,53,*,*,97,
"The Odyssey Preparatory Academy, Inc.",90287,Odyssey Institute for Advanced and International Studies,91825,078561004,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,078561002,All Students,12,*,36,236,278,*,22,594,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,078561002,English Learners,*,*,*,21,*,*,*,24,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,078561002,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,078561002,Students With Disabilities,*,*,*,38,48,*,*,97,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy,90772,078561002,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,078561003,All Students,20,*,35,162,375,*,21,619,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,078561003,English Learners,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,078561003,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,078561003,Students With Disabilities,*,*,*,11,37,*,*,56,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Goodyear,91205,078561003,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,078561006,All Students,*,*,12,112,177,*,*,315,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,078561006,English Learners,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,078561006,Free Lunch,*,*,*,*,*,*,*,*,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,078561006,Students With Disabilities,*,*,*,*,19,*,*,28,
"The Odyssey Preparatory Academy, Inc.",90287,The Odyssey Preparatory Academy Sienna Hills,92233,078561006,Reduced Lunch,*,*,*,*,*,*,*,*,
"The Paideia Academies, Inc",91250,,,           _,All Students,*,*,152,463,55,*,19,697,
"The Paideia Academies, Inc",91250,,,           _,English Learners,*,*,*,51,*,*,*,53,
"The Paideia Academies, Inc",91250,,,           _,Free Lunch,*,*,120,368,23,*,16,529,
"The Paideia Academies, Inc",91250,,,           _,Students With Disabilities,*,*,16,46,*,*,*,76,
"The Paideia Academies, Inc",91250,,,           _,Reduced Lunch,*,*,11,47,*,*,*,62,
"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,078206001,All Students,*,*,152,463,55,*,19,697,
"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,078206001,English Learners,*,*,*,51,*,*,*,53,
"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,078206001,Free Lunch,*,*,120,368,23,*,16,529,
"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,078206001,Students With Disabilities,*,*,16,46,*,*,*,76,
"The Paideia Academies, Inc",91250,The Paideia Academy of South Phoenix,91775,078206001,Reduced Lunch,*,*,11,47,*,*,*,62,
The Shelby School,79131,,,           _,All Students,*,*,*,*,33,*,*,35,
The Shelby School,79131,,,           _,English Learners,*,*,*,*,*,*,*,*,
The Shelby School,79131,,,           _,Free Lunch,*,*,*,*,26,*,*,28,
The Shelby School,79131,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
The Shelby School,79131,,,           _,Reduced Lunch,*,*,*,*,14,*,*,16,
The Shelby School,79131,The Shelby School,79132,048703101,All Students,*,*,*,*,33,*,*,35,
The Shelby School,79131,The Shelby School,79132,048703101,English Learners,*,*,*,*,*,*,*,*,
The Shelby School,79131,The Shelby School,79132,048703101,Free Lunch,*,*,*,*,26,*,*,28,
The Shelby School,79131,The Shelby School,79132,048703101,Students With Disabilities,*,*,*,*,*,*,*,*,
The Shelby School,79131,The Shelby School,79132,048703101,Reduced Lunch,*,*,*,*,14,*,*,16,
Tolleson Elementary District,4264,,,           _,All Students,42,*,354,2568,159,*,47,3209,
Tolleson Elementary District,4264,,,           _,English Learners,*,*,*,498,*,*,*,518,
Tolleson Elementary District,4264,,,           _,Free Lunch,30,*,310,2106,90,*,34,2602,
Tolleson Elementary District,4264,,,           _,Students With Disabilities,*,*,74,369,36,*,*,493,
Tolleson Elementary District,4264,,,           _,Reduced Lunch,*,*,28,299,*,*,*,350,
Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,070417102,All Students,*,*,53,456,22,*,*,552,
Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,070417102,English Learners,*,*,*,104,*,*,*,108,
Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,070417102,Free Lunch,*,*,44,373,12,*,*,447,
Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,070417102,Students With Disabilities,*,*,*,48,*,*,*,60,
Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,070417102,Reduced Lunch,*,*,*,69,*,*,*,80,
Tolleson Elementary District,4264,Desert Choices,88619,072112001,All Students,*,*,*,*,*,*,*,*,
Tolleson Elementary District,4264,Desert Choices,88619,072112001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Elementary District,4264,Desert Choices,88619,072112001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Elementary District,4264,Desert Choices,88619,072112001,Students With Disabilities,*,*,*,*,*,*,*,13,
Tolleson Elementary District,4264,Desert Choices,88619,072112001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,070417104,All Students,13,*,70,742,27,*,12,871,
Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,070417104,English Learners,*,*,*,177,*,*,*,185,
Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,070417104,Free Lunch,11,*,64,585,14,*,13,693,
Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,070417104,Students With Disabilities,*,*,11,74,*,*,*,88,
Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,070417104,Reduced Lunch,*,*,*,77,*,*,*,82,
Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,070417101,All Students,*,*,59,813,43,*,*,932,
Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,070417101,English Learners,*,*,*,132,*,*,*,135,
Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,070417101,Free Lunch,*,*,57,747,32,*,*,847,
Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,070417101,Students With Disabilities,*,*,27,165,14,*,*,212,
Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,070417101,Reduced Lunch,*,*,*,86,*,*,*,99,
Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,070417103,All Students,19,*,169,552,66,*,20,845,
Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,070417103,English Learners,*,*,*,85,*,*,*,90,
Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,070417103,Free Lunch,12,*,143,396,32,*,12,608,
Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,070417103,Students With Disabilities,*,*,24,75,14,*,*,120,
Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,070417103,Reduced Lunch,*,*,*,66,*,*,*,87,
Tolleson Union High School District,4288,,,           _,All Students,177,114,1027,8629,910,34,175,11066,
Tolleson Union High School District,4288,,,           _,English Learners,*,*,*,360,*,*,*,381,
Tolleson Union High School District,4288,,,           _,Free Lunch,76,57,790,5619,363,17,102,7024,
Tolleson Union High School District,4288,,,           _,Students With Disabilities,*,19,230,1004,200,*,29,1492,
Tolleson Union High School District,4288,,,           _,Reduced Lunch,34,*,104,1077,91,*,21,1350,
Tolleson Union High School District,4288,ACCEL Buckeye Learning Center,91260,072164008,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Buckeye Learning Center,91260,072164008,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Buckeye Learning Center,91260,072164008,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Buckeye Learning Center,91260,072164008,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Buckeye Learning Center,91260,072164008,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Metro Campus,7356,072164001,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Metro Campus,7356,072164001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Metro Campus,7356,072164001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Metro Campus,7356,072164001,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACCEL Metro Campus,7356,072164001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACES-Phoenix West,90771,072190003,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACES-Phoenix West,90771,072190003,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACES-Phoenix West,90771,072190003,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACES-Phoenix West,90771,072190003,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,ACES-Phoenix West,90771,072190003,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Banner Academy,7341,072144001,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Banner Academy,7341,072144001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Banner Academy,7341,072144001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Banner Academy,7341,072144001,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Banner Academy,7341,072144001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Canyon State Academy,79303,072107001,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Canyon State Academy,79303,072107001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Canyon State Academy,79303,072107001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Canyon State Academy,79303,072107001,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Canyon State Academy,79303,072107001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Copper Canyon High School,85810,070514204,All Students,36,*,143,1982,118,*,29,2334,
Tolleson Union High School District,4288,Copper Canyon High School,85810,070514204,English Learners,*,*,*,110,*,*,*,115,
Tolleson Union High School District,4288,Copper Canyon High School,85810,070514204,Free Lunch,15,*,108,1372,70,*,20,1602,
Tolleson Union High School District,4288,Copper Canyon High School,85810,070514204,Students With Disabilities,*,*,28,226,32,*,*,302,
Tolleson Union High School District,4288,Copper Canyon High School,85810,070514204,Reduced Lunch,*,*,13,213,16,*,*,252,
Tolleson Union High School District,4288,Devereux Day School,90901,072102009,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Devereux Day School,90901,072102009,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Devereux Day School,90901,072102009,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Devereux Day School,90901,072102009,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Devereux Day School,90901,072102009,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,La Joya Community High School,80051,070514203,All Students,*,35,281,1713,177,*,42,2287,
Tolleson Union High School District,4288,La Joya Community High School,80051,070514203,English Learners,*,*,*,77,*,*,*,84,
Tolleson Union High School District,4288,La Joya Community High School,80051,070514203,Free Lunch,*,17,207,1059,80,*,28,1401,
Tolleson Union High School District,4288,La Joya Community High School,80051,070514203,Students With Disabilities,*,*,58,237,40,*,*,349,
Tolleson Union High School District,4288,La Joya Community High School,80051,070514203,Reduced Lunch,*,*,20,229,19,*,*,291,
Tolleson Union High School District,4288,Oasis Behavioral Health,79244,072106001,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Oasis Behavioral Health,79244,072106001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Oasis Behavioral Health,79244,072106001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Oasis Behavioral Health,79244,072106001,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Oasis Behavioral Health,79244,072106001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Sierra Linda High School,89908,070514205,All Students,*,15,142,1587,71,*,19,1853,
Tolleson Union High School District,4288,Sierra Linda High School,89908,070514205,English Learners,*,*,*,*,*,*,*,88,
Tolleson Union High School District,4288,Sierra Linda High School,89908,070514205,Free Lunch,*,*,117,1083,30,*,16,1265,
Tolleson Union High School District,4288,Sierra Linda High School,89908,070514205,Students With Disabilities,*,*,28,159,19,*,*,211,
Tolleson Union High School District,4288,Sierra Linda High School,89908,070514205,Reduced Lunch,*,*,17,164,*,*,*,195,
Tolleson Union High School District,4288,Southwest Education Center-Tolleson,91270,072146005,All Students,*,*,*,12,*,*,*,20,
Tolleson Union High School District,4288,Southwest Education Center-Tolleson,91270,072146005,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Southwest Education Center-Tolleson,91270,072146005,Free Lunch,*,*,11,*,*,*,*,14,
Tolleson Union High School District,4288,Southwest Education Center-Tolleson,91270,072146005,Students With Disabilities,*,*,18,21,*,*,*,50,
Tolleson Union High School District,4288,Southwest Education Center-Tolleson,91270,072146005,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,Tolleson Union High School,5452,070514201,All Students,31,18,213,1755,116,12,25,2170,
Tolleson Union High School District,4288,Tolleson Union High School,5452,070514201,English Learners,*,*,*,59,*,*,*,63,
Tolleson Union High School District,4288,Tolleson Union High School,5452,070514201,Free Lunch,14,*,175,1165,49,*,16,1438,
Tolleson Union High School District,4288,Tolleson Union High School,5452,070514201,Students With Disabilities,*,*,49,192,17,*,*,270,
Tolleson Union High School District,4288,Tolleson Union High School,5452,070514201,Reduced Lunch,*,*,22,213,11,*,*,254,
Tolleson Union High School District,4288,UPWARD FOUNDATION INC,7381,072175001,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,UPWARD FOUNDATION INC,7381,072175001,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,UPWARD FOUNDATION INC,7381,072175001,Free Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,UPWARD FOUNDATION INC,7381,072175001,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,UPWARD FOUNDATION INC,7381,072175001,Reduced Lunch,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,University High School,90551,070514207,All Students,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,University High School,90551,070514207,English Learners,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,University High School,90551,070514207,Free Lunch,14,*,*,161,*,*,*,194,
Tolleson Union High School District,4288,University High School,90551,070514207,Students With Disabilities,*,*,*,*,*,*,*,*,
Tolleson Union High School District,4288,University High School,90551,070514207,Reduced Lunch,*,*,*,67,*,*,*,92,
Tolleson Union High School District,4288,Westview High School,5453,070514202,All Students,62,*,243,1573,418,*,60,2388,
Tolleson Union High School District,4288,Westview High School,5453,070514202,English Learners,*,*,*,26,*,*,*,31,
Tolleson Union High School District,4288,Westview High School,5453,070514202,Free Lunch,15,*,163,777,125,*,21,1110,
Tolleson Union High School District,4288,Westview High School,5453,070514202,Students With Disabilities,*,*,47,161,72,*,*,288,
Tolleson Union High School District,4288,Westview High School,5453,070514202,Reduced Lunch,*,*,27,187,28,*,*,259,
Toltec School District,4450,,,           _,All Students,*,52,37,617,284,*,24,1022,
Toltec School District,4450,,,           _,English Learners,*,*,*,82,*,*,*,86,
Toltec School District,4450,,,           _,Free Lunch,*,56,53,646,325,*,23,1111,
Toltec School District,4450,,,           _,Students With Disabilities,*,20,16,121,75,*,*,240,
Toltec School District,4450,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,Arizona City Elementary School,92244,110422105,All Students,*,29,20,327,199,*,13,594,
Toltec School District,4450,Arizona City Elementary School,92244,110422105,English Learners,*,*,*,36,*,*,*,38,
Toltec School District,4450,Arizona City Elementary School,92244,110422105,Free Lunch,*,32,27,356,233,*,14,668,
Toltec School District,4450,Arizona City Elementary School,92244,110422105,Students With Disabilities,*,11,*,67,47,*,*,137,
Toltec School District,4450,Arizona City Elementary School,92244,110422105,Reduced Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,Southwest Education Center - Casa Grande,7349,072146002,All Students,*,*,*,*,*,*,*,*,
Toltec School District,4450,Southwest Education Center - Casa Grande,7349,072146002,English Learners,*,*,*,*,*,*,*,*,
Toltec School District,4450,Southwest Education Center - Casa Grande,7349,072146002,Free Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,Southwest Education Center - Casa Grande,7349,072146002,Students With Disabilities,*,*,*,*,*,*,*,14,
Toltec School District,4450,Southwest Education Center - Casa Grande,7349,072146002,Reduced Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,TOLTEC HEADSTART,8079,112602135,All Students,*,*,*,*,*,*,*,*,
Toltec School District,4450,TOLTEC HEADSTART,8079,112602135,English Learners,*,*,*,*,*,*,*,*,
Toltec School District,4450,TOLTEC HEADSTART,8079,112602135,Free Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,TOLTEC HEADSTART,8079,112602135,Students With Disabilities,*,*,*,*,*,*,*,*,
Toltec School District,4450,TOLTEC HEADSTART,8079,112602135,Reduced Lunch,*,*,*,*,*,*,*,*,
Toltec School District,4450,Toltec Elementary School,5945,110422101,All Students,*,22,16,290,85,*,*,426,
Toltec School District,4450,Toltec Elementary School,5945,110422101,English Learners,*,*,*,46,*,*,*,48,
Toltec School District,4450,Toltec Elementary School,5945,110422101,Free Lunch,*,22,26,290,92,*,*,441,
Toltec School District,4450,Toltec Elementary School,5945,110422101,Students With Disabilities,*,*,*,50,22,*,*,86,
Toltec School District,4450,Toltec Elementary School,5945,110422101,Reduced Lunch,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,,,           _,All Students,*,*,43,209,430,*,43,744,
Tombstone Unified District,4168,,,           _,English Learners,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,,,           _,Free Lunch,*,*,37,214,393,*,40,697,
Tombstone Unified District,4168,,,           _,Students With Disabilities,*,*,*,37,111,*,*,167,
Tombstone Unified District,4168,,,           _,Reduced Lunch,*,*,*,*,*,*,*,20,
Tombstone Unified District,4168,Huachuca City School,4749,020201101,All Students,*,*,21,94,199,*,28,349,
Tombstone Unified District,4168,Huachuca City School,4749,020201101,English Learners,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,Huachuca City School,4749,020201101,Free Lunch,*,*,25,122,222,*,29,405,
Tombstone Unified District,4168,Huachuca City School,4749,020201101,Students With Disabilities,*,*,*,21,61,*,*,94,
Tombstone Unified District,4168,Huachuca City School,4749,020201101,Reduced Lunch,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,Tombstone High School,4751,020201207,All Students,*,*,21,73,153,*,12,269,
Tombstone Unified District,4168,Tombstone High School,4751,020201207,English Learners,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,Tombstone High School,4751,020201207,Free Lunch,*,*,11,45,77,*,*,143,
Tombstone Unified District,4168,Tombstone High School,4751,020201207,Students With Disabilities,*,*,*,12,28,*,*,46,
Tombstone Unified District,4168,Tombstone High School,4751,020201207,Reduced Lunch,*,*,*,*,*,*,*,20,
Tombstone Unified District,4168,Walter J Meyer School,4750,020201102,All Students,*,*,*,42,78,*,*,126,
Tombstone Unified District,4168,Walter J Meyer School,4750,020201102,English Learners,*,*,*,*,*,*,*,*,
Tombstone Unified District,4168,Walter J Meyer School,4750,020201102,Free Lunch,*,*,*,47,94,*,*,149,
Tombstone Unified District,4168,Walter J Meyer School,4750,020201102,Students With Disabilities,*,*,*,*,22,*,*,27,
Tombstone Unified District,4168,Walter J Meyer School,4750,020201102,Reduced Lunch,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,,,           _,All Students,*,*,*,*,71,*,*,79,
Tonto Basin Elementary District,4215,,,           _,English Learners,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,,,           _,Free Lunch,*,*,*,*,53,*,*,58,
Tonto Basin Elementary District,4215,,,           _,Students With Disabilities,*,*,*,*,*,*,*,12,
Tonto Basin Elementary District,4215,,,           _,Reduced Lunch,*,*,*,*,*,*,*,11,
Tonto Basin Elementary District,4215,Payson Center for Success High School,10822,040210202,All Students,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson Center for Success High School,10822,040210202,English Learners,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson Center for Success High School,10822,040210202,Free Lunch,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson Center for Success High School,10822,040210202,Students With Disabilities,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson Center for Success High School,10822,040210202,Reduced Lunch,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson High School,4860,040210201,All Students,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson High School,4860,040210201,English Learners,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson High School,4860,040210201,Free Lunch,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson High School,4860,040210201,Students With Disabilities,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Payson High School,4860,040210201,Reduced Lunch,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,040333101,All Students,*,*,*,*,61,*,*,68,
Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,040333101,English Learners,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,040333101,Free Lunch,*,*,*,*,47,*,*,52,
Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,040333101,Students With Disabilities,*,*,*,*,*,*,*,*,
Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,040333101,Reduced Lunch,*,*,*,*,*,*,*,*,
Topock Elementary District,4376,,,           _,All Students,*,19,*,16,68,*,*,110,
Topock Elementary District,4376,,,           _,English Learners,*,*,*,*,*,*,*,*,
Topock Elementary District,4376,,,           _,Free Lunch,*,*,*,*,45,*,*,68,
Topock Elementary District,4376,,,           _,Students With Disabilities,*,*,*,*,*,*,*,15,
Topock Elementary District,4376,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Topock Elementary District,4376,Topock Elementary School,5581,080412012,All Students,*,19,*,16,68,*,*,110,
Topock Elementary District,4376,Topock Elementary School,5581,080412012,English Learners,*,*,*,*,*,*,*,*,
Topock Elementary District,4376,Topock Elementary School,5581,080412012,Free Lunch,*,*,*,*,45,*,*,68,
Topock Elementary District,4376,Topock Elementary School,5581,080412012,Students With Disabilities,*,*,*,*,*,*,*,15,
Topock Elementary District,4376,Topock Elementary School,5581,080412012,Reduced Lunch,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,,,           _,All Students,*,*,*,26,62,*,*,98,
Triumphant Learning Center,4225,,,           _,English Learners,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,,,           _,Free Lunch,*,*,*,15,14,*,*,31,
Triumphant Learning Center,4225,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,Triumphant Learning Center,4897,058702101,All Students,*,*,*,26,62,*,*,98,
Triumphant Learning Center,4225,Triumphant Learning Center,4897,058702101,English Learners,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,Triumphant Learning Center,4897,058702101,Free Lunch,*,*,*,15,14,*,*,31,
Triumphant Learning Center,4225,Triumphant Learning Center,4897,058702101,Students With Disabilities,*,*,*,*,*,*,*,*,
Triumphant Learning Center,4225,Triumphant Learning Center,4897,058702101,Reduced Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,,,           _,All Students,50,*,36,163,316,*,35,604,
Trivium Preparatory Academy,90859,,,           _,English Learners,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,,,           _,Students With Disabilities,*,*,*,14,17,*,*,41,
Trivium Preparatory Academy,90859,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Banner Academy,7341,072144001,All Students,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Banner Academy,7341,072144001,English Learners,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Banner Academy,7341,072144001,Free Lunch,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Banner Academy,7341,072144001,Students With Disabilities,*,*,*,*,*,*,*,*,
Trivium Preparatory Academy,90859,Banner Academy,7341,072144001,Reduced Lunch,*,*,*,*,*,*,*,*,
