year,mergecode,droprate
18,4260-5274,1.64
18,4260-5246,0.0
18,4260-5249,1.45
18,4260-5250,0.79
18,4260-5257,3.69
18,4260-5259,0.74
18,4260-5260,3.03
18,4260-5262,1.02
18,4260-5263,0.73
18,4260-5266,0.97
18,4260-5271,1.33
18,4260-5270,0.0
18,4504-6182,0.0
18,4512-6200,0.0
18,79990-79991,0.0
18,90036-90037,1.23
18,91937-92619,0.48
18,4394-5637,17.41
18,4394-5635,9.45
18,4236-89676,0.0
18,4236-4986,2.11
18,4236-4987,4.92
18,4236-91264,17.12
18,4170-4757,1.12
18,4170-4756,3.06
18,4193-4822,0.0
18,4193-4823,2.42
18,4261-5276,3.58
18,4154-4716,1.78
18,4154-4717,7.09
18,4387-5604,5.08
18,4387-5603,5.41
18,4485-6121,0.0
18,79379-91815,10.6
18,79379-79380,15.79
18,4213-4875,0.0
18,4385-5599,0.0
18,4499-6163,0.68
18,4499-6160,1.72
18,4499-6161,2.65
18,4499-6162,2.45
18,4499-85840,0.56
18,4499-92641,0.0
18,4509-6193,36.57
18,4507-6191,1.06
18,4507-89576,1.12
18,4507-6190,1.13
18,4507-80409,0.51
18,4507-6302,13.09
18,4507-6189,2.07
18,4507-91316,0.0
