LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
Scottsdale Unified District,4240,Anasazi Elementary,6009,070248128,Free Lunch Students,*,*,*,*,23,*,*,44
Scottsdale Unified District,4240,Anasazi Elementary,6009,070248128,Sped Students,*,*,*,*,42,*,*,61
Scottsdale Unified District,4240,Arcadia High School,5066,070248292,All Students,52,47,72,577,961,*,*,1737
Scottsdale Unified District,4240,Arcadia High School,5066,070248292,ELL Students,*,*,*,11,*,*,*,13
Scottsdale Unified District,4240,Arcadia High School,5066,070248292,Free Lunch Students,13,36,35,327,113,*,*,534
Scottsdale Unified District,4240,Arcadia High School,5066,070248292,Sped Students,*,*,*,46,46,*,*,103
Scottsdale Unified District,4240,Arcadia Neighborhood Learning Center,5046,070248108,All Students,11,12,19,171,228,*,*,453
Scottsdale Unified District,4240,Arcadia Neighborhood Learning Center,5046,070248108,ELL Students,*,*,*,34,*,*,*,36
Scottsdale Unified District,4240,Arcadia Neighborhood Learning Center,5046,070248108,Free Lunch Students,*,*,*,103,68,*,*,194
Scottsdale Unified District,4240,Arcadia Neighborhood Learning Center,5046,070248108,Sped Students,*,*,*,19,23,*,*,50
Scottsdale Unified District,4240,Chaparral High School,5069,070248295,All Students,119,*,50,158,1707,*,15,2066
Scottsdale Unified District,4240,Chaparral High School,5069,070248295,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Chaparral High School,5069,070248295,Free Lunch Students,*,*,*,21,67,*,*,107
Scottsdale Unified District,4240,Chaparral High School,5069,070248295,Sped Students,*,*,*,13,109,*,*,141
Scottsdale Unified District,4240,Cherokee Elementary School,5054,070248121,All Students,37,*,*,59,450,*,13,573
Scottsdale Unified District,4240,Cherokee Elementary School,5054,070248121,ELL Students,*,*,*,*,*,*,*,17
Scottsdale Unified District,4240,Cherokee Elementary School,5054,070248121,Free Lunch Students,*,*,*,*,23,*,*,37
Scottsdale Unified District,4240,Cherokee Elementary School,5054,070248121,Sped Students,*,*,*,*,51,*,*,64
Scottsdale Unified District,4240,Cheyenne Traditional School,5059,070248127,All Students,144,*,*,46,784,*,*,1001
Scottsdale Unified District,4240,Cheyenne Traditional School,5059,070248127,ELL Students,*,*,*,*,*,*,*,14
Scottsdale Unified District,4240,Cheyenne Traditional School,5059,070248127,Free Lunch Students,*,*,*,*,19,*,*,28
Scottsdale Unified District,4240,Cheyenne Traditional School,5059,070248127,Sped Students,*,*,*,*,39,*,*,46
Scottsdale Unified District,4240,Cochise Elementary School,5043,070248102,All Students,38,*,13,46,490,*,*,602
Scottsdale Unified District,4240,Cochise Elementary School,5043,070248102,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Cochise Elementary School,5043,070248102,Free Lunch Students,*,*,*,*,22,*,*,41
Scottsdale Unified District,4240,Cochise Elementary School,5043,070248102,Sped Students,*,*,*,*,57,*,*,77
Scottsdale Unified District,4240,Cocopah Middle School,5065,070248169,All Students,35,*,28,77,750,*,*,899
Scottsdale Unified District,4240,Cocopah Middle School,5065,070248169,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Cocopah Middle School,5065,070248169,Free Lunch Students,*,*,*,12,42,*,*,71
Scottsdale Unified District,4240,Cocopah Middle School,5065,070248169,Sped Students,*,*,*,*,53,*,*,71
Scottsdale Unified District,4240,Copper Ridge Elementary School,79639,070248130,All Students,44,*,18,72,966,*,16,1121
Scottsdale Unified District,4240,Copper Ridge Elementary School,79639,070248130,ELL Students,*,*,*,*,*,*,*,12
Scottsdale Unified District,4240,Copper Ridge Elementary School,79639,070248130,Free Lunch Students,*,*,*,*,23,*,*,33
Scottsdale Unified District,4240,Copper Ridge Elementary School,79639,070248130,Sped Students,*,*,*,*,85,*,*,96
Scottsdale Unified District,4240,Coronado High School,5067,070248293,All Students,29,81,77,584,262,*,*,1046
Scottsdale Unified District,4240,Coronado High School,5067,070248293,ELL Students,*,*,*,20,*,*,*,28
Scottsdale Unified District,4240,Coronado High School,5067,070248293,Free Lunch Students,11,64,50,433,117,*,*,686
Scottsdale Unified District,4240,Coronado High School,5067,070248293,Sped Students,*,27,13,87,59,*,*,187
Scottsdale Unified District,4240,Desert Canyon Elementary,6010,070248129,All Students,42,*,13,33,422,*,*,526
Scottsdale Unified District,4240,Desert Canyon Elementary,6010,070248129,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Desert Canyon Elementary,6010,070248129,Free Lunch Students,*,*,*,*,31,*,*,49
Scottsdale Unified District,4240,Desert Canyon Elementary,6010,070248129,Sped Students,*,*,*,*,45,*,*,53
Scottsdale Unified District,4240,Desert Canyon Middle School,5061,070248164,All Students,37,*,*,45,454,*,13,566
Scottsdale Unified District,4240,Desert Canyon Middle School,5061,070248164,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Desert Canyon Middle School,5061,070248164,Free Lunch Students,*,*,*,16,50,*,*,84
Scottsdale Unified District,4240,Desert Canyon Middle School,5061,070248164,Sped Students,*,*,*,*,37,*,*,50
Scottsdale Unified District,4240,Desert Mountain High School,5070,070248296,All Students,243,15,58,165,1764,*,*,2259
Scottsdale Unified District,4240,Desert Mountain High School,5070,070248296,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Desert Mountain High School,5070,070248296,Free Lunch Students,23,*,12,26,75,*,*,142
Scottsdale Unified District,4240,Desert Mountain High School,5070,070248296,Sped Students,19,*,*,15,159,*,*,203
Scottsdale Unified District,4240,Hohokam Traditional School,5051,070248114,All Students,*,36,35,212,182,*,11,487
Scottsdale Unified District,4240,Hohokam Traditional School,5051,070248114,ELL Students,*,*,*,16,*,*,*,19
Scottsdale Unified District,4240,Hohokam Traditional School,5051,070248114,Free Lunch Students,*,21,24,136,99,*,*,295
Scottsdale Unified District,4240,Hohokam Traditional School,5051,070248114,Sped Students,*,*,*,45,25,*,*,85
Scottsdale Unified District,4240,Hopi Elementary School,5049,070248112,All Students,29,*,22,98,660,*,20,842
Scottsdale Unified District,4240,Hopi Elementary School,5049,070248112,ELL Students,*,*,*,*,*,*,*,12
Scottsdale Unified District,4240,Hopi Elementary School,5049,070248112,Free Lunch Students,*,*,12,26,36,*,*,85
Scottsdale Unified District,4240,Hopi Elementary School,5049,070248112,Sped Students,*,*,*,*,58,*,*,67
Scottsdale Unified District,4240,Ingleside Middle School,5062,070248165,All Students,*,21,31,275,408,*,18,772
Scottsdale Unified District,4240,Ingleside Middle School,5062,070248165,ELL Students,*,*,*,15,*,*,*,20
Scottsdale Unified District,4240,Ingleside Middle School,5062,070248165,Free Lunch Students,*,17,19,183,79,*,*,314
Scottsdale Unified District,4240,Ingleside Middle School,5062,070248165,Sped Students,*,*,*,27,26,*,*,63
Scottsdale Unified District,4240,Kiva Elementary School,5045,070248107,All Students,22,*,20,53,376,*,*,487
Scottsdale Unified District,4240,Kiva Elementary School,5045,070248107,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Kiva Elementary School,5045,070248107,Free Lunch Students,*,*,*,13,46,*,*,72
Scottsdale Unified District,4240,Kiva Elementary School,5045,070248107,Sped Students,*,*,*,*,37,*,*,47
Scottsdale Unified District,4240,Laguna Elementary School,5055,070248123,All Students,53,*,*,47,492,*,*,612
Scottsdale Unified District,4240,Laguna Elementary School,5055,070248123,ELL Students,*,*,*,*,*,*,*,18
Scottsdale Unified District,4240,Laguna Elementary School,5055,070248123,Free Lunch Students,*,*,*,12,35,*,*,57
Scottsdale Unified District,4240,Laguna Elementary School,5055,070248123,Sped Students,*,*,*,*,62,*,*,76
Scottsdale Unified District,4240,Mohave Middle School,5064,070248167,All Students,37,32,35,140,548,*,*,816
Scottsdale Unified District,4240,Mohave Middle School,5064,070248167,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Mohave Middle School,5064,070248167,Free Lunch Students,13,19,21,78,133,*,*,274
Scottsdale Unified District,4240,Mohave Middle School,5064,070248167,Sped Students,*,*,*,15,55,*,*,85
Scottsdale Unified District,4240,Mountainside Middle School,5063,070248166,All Students,42,*,17,72,623,*,*,766
Scottsdale Unified District,4240,Mountainside Middle School,5063,070248166,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Mountainside Middle School,5063,070248166,Free Lunch Students,*,*,*,*,42,*,*,57
Scottsdale Unified District,4240,Mountainside Middle School,5063,070248166,Sped Students,*,*,*,*,49,*,*,59
Scottsdale Unified District,4240,Navajo Elementary School,5050,070248113,All Students,*,24,27,164,182,*,*,414
Scottsdale Unified District,4240,Navajo Elementary School,5050,070248113,ELL Students,*,*,*,38,*,*,*,42
Scottsdale Unified District,4240,Navajo Elementary School,5050,070248113,Free Lunch Students,*,12,16,112,67,*,*,212
Scottsdale Unified District,4240,Navajo Elementary School,5050,070248113,Sped Students,*,*,*,24,51,*,*,96
Scottsdale Unified District,4240,Pima Elementary School,5048,070248110,All Students,*,39,29,150,340,*,13,582
Scottsdale Unified District,4240,Pima Elementary School,5048,070248110,ELL Students,*,*,*,29,*,*,*,34
Scottsdale Unified District,4240,Pima Elementary School,5048,070248110,Free Lunch Students,*,26,21,94,88,*,*,239
Scottsdale Unified District,4240,Pima Elementary School,5048,070248110,Sped Students,*,*,*,17,39,*,*,66
Scottsdale Unified District,4240,Pueblo Elementary School,5053,070248120,All Students,16,*,17,118,384,*,15,563
Scottsdale Unified District,4240,Pueblo Elementary School,5053,070248120,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Pueblo Elementary School,5053,070248120,Free Lunch Students,*,*,*,37,54,*,*,104
Scottsdale Unified District,4240,Pueblo Elementary School,5053,070248120,Sped Students,*,*,*,*,12,*,*,23
Scottsdale Unified District,4240,Redfield Elementary School,5057,070248125,All Students,62,*,23,78,336,*,*,522
Scottsdale Unified District,4240,Redfield Elementary School,5057,070248125,ELL Students,*,*,*,*,*,*,*,19
Scottsdale Unified District,4240,Redfield Elementary School,5057,070248125,Free Lunch Students,*,*,*,27,50,*,*,90
Scottsdale Unified District,4240,Redfield Elementary School,5057,070248125,Sped Students,11,*,*,*,65,*,*,92
Scottsdale Unified District,4240,Saguaro High School,5068,070248294,All Students,58,40,44,255,916,*,*,1326
Scottsdale Unified District,4240,Saguaro High School,5068,070248294,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Saguaro High School,5068,070248294,Free Lunch Students,18,19,24,101,142,*,*,305
Scottsdale Unified District,4240,Saguaro High School,5068,070248294,Sped Students,*,*,*,31,93,*,*,140
Scottsdale Unified District,4240,Scottsdale Online Learning,91286,070248299,All Students,*,*,*,20,67,*,*,102
Scottsdale Unified District,4240,Scottsdale Online Learning,91286,070248299,ELL Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Scottsdale Online Learning,91286,070248299,Free Lunch Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Scottsdale Online Learning,91286,070248299,Sped Students,*,*,*,*,*,*,*,*
Scottsdale Unified District,4240,Sequoya Elementary School,5056,070248124,All Students,22,*,19,56,358,*,*,468
Scottsdale Unified District,4240,Sequoya Elementary School,5056,070248124,ELL Students,*,*,*,*,*,*,*,11
Scottsdale Unified District,4240,Sequoya Elementary School,5056,070248124,Free Lunch Students,*,*,*,17,30,*,*,56
Scottsdale Unified District,4240,Sequoya Elementary School,5056,070248124,Sped Students,*,*,*,12,38,*,*,55
Scottsdale Unified District,4240,Supai Middle School,5060,070248161,All Students,14,61,42,397,164,*,*,686
Scottsdale Unified District,4240,Supai Middle School,5060,070248161,ELL Students,*,*,*,36,*,*,*,39
Scottsdale Unified District,4240,Supai Middle School,5060,070248161,Free Lunch Students,*,44,25,292,87,*,*,465
Scottsdale Unified District,4240,Supai Middle School,5060,070248161,Sped Students,*,*,*,58,22,*,*,97
Scottsdale Unified District,4240,Tavan Elementary School,5044,070248103,All Students,16,32,73,399,203,*,*,741
Scottsdale Unified District,4240,Tavan Elementary School,5044,070248103,ELL Students,*,*,*,92,*,*,*,100
Scottsdale Unified District,4240,Tavan Elementary School,5044,070248103,Free Lunch Students,11,28,56,274,89,*,*,467
Scottsdale Unified District,4240,Tavan Elementary School,5044,070248103,Sped Students,*,*,*,32,27,*,*,72
Scottsdale Unified District,4240,Tonalea Elementary School,5047,070248109,All Students,*,13,31,229,88,*,*,370
Scottsdale Unified District,4240,Tonalea Elementary School,5047,070248109,ELL Students,*,*,*,58,*,*,*,61
Scottsdale Unified District,4240,Tonalea Elementary School,5047,070248109,Free Lunch Students,*,*,27,146,47,*,*,235
Scottsdale Unified District,4240,Tonalea Elementary School,5047,070248109,Sped Students,*,*,*,25,13,*,*,42
Scottsdale Unified District,4240,Yavapai Elementary School,5052,070248115,All Students,*,38,24,293,91,*,*,459
Scottsdale Unified District,4240,Yavapai Elementary School,5052,070248115,ELL Students,*,*,*,58,*,*,*,59
Scottsdale Unified District,4240,Yavapai Elementary School,5052,070248115,Free Lunch Students,*,31,17,217,45,*,*,319
Scottsdale Unified District,4240,Yavapai Elementary School,5052,070248115,Sped Students,*,*,*,39,*,*,*,60
"Sedona Charter School, Inc.",4492,,,           _,All Students,*,*,*,39,87,*,*,137
"Sedona Charter School, Inc.",4492,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Sedona Charter School, Inc.",4492,,,           _,Free Lunch Students,*,*,*,31,35,*,*,72
"Sedona Charter School, Inc.",4492,,,           _,Sped Students,*,*,*,*,*,*,*,*
"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,138708101,All Students,*,*,*,39,87,*,*,137
"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,138708101,ELL Students,*,*,*,*,*,*,*,*
"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,138708101,Free Lunch Students,*,*,*,31,35,*,*,72
"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,138708101,Sped Students,*,*,*,*,*,*,*,*
Sedona-Oak Creek JUSD #9,4467,,,           _,All Students,33,*,12,530,553,*,62,1199
Sedona-Oak Creek JUSD #9,4467,,,           _,ELL Students,*,*,*,93,*,*,*,103
Sedona-Oak Creek JUSD #9,4467,,,           _,Free Lunch Students,*,*,*,358,101,*,20,488
Sedona-Oak Creek JUSD #9,4467,,,           _,Sped Students,*,*,*,71,43,*,*,123
Sedona-Oak Creek JUSD #9,4467,Big Park Community School,6084,130209130,All Students,14,*,*,118,180,*,13,333
Sedona-Oak Creek JUSD #9,4467,Big Park Community School,6084,130209130,ELL Students,*,*,*,16,*,*,*,25
Sedona-Oak Creek JUSD #9,4467,Big Park Community School,6084,130209130,Free Lunch Students,*,*,*,72,24,*,*,103
Sedona-Oak Creek JUSD #9,4467,Big Park Community School,6084,130209130,Sped Students,*,*,*,*,11,*,*,24
Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,130209211,All Students,*,*,*,*,*,*,*,13
Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,130209211,ELL Students,*,*,*,*,*,*,*,*
Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,130209211,Free Lunch Students,*,*,*,*,*,*,*,*
Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,130209211,Sped Students,*,*,*,*,*,*,*,*
Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock High School,6085,130209210,All Students,15,*,*,153,261,*,35,471
Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock High School,6085,130209210,ELL Students,*,*,*,*,*,*,*,*
Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock High School,6085,130209210,Free Lunch Students,*,*,*,91,49,*,*,149
Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock High School,6085,130209210,Sped Students,*,*,*,30,20,*,*,54
Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,130209120,All Students,*,*,*,256,103,*,13,382
Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,130209120,ELL Students,*,*,*,74,*,*,*,75
Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,130209120,Free Lunch Students,*,*,*,195,28,*,*,236
Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,130209120,Sped Students,*,*,*,31,12,*,*,45
Self Development Charter School,79072,,,           _,All Students,31,*,24,99,282,*,14,461
Self Development Charter School,79072,,,           _,ELL Students,*,*,*,*,*,*,*,*
Self Development Charter School,79072,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Self Development Charter School,79072,,,           _,Sped Students,*,*,*,*,13,*,*,16
Self Development Charter School,79072,Self Development Charter School,79104,078796101,All Students,31,*,24,99,282,*,14,461
Self Development Charter School,79072,Self Development Charter School,79104,078796101,ELL Students,*,*,*,*,*,*,*,*
Self Development Charter School,79072,Self Development Charter School,79104,078796101,Free Lunch Students,*,*,*,*,*,*,*,*
Self Development Charter School,79072,Self Development Charter School,79104,078796101,Sped Students,*,*,*,*,13,*,*,16
Seligman Unified District,4472,,,           _,All Students,*,37,*,*,65,*,*,138
Seligman Unified District,4472,,,           _,ELL Students,*,*,*,*,*,*,*,*
Seligman Unified District,4472,,,           _,Free Lunch Students,*,23,*,*,46,*,*,94
Seligman Unified District,4472,,,           _,Sped Students,*,*,*,*,*,*,*,21
Seligman Unified District,4472,Seligman Elementary School,6104,130240101,All Students,*,20,*,*,43,*,*,84
Seligman Unified District,4472,Seligman Elementary School,6104,130240101,ELL Students,*,*,*,*,*,*,*,*
Seligman Unified District,4472,Seligman Elementary School,6104,130240101,Free Lunch Students,*,*,*,11,31,*,*,57
Seligman Unified District,4472,Seligman Elementary School,6104,130240101,Sped Students,*,*,*,*,*,*,*,*
Seligman Unified District,4472,Seligman High School,6105,130240202,All Students,*,17,*,*,22,*,*,54
Seligman Unified District,4472,Seligman High School,6105,130240202,ELL Students,*,*,*,*,*,*,*,*
Seligman Unified District,4472,Seligman High School,6105,130240202,Free Lunch Students,*,12,*,*,15,*,*,37
Seligman Unified District,4472,Seligman High School,6105,130240202,Sped Students,*,*,*,*,*,*,*,15
Sentinel Elementary District,4250,,,           _,All Students,*,*,*,17,20,*,*,37
Sentinel Elementary District,4250,,,           _,ELL Students,*,*,*,*,*,*,*,*
Sentinel Elementary District,4250,,,           _,Free Lunch Students,*,*,*,12,14,*,*,26
Sentinel Elementary District,4250,,,           _,Sped Students,*,*,*,*,*,*,*,*
Sentinel Elementary District,4250,Sentinel Elementary School,5188,070371101,All Students,*,*,*,17,20,*,*,37
Sentinel Elementary District,4250,Sentinel Elementary School,5188,070371101,ELL Students,*,*,*,*,*,*,*,*
Sentinel Elementary District,4250,Sentinel Elementary School,5188,070371101,Free Lunch Students,*,*,*,12,14,*,*,26
Sentinel Elementary District,4250,Sentinel Elementary School,5188,070371101,Sped Students,*,*,*,*,*,*,*,*
"Shonto Governing Board of Education, Inc.",6353,,,           _,All Students,*,*,*,*,*,*,*,67
"Shonto Governing Board of Education, Inc.",6353,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Shonto Governing Board of Education, Inc.",6353,,,           _,Free Lunch Students,*,*,*,*,*,*,*,67
"Shonto Governing Board of Education, Inc.",6353,,,           _,Sped Students,*,*,*,*,*,*,*,*
"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,098746001,All Students,*,*,*,*,*,*,*,67
"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,098746001,ELL Students,*,*,*,*,*,*,*,*
"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,098746001,Free Lunch Students,*,*,*,*,*,*,*,67
"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,098746001,Sped Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,,,           _,All Students,18,103,*,416,1828,*,48,2434
Show Low Unified District,4393,,,           _,ELL Students,*,*,*,34,*,*,*,42
Show Low Unified District,4393,,,           _,Free Lunch Students,*,81,11,318,974,*,27,1423
Show Low Unified District,4393,,,           _,Sped Students,*,21,*,41,220,*,*,290
Show Low Unified District,4393,Linden Elementary School,5628,090210116,All Students,*,*,*,17,166,*,*,192
Show Low Unified District,4393,Linden Elementary School,5628,090210116,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Linden Elementary School,5628,090210116,Free Lunch Students,*,*,*,13,80,*,*,96
Show Low Unified District,4393,Linden Elementary School,5628,090210116,Sped Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Nikolaus Homestead Elementary School,5627,090210115,All Students,*,19,*,72,243,*,*,348
Show Low Unified District,4393,Nikolaus Homestead Elementary School,5627,090210115,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Nikolaus Homestead Elementary School,5627,090210115,Free Lunch Students,*,18,*,55,187,*,*,270
Show Low Unified District,4393,Nikolaus Homestead Elementary School,5627,090210115,Sped Students,*,*,*,*,25,*,*,34
Show Low Unified District,4393,Show Low High School,5632,090210225,All Students,*,31,*,111,540,*,14,706
Show Low Unified District,4393,Show Low High School,5632,090210225,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Show Low High School,5632,090210225,Free Lunch Students,*,23,*,83,244,*,*,363
Show Low Unified District,4393,Show Low High School,5632,090210225,Sped Students,*,*,*,14,87,*,*,114
Show Low Unified District,4393,Show Low Junior High School,5631,090210120,All Students,*,24,*,97,437,*,12,581
Show Low Unified District,4393,Show Low Junior High School,5631,090210120,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Show Low Junior High School,5631,090210120,Free Lunch Students,*,21,*,80,231,*,*,347
Show Low Unified District,4393,Show Low Junior High School,5631,090210120,Sped Students,*,*,*,12,52,*,*,69
Show Low Unified District,4393,Show Low Preschool,7673,090210001,All Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Show Low Preschool,7673,090210001,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Show Low Preschool,7673,090210001,Free Lunch Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Show Low Preschool,7673,090210001,Sped Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,WMI ON LINE,91203,090210227,All Students,*,*,*,*,*,*,*,15
Show Low Unified District,4393,WMI ON LINE,91203,090210227,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,WMI ON LINE,91203,090210227,Free Lunch Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,WMI ON LINE,91203,090210227,Sped Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,Whipple Ranch Elementary School,5626,090210111,All Students,*,22,*,106,422,*,13,569
Show Low Unified District,4393,Whipple Ranch Elementary School,5626,090210111,ELL Students,*,*,*,20,*,*,*,23
Show Low Unified District,4393,Whipple Ranch Elementary School,5626,090210111,Free Lunch Students,*,14,*,83,226,*,*,335
Show Low Unified District,4393,Whipple Ranch Elementary School,5626,090210111,Sped Students,*,*,*,*,46,*,*,61
Show Low Unified District,4393,White Mountain Institute,79646,090210226,All Students,*,*,*,*,*,*,*,20
Show Low Unified District,4393,White Mountain Institute,79646,090210226,ELL Students,*,*,*,*,*,*,*,*
Show Low Unified District,4393,White Mountain Institute,79646,090210226,Free Lunch Students,*,*,*,*,*,*,*,11
Show Low Unified District,4393,White Mountain Institute,79646,090210226,Sped Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,,,           _,All Students,163,43,386,1999,2665,87,437,5780
Sierra Vista Unified District,4175,,,           _,ELL Students,*,*,*,60,*,*,*,77
Sierra Vista Unified District,4175,,,           _,Free Lunch Students,35,25,175,1087,852,29,170,2373
Sierra Vista Unified District,4175,,,           _,Sped Students,13,*,51,249,321,*,54,701
Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,020268110,All Students,11,*,36,142,212,*,39,452
Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,020268110,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,020268110,Free Lunch Students,*,*,19,77,103,*,24,229
Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,020268110,Sped Students,*,*,*,11,29,*,*,48
Sierra Vista Unified District,4175,Buena High School,4783,020268260,All Students,82,13,158,623,883,27,160,1946
Sierra Vista Unified District,4175,Buena High School,4783,020268260,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Buena High School,4783,020268260,Free Lunch Students,16,*,44,252,174,*,40,538
Sierra Vista Unified District,4175,Buena High School,4783,020268260,Sped Students,*,*,20,63,82,*,17,192
Sierra Vista Unified District,4175,Carmichael Elementary Preschool,92297,020268040,All Students,*,*,*,14,28,*,*,48
Sierra Vista Unified District,4175,Carmichael Elementary Preschool,92297,020268040,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Carmichael Elementary Preschool,92297,020268040,Free Lunch Students,*,*,*,14,28,*,*,48
Sierra Vista Unified District,4175,Carmichael Elementary Preschool,92297,020268040,Sped Students,*,*,*,13,23,*,*,40
Sierra Vista Unified District,4175,Carmichael Elementary School,4776,020268715,All Students,*,*,21,182,101,*,24,343
Sierra Vista Unified District,4175,Carmichael Elementary School,4776,020268715,ELL Students,*,*,*,*,*,*,*,17
Sierra Vista Unified District,4175,Carmichael Elementary School,4776,020268715,Free Lunch Students,*,*,21,182,101,*,24,343
Sierra Vista Unified District,4175,Carmichael Elementary School,4776,020268715,Sped Students,*,*,*,23,*,*,*,37
Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,020268720,All Students,12,*,27,171,362,*,44,625
Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,020268720,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,020268720,Free Lunch Students,*,*,11,72,84,*,*,182
Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,020268720,Sped Students,*,*,*,21,31,*,*,59
Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,020268150,All Students,18,*,50,269,352,*,53,766
Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,020268150,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,020268150,Free Lunch Students,*,*,20,152,110,*,24,321
Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,020268150,Sped Students,*,*,*,31,48,*,*,99
Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,020268725,All Students,12,*,34,244,298,16,43,647
Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,020268725,ELL Students,*,*,*,*,*,*,*,12
Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,020268725,Free Lunch Students,*,*,23,121,87,*,12,249
Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,020268725,Sped Students,*,*,*,26,28,*,*,66
Sierra Vista Unified District,4175,Town & Country Elementary School,4779,020268130,All Students,*,*,31,162,169,*,32,416
Sierra Vista Unified District,4175,Town & Country Elementary School,4779,020268130,ELL Students,*,*,*,*,*,*,*,*
Sierra Vista Unified District,4175,Town & Country Elementary School,4779,020268130,Free Lunch Students,*,*,19,101,69,*,17,215
Sierra Vista Unified District,4175,Town & Country Elementary School,4779,020268130,Sped Students,*,*,*,36,31,*,*,82
Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,020268135,All Students,13,*,27,192,260,*,39,537
Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,020268135,ELL Students,*,*,*,*,*,*,*,14
Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,020268135,Free Lunch Students,*,*,16,116,96,*,17,248
