LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
Douglas Unified District,4174,Clawson School,4765,020227102,Sped Students,*,*,*,*,*,*,*,25
Douglas Unified District,4174,Douglas High School,4773,020227210,All Students,*,*,*,1278,27,*,*,1323
Douglas Unified District,4174,Douglas High School,4773,020227210,ELL Students,*,*,*,34,*,*,*,36
Douglas Unified District,4174,Douglas High School,4773,020227210,Free Lunch Students,*,*,*,1004,14,*,*,1029
Douglas Unified District,4174,Douglas High School,4773,020227210,Sped Students,*,*,*,84,*,*,*,88
Douglas Unified District,4174,Early Learning Center,4764,020227101,All Students,*,*,*,74,*,*,*,82
Douglas Unified District,4174,Early Learning Center,4764,020227101,ELL Students,*,*,*,*,*,*,*,*
Douglas Unified District,4174,Early Learning Center,4764,020227101,Free Lunch Students,*,*,*,28,*,*,*,30
Douglas Unified District,4174,Early Learning Center,4764,020227101,Sped Students,*,*,*,11,*,*,*,14
Douglas Unified District,4174,Faras Elementary School,4767,020227105,All Students,*,*,*,179,*,*,*,183
Douglas Unified District,4174,Faras Elementary School,4767,020227105,ELL Students,*,*,*,*,*,*,*,56
Douglas Unified District,4174,Faras Elementary School,4767,020227105,Free Lunch Students,*,*,*,153,*,*,*,155
Douglas Unified District,4174,Faras Elementary School,4767,020227105,Sped Students,*,*,*,*,*,*,*,13
Douglas Unified District,4174,Joe Carlson Elementary School,4766,020227104,All Students,*,*,*,325,*,*,*,337
Douglas Unified District,4174,Joe Carlson Elementary School,4766,020227104,ELL Students,*,*,*,*,*,*,*,97
Douglas Unified District,4174,Joe Carlson Elementary School,4766,020227104,Free Lunch Students,*,*,*,283,*,*,*,291
Douglas Unified District,4174,Joe Carlson Elementary School,4766,020227104,Sped Students,*,*,*,22,*,*,*,26
Douglas Unified District,4174,Paul H Huber Jr High School,4771,020227109,All Students,*,*,*,418,*,*,*,437
Douglas Unified District,4174,Paul H Huber Jr High School,4771,020227109,ELL Students,*,*,*,*,*,*,*,23
Douglas Unified District,4174,Paul H Huber Jr High School,4771,020227109,Free Lunch Students,*,*,*,324,*,*,*,330
Douglas Unified District,4174,Paul H Huber Jr High School,4771,020227109,Sped Students,*,*,*,22,*,*,*,24
Douglas Unified District,4174,Ray Borane Middle School,4770,020227108,All Students,*,*,*,446,*,*,*,454
Douglas Unified District,4174,Ray Borane Middle School,4770,020227108,ELL Students,*,*,*,*,*,*,*,83
Douglas Unified District,4174,Ray Borane Middle School,4770,020227108,Free Lunch Students,*,*,*,391,*,*,*,396
Douglas Unified District,4174,Ray Borane Middle School,4770,020227108,Sped Students,*,*,*,25,*,*,*,26
Douglas Unified District,4174,Sarah Marley School,4768,020227106,All Students,*,*,*,245,*,*,*,247
Douglas Unified District,4174,Sarah Marley School,4768,020227106,ELL Students,*,*,*,*,*,*,*,108
Douglas Unified District,4174,Sarah Marley School,4768,020227106,Free Lunch Students,*,*,*,233,*,*,*,235
Douglas Unified District,4174,Sarah Marley School,4768,020227106,Sped Students,*,*,*,*,*,*,*,21
Douglas Unified District,4174,Stevenson Elementary School,4769,020227107,All Students,*,*,*,470,*,*,*,486
Douglas Unified District,4174,Stevenson Elementary School,4769,020227107,ELL Students,*,*,*,*,*,*,*,108
Douglas Unified District,4174,Stevenson Elementary School,4769,020227107,Free Lunch Students,*,*,*,349,*,*,*,357
Douglas Unified District,4174,Stevenson Elementary School,4769,020227107,Sped Students,*,*,*,21,*,*,*,24
Duncan Unified District,4228,,,           _,All Students,*,*,*,95,278,*,*,382
Duncan Unified District,4228,,,           _,ELL Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,,,           _,Free Lunch Students,*,*,*,57,161,*,*,225
Duncan Unified District,4228,,,           _,Sped Students,*,*,*,20,46,*,*,69
Duncan Unified District,4228,Duncan Elementary,4902,060202102,All Students,*,*,*,63,200,*,*,267
Duncan Unified District,4228,Duncan Elementary,4902,060202102,ELL Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,Duncan Elementary,4902,060202102,Free Lunch Students,*,*,*,41,133,*,*,178
Duncan Unified District,4228,Duncan Elementary,4902,060202102,Sped Students,*,*,*,14,29,*,*,44
Duncan Unified District,4228,Duncan High School,4903,060202203,All Students,*,*,*,31,78,*,*,114
Duncan Unified District,4228,Duncan High School,4903,060202203,ELL Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,Duncan High School,4903,060202203,Free Lunch Students,*,*,*,15,28,*,*,46
Duncan Unified District,4228,Duncan High School,4903,060202203,Sped Students,*,*,*,*,17,*,*,25
Duncan Unified District,4228,West Point Elementary School,79632,070289708,All Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,West Point Elementary School,79632,070289708,ELL Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,West Point Elementary School,79632,070289708,Free Lunch Students,*,*,*,*,*,*,*,*
Duncan Unified District,4228,West Point Elementary School,79632,070289708,Sped Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,,,           _,All Students,581,229,2011,9707,13021,82,1081,26712
Dysart Unified District,4243,,,           _,ELL Students,37,*,18,588,63,*,*,708
Dysart Unified District,4243,,,           _,Free Lunch Students,201,139,1274,6349,4329,40,495,12827
Dysart Unified District,4243,,,           _,Sped Students,46,*,315,1391,1722,*,149,3668
Dysart Unified District,4243,Ashton Ranch Elementary School,81111,070289111,All Students,21,*,57,303,588,*,53,1034
Dysart Unified District,4243,Ashton Ranch Elementary School,81111,070289111,ELL Students,*,*,*,13,*,*,*,23
Dysart Unified District,4243,Ashton Ranch Elementary School,81111,070289111,Free Lunch Students,*,*,35,172,214,*,24,457
Dysart Unified District,4243,Ashton Ranch Elementary School,81111,070289111,Sped Students,*,*,12,42,82,*,*,148
Dysart Unified District,4243,Canyon Ridge School,89600,070289724,All Students,32,*,49,204,673,*,40,1010
Dysart Unified District,4243,Canyon Ridge School,89600,070289724,ELL Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Canyon Ridge School,89600,070289724,Free Lunch Students,*,*,28,77,147,*,*,275
Dysart Unified District,4243,Canyon Ridge School,89600,070289724,Sped Students,*,*,*,23,87,*,*,126
Dysart Unified District,4243,Cimarron Springs Elementary,81112,070289112,All Students,*,*,80,216,616,*,28,963
Dysart Unified District,4243,Cimarron Springs Elementary,81112,070289112,ELL Students,*,*,*,*,*,*,*,14
Dysart Unified District,4243,Cimarron Springs Elementary,81112,070289112,Free Lunch Students,*,*,42,120,188,*,*,366
Dysart Unified District,4243,Cimarron Springs Elementary,81112,070289112,Sped Students,*,*,13,33,78,*,*,132
Dysart Unified District,4243,Countryside Elementary School,80052,070289709,All Students,17,*,53,266,576,*,46,974
Dysart Unified District,4243,Countryside Elementary School,80052,070289709,ELL Students,*,*,*,*,*,*,*,11
Dysart Unified District,4243,Countryside Elementary School,80052,070289709,Free Lunch Students,*,*,33,148,193,*,18,408
Dysart Unified District,4243,Countryside Elementary School,80052,070289709,Sped Students,*,*,16,50,89,*,*,168
Dysart Unified District,4243,Dysart Elementary School,5128,070289101,All Students,*,15,79,607,356,*,37,1111
Dysart Unified District,4243,Dysart Elementary School,5128,070289101,ELL Students,*,*,*,48,*,*,*,50
Dysart Unified District,4243,Dysart Elementary School,5128,070289101,Free Lunch Students,*,*,60,445,206,*,20,751
Dysart Unified District,4243,Dysart Elementary School,5128,070289101,Sped Students,*,*,12,86,59,*,*,167
Dysart Unified District,4243,Dysart High School,5133,070289205,All Students,51,*,131,883,461,*,39,1602
Dysart Unified District,4243,Dysart High School,5133,070289205,ELL Students,*,*,*,20,*,*,*,28
Dysart Unified District,4243,Dysart High School,5133,070289205,Free Lunch Students,22,*,94,625,231,*,20,1017
Dysart Unified District,4243,Dysart High School,5133,070289205,Sped Students,*,*,21,89,72,*,*,197
Dysart Unified District,4243,Dysart iSchool,90875,070289206,All Students,*,*,*,*,*,*,*,16
Dysart Unified District,4243,Dysart iSchool,90875,070289206,ELL Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Dysart iSchool,90875,070289206,Free Lunch Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Dysart iSchool,90875,070289206,Sped Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,El Mirage School,5129,070289102,All Students,*,*,43,791,74,*,*,927
Dysart Unified District,4243,El Mirage School,5129,070289102,ELL Students,*,*,*,128,*,*,*,142
Dysart Unified District,4243,El Mirage School,5129,070289102,Free Lunch Students,*,*,43,791,74,*,*,927
Dysart Unified District,4243,El Mirage School,5129,070289102,Sped Students,*,*,*,130,15,*,*,157
Dysart Unified District,4243,Kingswood Elementary School,5132,070289106,All Students,12,*,58,244,349,*,34,704
Dysart Unified District,4243,Kingswood Elementary School,5132,070289106,ELL Students,*,*,*,16,*,*,*,18
Dysart Unified District,4243,Kingswood Elementary School,5132,070289106,Free Lunch Students,*,*,47,199,196,*,18,476
Dysart Unified District,4243,Kingswood Elementary School,5132,070289106,Sped Students,*,*,*,41,56,*,*,110
Dysart Unified District,4243,Luke Elementary School,5130,070289703,All Students,20,*,85,286,243,*,58,713
Dysart Unified District,4243,Luke Elementary School,5130,070289703,ELL Students,*,*,*,23,*,*,*,33
Dysart Unified District,4243,Luke Elementary School,5130,070289703,Free Lunch Students,12,*,65,234,134,*,38,494
Dysart Unified District,4243,Luke Elementary School,5130,070289703,Sped Students,*,*,18,51,34,*,*,115
Dysart Unified District,4243,Marley Park Elementary,84683,070289116,All Students,46,*,73,243,733,*,55,1155
Dysart Unified District,4243,Marley Park Elementary,84683,070289116,ELL Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Marley Park Elementary,84683,070289116,Free Lunch Students,15,*,38,111,137,*,18,320
Dysart Unified District,4243,Marley Park Elementary,84683,070289116,Sped Students,*,*,13,31,89,*,*,143
Dysart Unified District,4243,Mountain View,89604,070289123,All Students,21,*,51,305,704,*,49,1139
Dysart Unified District,4243,Mountain View,89604,070289123,ELL Students,*,*,*,14,*,*,*,16
Dysart Unified District,4243,Mountain View,89604,070289123,Free Lunch Students,*,*,20,122,162,*,12,328
Dysart Unified District,4243,Mountain View,89604,070289123,Sped Students,*,*,11,41,85,*,11,154
Dysart Unified District,4243,Parkview Elementary,88416,070289122,All Students,*,*,90,301,442,*,58,919
Dysart Unified District,4243,Parkview Elementary,88416,070289122,ELL Students,*,*,*,14,*,*,*,20
Dysart Unified District,4243,Parkview Elementary,88416,070289122,Free Lunch Students,*,*,62,194,187,*,40,500
Dysart Unified District,4243,Parkview Elementary,88416,070289122,Sped Students,*,*,18,39,87,*,*,157
Dysart Unified District,4243,Rancho Gabriela,87621,070289119,All Students,28,*,72,336,678,*,53,1171
Dysart Unified District,4243,Rancho Gabriela,87621,070289119,ELL Students,*,*,*,12,*,*,*,17
Dysart Unified District,4243,Rancho Gabriela,87621,070289119,Free Lunch Students,11,*,36,153,174,*,15,390
Dysart Unified District,4243,Rancho Gabriela,87621,070289119,Sped Students,*,*,*,68,105,*,12,200
Dysart Unified District,4243,Riverview School,89821,070289127,All Students,*,17,88,644,216,*,52,1029
Dysart Unified District,4243,Riverview School,89821,070289127,ELL Students,*,*,*,48,*,*,*,50
Dysart Unified District,4243,Riverview School,89821,070289127,Free Lunch Students,*,15,75,529,141,*,36,804
Dysart Unified District,4243,Riverview School,89821,070289127,Sped Students,*,*,17,119,46,*,*,194
Dysart Unified District,4243,Shadow Ridge High School,90134,070289225,All Students,58,*,159,406,1050,*,45,1734
Dysart Unified District,4243,Shadow Ridge High School,90134,070289225,ELL Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Shadow Ridge High School,90134,070289225,Free Lunch Students,*,*,68,146,215,*,14,452
Dysart Unified District,4243,Shadow Ridge High School,90134,070289225,Sped Students,*,*,*,37,87,*,*,139
Dysart Unified District,4243,Sonoran Heights Elementary,88414,070289120,All Students,42,*,60,226,594,*,44,972
Dysart Unified District,4243,Sonoran Heights Elementary,88414,070289120,ELL Students,*,*,*,*,*,*,*,12
Dysart Unified District,4243,Sonoran Heights Elementary,88414,070289120,Free Lunch Students,*,*,22,79,106,*,14,229
Dysart Unified District,4243,Sonoran Heights Elementary,88414,070289120,Sped Students,*,*,*,31,67,*,*,117
Dysart Unified District,4243,Sunset Hills Elementary,87620,070289118,All Students,22,*,54,283,792,*,55,1218
Dysart Unified District,4243,Sunset Hills Elementary,87620,070289118,ELL Students,*,*,*,13,*,*,*,18
Dysart Unified District,4243,Sunset Hills Elementary,87620,070289118,Free Lunch Students,*,*,30,126,196,*,16,377
Dysart Unified District,4243,Sunset Hills Elementary,87620,070289118,Sped Students,*,*,*,35,105,*,*,152
Dysart Unified District,4243,Surprise Elementary School,5131,070289104,All Students,*,*,92,553,244,*,30,940
Dysart Unified District,4243,Surprise Elementary School,5131,070289104,ELL Students,*,*,*,60,*,*,*,68
Dysart Unified District,4243,Surprise Elementary School,5131,070289104,Free Lunch Students,*,*,70,444,159,*,18,701
Dysart Unified District,4243,Surprise Elementary School,5131,070289104,Sped Students,*,*,15,92,44,*,*,159
Dysart Unified District,4243,Thompson Ranch Elementary,84684,070289117,All Students,*,*,91,679,209,*,28,1015
Dysart Unified District,4243,Thompson Ranch Elementary,84684,070289117,ELL Students,*,*,*,105,*,*,*,113
Dysart Unified District,4243,Thompson Ranch Elementary,84684,070289117,Free Lunch Students,*,*,77,560,148,*,17,807
Dysart Unified District,4243,Thompson Ranch Elementary,84684,070289117,Sped Students,*,*,13,94,45,*,*,157
Dysart Unified District,4243,Valley Vista High School,88417,070289220,All Students,36,*,219,936,1118,*,115,2453
Dysart Unified District,4243,Valley Vista High School,88417,070289220,ELL Students,*,*,*,22,*,*,*,25
Dysart Unified District,4243,Valley Vista High School,88417,070289220,Free Lunch Students,18,*,151,582,400,*,67,1238
Dysart Unified District,4243,Valley Vista High School,88417,070289220,Sped Students,*,*,31,119,106,*,*,274
Dysart Unified District,4243,West Point Elementary School,79632,070289708,All Students,*,*,47,292,478,*,35,869
Dysart Unified District,4243,West Point Elementary School,79632,070289708,ELL Students,*,*,*,*,*,*,*,13
Dysart Unified District,4243,West Point Elementary School,79632,070289708,Free Lunch Students,*,*,34,170,197,*,20,427
Dysart Unified District,4243,West Point Elementary School,79632,070289708,Sped Students,*,*,*,48,65,*,*,124
Dysart Unified District,4243,Western Peaks Elementary,88415,070289121,All Students,31,*,109,237,685,*,38,1110
Dysart Unified District,4243,Western Peaks Elementary,88415,070289121,ELL Students,*,*,*,*,*,*,*,14
Dysart Unified District,4243,Western Peaks Elementary,88415,070289121,Free Lunch Students,*,*,54,100,219,*,20,407
Dysart Unified District,4243,Western Peaks Elementary,88415,070289121,Sped Students,*,*,26,51,123,*,*,210
Dysart Unified District,4243,Willow Canyon High School,81113,070289210,All Students,65,*,171,461,1133,*,80,1934
Dysart Unified District,4243,Willow Canyon High School,81113,070289210,ELL Students,*,*,*,*,*,*,*,*
Dysart Unified District,4243,Willow Canyon High School,81113,070289210,Free Lunch Students,22,*,90,221,304,*,26,674
Dysart Unified District,4243,Willow Canyon High School,81113,070289210,Sped Students,*,*,24,41,96,*,*,168
"E-Institute Charter Schools, Inc.",79059,,,           _,All Students,*,13,52,358,348,*,21,800
"E-Institute Charter Schools, Inc.",79059,,,           _,ELL Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,,,           _,Free Lunch Students,*,*,20,143,129,*,*,311
"E-Institute Charter Schools, Inc.",79059,,,           _,Sped Students,*,*,*,33,30,*,*,68
"E-Institute Charter Schools, Inc.",79059,E-Institute at Avondale,91199,078911207,All Students,*,*,*,42,*,*,*,56
"E-Institute Charter Schools, Inc.",79059,E-Institute at Avondale,91199,078911207,ELL Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,E-Institute at Avondale,91199,078911207,Free Lunch Students,*,*,*,16,*,*,*,19
"E-Institute Charter Schools, Inc.",79059,E-Institute at Avondale,91199,078911207,Sped Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,E-Institute at Buckeye,90768,078911205,All Students,*,*,*,54,18,*,*,77
"E-Institute Charter Schools, Inc.",79059,E-Institute at Buckeye,90768,078911205,ELL Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,E-Institute at Buckeye,90768,078911205,Free Lunch Students,*,*,*,16,*,*,*,29
"E-Institute Charter Schools, Inc.",79059,E-Institute at Buckeye,90768,078911205,Sped Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,E-Institute at Grovers,90389,078911204,All Students,*,*,*,*,24,*,*,32
"E-Institute Charter Schools, Inc.",79059,E-Institute at Grovers,90389,078911204,ELL Students,*,*,*,*,*,*,*,*
"E-Institute Charter Schools, Inc.",79059,E-Institute at Grovers,90389,078911204,Free Lunch Students,*,*,*,*,*,*,*,*
