,schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout,year
3363,480723220260004,214,92.1,1.4,3.3,17.3,0.5,2019
3366,480723230260004,1273,70.4,6.1,3.9,12.8,1.3,2019
3374,480723250260005,208,74.5,9.6,7.2,56.3,7.3,2019
3376,480723260260005,404,89.4,2.0,5.0,31.7,2.4,2019
3378,480723270260008,252,92.9,0.8,3.2,29.4,2.6,2019
3383,490810300170001,1677,54.0,14.3,24.7,59.8,4.9,2019
3392,490810400220001,2082,55.3,8.5,27.8,47.3,2.6,2019
3406,490810410250001,1594,45.9,30.9,13.4,58.5,7.5,2019
3419,490811000260001,334,94.0,0.3,5.1,2.7,1.2,2019
3422,490812000260001,438,90.6,1.6,4.6,20.1,3.7,2019
3427,490813000260001,360,96.1,0.3,2.2,20.6,2.3,2019
3432,500820090260003,274,72.3,16.1,1.1,42.3,5.0,2019
3434,500820190260001,1086,72.1,12.7,7.6,21.5,5.6,2019
3440,500820400260001,250,93.6,0.4,1.2,59.6,2.2,2019
3442,500820600260003,148,95.3,2.7,0.7,31.8,1.8,2019
3447,500820770160001,654,95.0,0.5,1.7,14.1,1.9,2019
3487,500821870260011,772,5.2,90.5,1.8,91.2,11.8,2019
3497,500821880220001,38,0.0,94.7,0.0,100.0,10.4,2019
3500,50082189022001C,113,0.9,96.5,0.9,97.3,4.9,2019
3501,500821890220043,1089,0.8,98.1,0.6,97.2,9.9,2019
3510,500821960260001,264,88.3,2.3,2.3,51.5,9.5,2019
3513,500822010170001,2392,46.3,40.1,4.7,44.5,4.8,2019
3514,500822010170002,2159,52.3,38.8,3.9,49.1,3.9,2019
3515,500822030170001,2401,64.8,19.3,5.6,23.6,2.2,2019
3516,510652000260001,109,94.5,0.0,0.9,41.3,8.5,2019
3518,510652020260001,469,93.6,1.3,0.9,37.7,4.6,2019
3521,510652130260001,321,97.2,0.3,0.6,25.2,3.2,2019
3525,510840010260001,150,92.7,2.0,0.7,34.7,2.6,2019
3528,51084003A260001,801,92.8,1.6,0.9,11.1,1.9,2019
3533,510840050260001,1395,78.6,5.2,4.5,19.1,2.9,2019
3539,510840080260001,420,91.7,2.1,2.1,12.6,3.6,2019
3542,510840100260001,414,95.2,0.5,1.0,32.1,3.1,2019
3546,510840110260001,255,94.9,1.6,0.0,30.2,3.7,2019
3548,510840140260001,403,91.6,2.5,1.2,48.1,4.8,2019
3551,510840150260001,447,94.2,1.6,0.9,11.2,0.2,2019
3554,510840160260001,273,93.8,0.4,0.7,27.5,2.1,2019
3557,510841860250001,1132,48.6,38.4,2.4,63.4,11.7,2019
3558,510841860250002,1477,53.2,28.0,4.3,31.7,4.4,2019
3559,510841860250003,1229,36.9,51.1,2.8,56.4,6.0,2019
3585,510841860252045,237,32.1,51.9,4.2,82.3,4.0,2019
3589,530601260260001,266,96.6,0.0,0.0,38.0,5.4,2019
3592,530601890260001,179,92.7,0.0,2.2,49.2,6.2,2019
3596,530601910260001,319,95.9,1.6,1.6,48.3,5.1,2019
3631,530903030160002,1821,91.1,0.7,3.0,44.9,5.0,2019
3632,530903080160001,1366,90.4,0.6,3.5,21.5,2.8,2019
3633,530903090160001,974,85.0,2.6,6.0,49.1,3.7,2019
3635,530907010260001,341,95.6,0.6,2.1,22.0,2.0,2019
3638,530907020260001,336,91.7,1.5,3.9,13.1,2.0,2019
3641,530907030260001,141,93.6,2.1,3.5,26.2,5.8,2019
3644,530907090260006,959,90.4,1.8,3.3,14.3,1.6,2019
3652,531020060260001,326,85.3,0.6,5.2,37.4,3.7,2019
3656,531020110260001,368,90.2,1.4,5.2,29.9,3.1,2019
3660,531020210260001,145,92.4,0.7,3.4,50.3,2.8,2019
3662,531020600260001,163,98.2,0.0,0.6,21.5,2.8,2019
3667,531021220170001,990,91.8,1.1,2.5,16.1,2.1,2019
3668,531021400260001,469,94.9,0.2,2.6,16.0,3.3,2019
3675,540920020260004,374,90.4,0.3,4.5,53.5,5.3,2019
3678,540920040260004,285,87.4,3.5,1.1,56.8,5.6,2019
3683,540920110260005,328,79.3,1.2,15.9,96.6,6.5,2019
3688,540920760260001,303,85.1,2.3,5.9,35.3,1.8,2019
3691,540921180240022,1412,44.2,37.2,9.6,65.0,11.7,2019
3701,540922250170001,134,94.0,1.5,0.7,38.8,2.2,2019
3702,540925120260001,261,96.9,0.4,1.9,37.9,1.8,2019
3784,56099200U260001,352,77.0,4.0,16.5,24.7,2.4,2019
3787,56099201U260001,1432,18.2,65.9,12.0,66.6,4.2,2019
3795,560992020220001,2069,56.4,9.7,26.4,30.7,3.0,2019
3796,560992020220002,2428,55.4,11.7,27.1,26.7,2.8,2019
3797,560992020220003,2328,66.0,7.2,13.2,14.4,1.8,2019
3798,560992020220004,2240,43.9,15.3,26.5,28.0,1.5,2019
3825,560992040170001,3275,14.9,18.3,63.3,72.9,8.0,2019
3826,560992040170003,3291,35.3,21.8,38.3,47.8,5.9,2019
3827,560992050170001,3757,70.7,5.6,19.1,15.9,2.0,2019
3828,56099207U260001,476,86.1,0.6,10.1,20.6,2.6,2019
3833,56099209U260001,419,90.9,0.0,3.8,39.9,2.4,2019
3837,560992100160001,2059,85.4,1.5,9.4,7.5,1.0,2019
3838,560992100160002,2835,76.0,7.3,10.3,5.7,1.1,2019
3839,560992100160004,1915,83.2,1.6,11.9,7.6,0.6,2019
3840,56099255U260001,473,88.2,0.2,6.3,33.4,1.2,2019
3843,56099365U260007,3445,20.1,26.2,41.5,58.5,4.8,2019
3844,56099365U260008,1869,33.9,12.5,45.9,57.7,3.7,2019
1,010010010260001,241,96.3,0.0,0.0,36.9,4.6,2021
4,010010020260001,270,95.2,0.0,0.0,22.2,2.2,2021
7,010010030260001,257,96.9,0.0,0.0,39.3,2.7,2021
12,010010040260001,176,96.6,0.0,0.0,34.7,3.4,2021
16,010011720220003,1852,79.9,6.9,3.3,46.1,5.5,2021
25,010050010260001,216,96.8,0.0,0.0,35.6,5.1,2021
29,010090150260007,837,32.1,10.8,54.1,70.3,5.7,2021
33,010090640260003,142,90.8,0.0,0.0,50.0,10.5,2021
36,010092620260002,123,98.4,0.0,0.0,46.3,2.3,2021
40,010690010260001,169,95.9,0.0,0.0,27.2,1.1,2021
44,010690060260001,145,94.5,0.0,0.0,44.1,1.9,2021
47,010690110260001,47,95.7,0.0,0.0,63.8,9.6,2021
51,010690270260001,190,93.2,0.0,0.0,32.1,1.8,2021
54,010691170220014,916,77.6,8.8,3.4,47.4,8.2,2021
64,010750030260002,93,98.9,0.0,0.0,59.1,5.5,2021
67,010750040260002,95,100.0,0.0,0.0,0.0,7.5,2021
71,010750100260009,323,97.8,0.0,0.0,38.1,5.8,2021
75,010750120260001,124,96.8,0.0,0.0,50.8,6.5,2021
79,010860010260001,165,97.6,0.0,0.0,46.1,2.8,2021
82,010860020260001,73,91.8,0.0,0.0,54.8,0.0,2021
86,030030010260001,111,90.1,0.0,0.0,55.0,2.6,2021
90,030030020260001,547,90.7,0.0,0.0,43.3,2.7,2021
97,030110010260002,89,93.3,0.0,0.0,43.8,1.1,2021
101,030110030260006,761,93.2,0.0,1.7,41.0,1.7,2021
106,030110040260002,76,97.4,0.0,0.0,42.1,4.0,2021
110,030110080260006,394,94.2,0.0,0.0,50.0,6.5,2021
115,030110140240001,141,91.5,0.0,0.0,57.4,1.2,2021
118,030250100260001,245,95.9,0.0,0.0,44.5,2.2,2021
121,030250200260001,161,94.4,0.0,0.0,98.8,4.0,2021
124,030250300260001,211,96.7,0.0,0.0,18.5,2.2,2021
127,030250400260001,742,88.5,0.0,5.1,32.6,5.0,2021
133,030250500260001,326,98.5,0.0,0.0,8.6,0.6,2021
137,030262010260003,75,97.3,0.0,0.0,48.0,4.8,2021
141,030262020260002,121,92.6,0.0,0.0,42.1,4.1,2021
145,030262030260001,397,95.5,0.0,0.0,54.2,3.5,2021
149,030262040260002,230,98.3,0.0,0.0,55.7,0.7,2021
152,030680020260001,140,94.3,0.0,0.0,42.9,1.4,2021
157,030680030260001,452,93.6,0.0,2.4,39.2,3.1,2021
162,030680120260001,415,90.8,0.0,4.1,51.6,4.5,2021
169,030680220260001,298,95.3,0.0,0.0,37.9,1.7,2021
172,040041000260001,1245,45.5,2.2,48.0,43.2,3.7,2021
173,040041000260002,1418,63.4,3.9,28.8,28.2,2.5,2021
183,040042000260003,469,62.7,0.0,27.5,36.9,3.8,2021
190,041011220220002,1953,69.6,5.9,14.5,45.4,3.7,2021
216,041012050250001,1756,28.2,40.8,19.3,57.8,14.3,2021
217,041012050250002,1520,29.0,28.0,29.7,62.9,10.6,2021
218,041012050250003,1805,39.7,24.2,23.5,46.7,5.9,2021
219,041012050250004,1793,20.6,18.9,52.7,61.0,9.7,2021
229,04101205025201C,237,17.3,46.8,30.8,27.0,3.2,2021
261,041012070160001,1937,81.8,1.8,10.0,20.8,1.1,2021
263,041013200260001,235,55.3,4.3,30.6,63.4,5.8,2021
269,041013210260001,279,88.9,0.0,6.5,25.1,2.8,2021
273,041013220260001,185,93.5,0.0,0.0,24.3,3.7,2021
277,041013230260001,397,84.9,3.0,6.8,20.7,5.1,2021
508,050162020170001,3621,45.6,25.1,19.4,32.5,1.4,2021
510,050162030170001,2998,78.0,0.4,6.9,3.9,0.3,2021
511,050162030170002,973,76.2,0.0,7.6,2.1,0.7,2021
513,050162070170001,1834,40.0,4.5,21.3,27.5,0.8,2021
514,050162070170003,2356,85.8,0.6,8.3,5.2,0.9,2021
515,050162070170004,1969,42.0,3.5,42.1,23.1,1.0,2021
517,050162110170001,2375,45.9,3.6,18.2,26.8,0.7,2021
518,050162110170002,2583,50.8,3.1,10.3,16.6,0.9,2021
519,050162110170003,2569,36.5,5.2,47.5,56.2,1.7,2021
520,050162110170004,2187,47.4,5.6,24.6,33.7,0.6,2021
521,050162110170006,1967,30.0,12.5,31.3,49.6,0.7,2021
523,050162140170002,1898,39.5,2.2,45.7,40.6,0.6,2021
524,050162140170004,1966,69.9,1.3,15.7,16.5,0.6,2021
525,050162140170005,2130,73.1,1.6,14.3,13.2,0.5,2021
526,050162140170006,1708,25.3,2.5,64.5,46.9,1.4,2021
527,050162140170007,1932,49.8,3.1,36.5,31.2,1.1,2021
528,050162140170008,1942,54.0,1.8,31.0,24.1,1.0,2021
530,050162190170002,2021,36.6,7.8,16.1,21.5,1.2,2021
531,050162190170003,2478,43.7,5.2,13.4,20.9,0.8,2021
533,050162250170001,1978,71.4,0.5,5.4,4.7,0.7,2021
534,050162250170002,3074,60.9,1.3,13.8,16.7,0.7,2021
691,060162000130001,3364,56.4,18.1,13.1,16.0,1.6,2021
693,060162010170001,3186,1.7,1.5,95.6,90.9,4.9,2021
694,060162010170002,3357,5.2,4.4,88.4,80.2,3.6,2021
695,060162010170003,1100,8.3,1.6,89.3,83.5,1.5,2021
697,060162040170001,3975,69.6,3.1,22.5,11.1,0.9,2021
699,060162080170001,1624,52.0,4.6,37.5,9.4,0.2,2021
701,060162090170001,1559,1.7,36.9,60.1,39.4,3.4,2021
702,060162090170002,1792,0.9,39.8,57.1,31.9,2.8,2021
703,060162090170003,863,5.2,19.8,69.3,17.8,0.1,2021
705,060162120160001,1772,38.1,1.4,55.5,41.0,1.7,2021
706,060162120160002,1649,12.7,1.5,82.3,45.8,2.3,2021
708,060162340160001,811,64.7,0.0,24.9,31.6,0.4,2021
710,060164010260001,967,36.3,2.3,57.0,44.2,2.4,2021
999,070162050170001,1475,0.0,67.4,29.4,87.7,10.6,2021
1000,070162050170002,999,0.0,94.7,4.1,77.4,5.6,2021
1001,070162050170003,1838,1.1,82.3,13.1,75.0,2.1,2021
1003,070162060170001,1631,2.6,37.2,55.4,73.8,1.7,2021
1004,070162060170002,1151,12.0,53.7,27.2,69.9,4.5,2021
1006,070162100170001,1390,80.7,0.7,11.3,13.4,0.9,2021
1008,070162150170001,1259,2.0,63.2,31.2,73.7,5.2,2021
1009,070162150170002,1840,9.9,61.0,24.0,47.2,4.0,2021
1011,070162170160001,1869,32.7,10.6,52.0,52.3,1.7,2021
1013,070162180160001,1757,6.9,27.0,63.2,82.5,2.8,2021
1014,070162180160004,1588,45.2,24.1,25.1,60.9,2.6,2021
1015,070162180160007,1777,42.9,22.2,31.1,61.7,2.3,2021
1017,070162200170001,1956,36.8,1.5,57.0,47.6,0.9,2021
1019,070162270170002,2430,1.5,85.2,9.5,99.7,1.5,2021
1021,070162280160001,1376,12.8,23.7,59.6,32.3,2.1,2021
1022,070162280160002,1025,41.4,26.3,22.7,25.7,2.3,2021
1023,070162280160003,1179,0.0,91.3,4.5,61.5,5.1,2021
1024,070162280160004,1438,50.1,12.9,27.2,27.3,0.8,2021
1026,070162290160001,1815,55.5,5.8,35.9,37.1,1.5,2021
1028,070162300130001,2787,72.3,5.8,12.8,17.3,0.6,2021
1029,070162300130002,2436,72.5,3.4,18.2,36.6,0.9,2021
1030,070162300130003,2193,73.7,4.7,13.5,20.6,1.2,2021
1032,070162310160001,851,37.0,30.8,28.6,37.5,0.9,2021
1034,070162330160001,2782,16.1,70.1,8.2,6.0,1.6,2021
1036,07016901025001C,573,0.0,88.8,5.2,56.2,0.2,2021
1038,080083080260001,339,89.1,0.0,6.5,38.1,3.0,2021
1041,080083140260001,280,85.7,0.0,11.4,47.5,3.2,2021
1045,080083990260002,181,94.5,0.0,0.0,42.0,2.3,2021
1048,080431190220003,203,89.2,0.0,5.4,28.6,2.6,2021
1052,080431200220002,227,80.2,0.0,16.7,30.4,3.4,2021
1056,080432050260001,189,94.7,0.0,0.0,33.9,2.0,2021
1059,080432060260003,162,95.7,0.0,0.0,37.7,5.7,2021
1063,080432100260002,145,86.2,0.0,0.0,33.8,0.7,2021
1067,080432110260002,80,92.5,0.0,0.0,18.8,0.0,2021
1071,080891450220001,1031,51.3,21.8,12.1,60.0,9.0,2021
1080,080892000260001,123,89.4,0.0,0.0,35.0,5.0,2021
1084,080892010260001,402,92.3,0.0,3.2,25.4,2.0,2021
1087,080892020260001,235,92.3,0.0,0.0,28.5,3.7,2021
1091,080892030260001,101,93.1,0.0,0.0,18.8,2.0,2021
1095,090100010260001,263,93.9,0.0,0.0,42.2,2.3,2021
1098,090100030260001,975,86.6,1.1,4.7,18.5,4.0,2021
1103,090100040260001,1338,31.7,41.7,9.4,59.8,3.8,2021
1104,090100040260002,1392,41.2,26.9,15.7,49.9,4.0,2021
1122,090100070260007,516,91.7,0.0,1.9,24.6,3.6,2021
1127,090100080260001,118,92.4,0.0,0.0,35.6,4.2,2021
1130,090101160220001,1128,34.0,37.4,13.9,52.1,3.2,2021
1155,090101930170001,779,39.8,24.0,26.4,66.0,5.0,2021
1161,090103050160001,431,96.1,0.0,0.0,3.7,1.2,2021
1163,090270050260001,282,91.1,0.0,3.5,34.8,0.0,2021
1167,090270100260001,418,88.5,0.0,6.0,39.5,2.5,2021
1171,11012002C260001,360,94.7,0.0,0.0,27.2,3.1,2021
1176,11012003C260001,151,96.0,0.0,0.0,58.3,4.0,2021
1179,11012004C260001,356,95.2,0.0,2.8,43.3,3.7,2021
1182,110150010260001,756,85.1,5.0,4.0,43.7,5.5,2021
1189,110150020260001,921,86.4,3.0,5.1,54.6,3.1,2021
1195,110150050260002,72,90.3,0.0,0.0,41.7,6.9,2021
1198,110180030260001,285,94.7,0.0,0.0,33.7,2.2,2021
1201,110180770260001,292,97.3,0.0,0.0,36.6,1.0,2021
1205,110213010260001,286,88.8,0.0,4.5,31.1,2.1,2021
1209,110213020260001,190,95.8,0.0,0.0,35.8,4.0,2021
1213,110213050260001,308,93.2,0.0,3.2,42.5,3.6,2021
1218,110213060260001,313,54.0,0.0,43.5,41.5,2.0,2021
1221,110230010260001,193,93.3,0.0,0.0,52.3,1.0,2021
1224,110230030260001,79,97.5,0.0,0.0,59.5,8.6,2021
1230,110230060260001,97,93.8,0.0,0.0,43.3,2.3,2021
1239,110238000800001,529,95.1,0.0,0.0,43.1,2.6,2021
1241,110703000260004,303,93.4,0.0,0.0,37.3,2.1,2021
1245,110703020260001,164,97.0,0.0,0.0,36.6,2.5,2021
1249,110870010260002,144,96.5,0.0,0.0,29.2,4.3,2021
1252,11087003A260001,183,98.9,0.0,0.0,66.7,2.9,2021
1255,110870040260001,348,95.4,0.0,0.0,38.5,2.3,2021
1260,11087005A260001,122,99.2,0.0,0.0,30.3,1.6,2021
1263,110870210260001,216,95.8,0.0,0.0,37.5,4.3,2021
1268,120130100260002,73,97.3,0.0,0.0,60.3,3.1,2021
1272,120130250260001,181,94.5,0.0,0.0,44.8,4.7,2021
1275,120130350260001,383,92.2,0.0,2.9,50.4,3.8,2021
1279,120170010260001,103,89.3,0.0,0.0,40.8,1.0,2021
1282,120170020260001,493,90.7,2.0,3.0,39.6,3.7,2021
1287,120170030260001,85,97.6,0.0,0.0,41.2,5.9,2021
1290,120170040260001,190,95.3,0.0,0.0,47.9,6.9,2021
1293,120400010260001,415,97.8,0.0,0.0,35.2,2.7,2021
1298,120510100260001,394,96.2,0.0,0.0,50.8,3.5,2021
1302,120510200260008,322,92.5,0.0,4.0,57.8,6.1,2021
1306,120800010260001,722,89.1,0.0,5.4,41.8,4.8,2021
1310,130140010260001,300,92.0,3.3,0.0,37.3,5.2,2021
1314,130140030260006,385,88.8,0.0,6.5,31.4,1.8,2021
1334,130140710160001,625,95.0,0.0,4.2,18.4,1.4,2021
1340,130410010260001,102,97.1,0.0,0.0,45.1,2.9,2021
1367,130412010170001,1155,73.9,11.5,4.8,52.6,2.7,2021
1369,130412090270001,190,94.2,0.0,0.0,41.1,4.2,2021
1372,130413180270001,125,96.8,0.0,0.0,36.8,3.1,2021
1383,130581000260002,79,100.0,0.0,0.0,41.8,5.1,2021
1397,130582000170001,854,75.1,7.7,6.3,62.8,7.3,2021
1399,130584010260001,208,97.6,0.0,0.0,46.2,5.5,2021
1403,130585010260001,100,93.0,0.0,0.0,72.0,2.9,2021
1407,130586000160001,666,92.9,0.0,1.5,46.4,3.8,2021
1409,130587220260001,60,93.3,0.0,0.0,78.3,3.4,2021
1414,130950100260001,277,95.3,0.0,3.6,31.0,2.6,2021
1423,130950990160001,408,93.9,0.0,3.2,32.8,2.1,2021
1425,150162990250001,1454,26.0,7.6,53.6,58.9,1.5,2021
1426,150162990250003,731,0.0,64.6,34.5,87.6,6.2,2021
1427,150162990250006,435,0.0,38.6,60.0,73.8,1.9,2021
1428,150162990250011,532,0.0,11.1,87.0,98.3,6.8,2021
1429,150162990250012,284,0.0,96.8,0.0,94.4,6.8,2021
1430,150162990250013,598,4.3,19.4,75.3,92.3,8.2,2021
1431,150162990250014,1075,1.3,2.8,92.5,89.0,0.4,2021
1432,150162990250015,317,0.0,31.5,66.9,94.0,11.1,2021
1433,150162990250016,294,0.0,98.6,0.0,89.5,5.2,2021
1434,150162990250017,21,0.0,95.2,0.0,90.5,0.0,2021
1435,150162990250019,84,0.0,98.8,0.0,94.0,13.1,2021
1436,150162990250020,1721,1.8,5.5,92.2,88.3,2.6,2021
1437,150162990250021,734,0.0,99.3,0.0,98.8,3.2,2021
1438,150162990250022,1769,1.8,4.4,77.7,93.4,5.0,2021
1439,150162990250023,384,0.0,7.0,90.1,93.8,8.2,2021
1440,150162990250024,1467,19.2,2.4,76.6,59.9,4.6,2021
1441,150162990250025,2116,4.0,86.3,4.6,59.5,0.9,2021
1442,150162990250026,1352,10.8,10.8,72.3,76.3,1.3,2021
1443,150162990250027,4425,39.0,6.6,37.4,39.7,0.6,2021
1444,150162990250029,211,0.0,97.6,0.0,98.6,8.4,2021
1445,150162990250030,1619,13.9,15.1,44.3,84.1,2.7,2021
1446,150162990250031,1078,0.0,97.0,2.2,77.3,2.2,2021
1447,150162990250034,590,0.0,96.9,0.0,96.4,7.3,2021
1448,150162990250035,1013,5.4,11.5,72.4,91.1,3.8,2021
1449,150162990250036,1510,4.7,8.3,83.2,89.5,3.4,2021
1450,150162990250037,1546,14.6,25.1,41.6,76.5,2.8,2021
1451,150162990250039,462,0.0,95.2,2.2,75.3,1.4,2021
1452,150162990250041,1151,5.5,18.2,72.0,85.0,4.1,2021
1453,150162990250042,593,9.1,37.6,41.0,93.3,3.0,2021
1454,150162990250043,3949,44.7,2.7,41.7,52.2,1.9,2021
1455,150162990250044,203,9.9,39.9,47.8,96.1,10.3,2021
1456,150162990250046,1674,17.2,10.2,54.3,66.7,0.4,2021
1457,150162990250047,2117,31.8,20.5,32.5,46.3,1.7,2021
1458,150162990250048,1503,4.4,5.4,88.4,85.6,2.6,2021
1459,150162990250049,312,3.8,47.1,47.4,81.7,4.7,2021
1460,150162990250052,435,0.0,81.8,15.9,88.0,0.5,2021
1461,150162990250053,781,18.4,22.9,52.4,59.0,1.3,2021
1462,15016299025010C,215,0.0,99.1,0.0,87.4,2.9,2021
1463,15016299025012C,596,0.0,2.2,97.5,96.1,0.0,2021
1464,15016299025013C,337,0.0,99.4,0.0,87.5,0.9,2021
1465,15016299025015C,521,0.0,58.5,35.9,95.6,0.8,2021
1466,15016299025019C,243,0.0,99.6,0.0,93.0,0.5,2021
1467,15016299025020C,97,0.0,0.0,97.9,97.9,1.0,2021
1468,15016299025022C,1006,2.8,3.7,93.2,87.9,0.2,2021
1469,15016299025027C,113,0.0,88.5,8.8,83.2,2.0,2021
1470,15016299025028C,979,1.2,4.3,94.2,94.9,0.1,2021
1471,15016299025029C,660,2.3,23.0,73.8,65.5,0.8,2021
1472,15016299025030C,394,0.0,83.5,14.2,87.6,0.8,2021
1473,15016299025031C,659,2.0,20.2,76.3,86.6,0.5,2021
1474,15016299025032C,1185,0.0,96.5,2.2,85.7,0.2,2021
1475,15016299025033C,1003,1.3,31.4,62.9,84.8,0.1,2021
1476,15016299025034C,1193,0.0,34.4,63.8,89.7,0.4,2021
1477,15016299025035C,979,0.0,31.1,63.7,83.7,0.0,2021
1478,15016299025036C,519,0.0,95.4,3.7,88.4,0.4,2021
1479,15016299025037C,499,0.0,98.6,0.0,83.0,0.4,2021
1480,15016299025038C,294,0.0,94.2,5.8,78.2,0.4,2021
1481,15016299025039C,634,0.0,94.8,5.0,89.7,0.2,2021
1482,15016299025040C,242,0.0,78.1,21.5,91.7,2.7,2021
1483,15016299025041C,692,0.0,14.2,82.7,83.8,0.6,2021
1484,15016299025042C,1124,1.1,10.5,88.0,87.5,0.4,2021
1485,15016299025043C,527,0.0,39.5,53.5,64.9,0.0,2021
1486,15016299025044C,1123,0.0,1.3,96.9,88.5,0.1,2021
1487,15016299025046C,446,0.0,98.2,0.0,96.4,3.1,2021
1488,15016299025049C,565,2.5,48.0,47.3,92.0,1.6,2021
1489,15016299025050C,364,0.0,94.0,4.1,89.6,0.4,2021
1490,15016299025051C,528,0.0,99.4,0.0,92.0,1.1,2021
1491,150162990250526,727,0.0,96.6,2.3,92.8,5.1,2021
1492,15016299025052C,336,0.0,99.1,0.0,92.9,1.1,2021
1493,150162990250531,410,0.0,96.6,2.9,98.5,2.5,2021
1494,150162990250533,1964,40.6,11.3,29.2,35.8,0.4,2021
1495,150162990250534,1212,1.9,21.0,76.7,88.0,0.2,2021
1496,150162990250536,225,0.0,42.7,54.7,98.7,11.9,2021
1497,150162990250537,1403,0.0,98.6,0.9,81.8,0.3,2021
1498,15016299025053C,423,0.0,98.6,0.0,100.0,1.5,2021
1499,150162990250543,278,0.0,96.0,0.0,91.7,3.8,2021
1500,150162990250545,685,2.0,29.9,66.4,92.4,3.0,2021
1501,15016299025054C,151,0.0,94.7,0.0,97.4,32.8,2021
1502,15016299025055C,124,0.0,93.5,0.0,100.0,25.6,2021
1503,15016299025056C,165,0.0,6.7,88.5,89.1,44.8,2021
1504,15016299025057C,130,0.0,27.7,68.5,99.2,10.6,2021
1505,15016299025058C,71,0.0,94.4,0.0,100.0,22.2,2021
1506,15016299025059C,120,0.0,96.7,0.0,97.5,10.0,2021
1507,15016299025060C,154,0.0,96.1,0.0,99.4,16.9,2021
1508,150162990250616,82,0.0,96.3,0.0,96.3,19.1,2021
1509,150162990250617,2990,1.7,11.8,83.9,87.6,3.1,2021
1510,15016299025061C,84,0.0,95.2,0.0,98.8,29.6,2021
1511,15016299025062C,166,0.0,16.9,79.5,100.0,13.6,2021
1512,15016299025063C,355,0.0,92.1,6.2,97.5,22.8,2021
1513,15016299025064C,211,0.0,23.2,69.7,98.6,34.5,2021
1514,15016299025065C,187,0.0,0.0,91.4,100.0,31.6,2021
1515,15016299025066C,97,0.0,85.6,12.4,87.6,14.8,2021
1516,15016299025067C,323,0.0,88.2,10.5,100.0,4.5,2021
1517,15016299025068C,190,9.5,29.5,51.6,90.0,13.5,2021
1518,15016299025070C,129,0.0,60.5,36.4,96.1,24.2,2021
1519,15016299025071C,115,0.0,69.6,27.8,97.4,11.5,2021
1520,15016299025072C,105,0.0,92.4,0.0,91.4,23.3,2021
1521,15016299025073C,180,0.0,97.2,0.0,98.3,31.9,2021
1522,15016299025074C,298,0.0,0.0,95.0,91.3,0.0,2021
1523,150162990250763,386,0.0,97.4,0.0,93.3,2.3,2021
1524,150162990250764,2209,26.3,18.6,28.3,36.4,0.4,2021
1525,150162990250767,1700,1.5,2.5,94.4,91.6,1.7,2021
1526,150162990250772,819,31.5,48.2,18.6,49.0,1.6,2021
1527,150162990250779,1019,3.8,2.0,92.6,76.9,0.4,2021
1528,150162990250788,983,0.0,76.7,21.0,62.2,0.6,2021
1529,150162990250794,1058,31.2,5.5,30.4,40.1,0.5,2021
1530,150162990250795,280,0.0,61.4,34.3,81.4,0.8,2021
1531,150162990250796,1216,44.2,10.0,21.6,29.6,0.2,2021
1532,15016299025079C,540,2.4,4.3,92.0,82.0,2.5,2021
1533,150162990250803,578,2.4,14.4,78.9,88.8,0.4,2021
1534,150162990250818,97,0.0,0.0,99.0,96.9,2.3,2021
1535,150162990250820,572,16.3,5.4,72.0,81.6,0.4,2021
1536,150162990250824,209,0.0,79.9,18.2,96.7,7.7,2021
1537,150162990250825,1039,1.0,19.1,79.1,90.3,2.3,2021
1538,150162990250826,243,0.0,91.4,7.0,97.1,0.0,2021
1539,150162990250827,517,0.0,97.5,2.1,96.5,0.7,2021
1540,150162990250828,446,11.2,4.7,78.3,78.3,0.0,2021
1541,150162990250829,103,0.0,58.3,22.3,90.3,1.8,2021
1542,15016299025082C,909,18.6,5.9,58.3,77.7,0.7,2021
1543,150162990250830,346,0.0,0.0,95.1,96.5,2.1,2021
1544,150162990250831,49,0.0,91.8,0.0,91.8,2.1,2021
1545,150162990250832,158,9.5,37.3,46.8,62.7,0.0,2021
1546,150162990250833,1396,3.8,67.2,27.4,63.6,0.3,2021
1547,150162990250834,85,0.0,92.9,0.0,97.6,1.4,2021
1548,150162990250835,334,0.0,13.5,85.6,92.2,4.0,2021
1549,150162990250836,223,0.0,19.3,78.9,96.0,2.4,2021
1550,150162990250837,398,0.0,3.0,96.7,94.7,2.9,2021
1551,15016299025083C,199,0.0,99.5,0.0,88.4,2.2,2021
1552,150162990250841,232,0.0,93.1,5.6,98.3,3.4,2021
1553,150162990250844,233,0.0,96.6,0.0,95.3,5.7,2021
1554,150162990250847,220,0.0,78.6,19.5,95.9,9.2,2021
1555,150162990250848,193,7.3,43.5,47.2,88.1,0.6,2021
1556,150162990250849,330,13.3,18.2,63.6,74.8,0.3,2021
1557,15016299025084C,327,0.0,98.8,0.0,99.7,2.8,2021
1558,150162990250850,374,0.0,80.2,17.6,93.3,0.9,2021
1559,150162990250851,613,17.9,31.8,39.3,46.8,1.2,2021
1560,150162990250855,632,11.2,46.2,36.9,72.0,0.3,2021
1561,150162990250856,107,0.0,98.1,0.0,93.5,0.0,2021
1562,150162990250857,1253,1.9,45.4,43.6,71.4,0.3,2021
1563,150162990250859,1232,0.8,3.2,95.4,92.0,3.2,2021
1564,15016299025085C,639,1.9,2.3,95.8,90.5,0.6,2021
