,schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout,year
1059,080432050260001,197,95.4,0.0,0.0,27.4,0.0,2018
1062,080432060260003,180,96.7,0.0,0.0,32.2,0.6,2018
1066,080432100260002,142,88.0,0.0,0.0,39.4,2.8,2018
1070,080432110260002,63,95.2,0.0,0.0,25.4,1.6,2018
1074,080891450220001,1158,54.7,22.3,9.7,60.3,3.4,2018
1084,080892000260001,135,96.3,0.0,0.0,32.6,0.0,2018
1088,080892010260001,380,92.6,0.0,3.2,27.1,0.4,2018
1091,080892020260001,236,94.5,0.0,0.0,33.1,1.3,2018
1095,080892030260001,102,97.1,0.0,0.0,16.7,1.0,2018
1099,090100010260001,287,92.7,0.0,0.0,33.4,2.1,2018
1102,090100030260001,919,89.7,1.1,3.4,16.6,0.8,2018
1108,090100040260001,1404,37.4,37.3,8.6,56.2,1.8,2018
1109,090100040260002,1283,45.2,27.2,13.3,46.6,1.2,2018
1127,090100070260007,546,92.7,0.0,0.0,25.3,2.0,2018
1132,090100080260001,167,94.6,0.0,0.0,35.9,0.0,2018
1135,090101160220001,1185,36.4,37.8,12.8,63.0,0.9,2018
1160,090101930170001,738,45.0,27.0,19.5,67.9,3.7,2018
1166,090103050160001,467,92.9,0.0,0.0,6.6,1.1,2018
1168,090270050260001,312,92.0,0.0,0.0,29.2,1.3,2018
1172,090270100260001,481,91.3,0.0,5.6,39.7,1.9,2018
1177,110150010260001,803,86.8,4.0,5.0,37.4,3.0,2018
1184,110150020260001,1013,88.3,3.6,4.3,46.8,1.1,2018
1189,110150050260002,78,94.9,0.0,0.0,41.0,0.0,2018
1192,110180030260001,330,96.1,0.0,0.0,47.3,2.1,2018
1196,110180770260001,278,97.8,0.0,0.0,35.6,1.1,2018
1200,110213010260001,298,94.0,0.0,0.0,26.5,0.0,2018
1204,110213020260001,199,97.0,0.0,0.0,37.7,1.0,2018
1208,110213050260001,310,94.8,0.0,0.0,41.3,0.6,2018
1213,110213060260001,340,54.7,0.0,44.1,48.5,1.3,2018
1216,110230010260001,193,91.7,0.0,0.0,47.2,3.9,2018
1219,110230030260001,104,98.1,0.0,0.0,55.8,0.0,2018
1225,110230060260001,96,97.9,0.0,0.0,33.3,1.0,2018
1234,110238000800001,580,96.7,0.0,0.0,30.7,1.9,2018
1236,110703000260004,328,94.8,0.0,0.0,40.2,0.3,2018
1240,110703020260001,169,96.4,0.0,0.0,40.2,0.6,2018
1244,110870010260002,153,98.0,0.0,0.0,32.0,0.0,2018
1247,110870040260001,323,97.8,0.0,0.0,39.6,0.6,2018
1252,110870210260001,218,93.1,0.0,0.0,41.7,1.8,2018
1257,120130100260002,57,93.0,0.0,0.0,45.6,0.0,2018
1261,120130250260001,196,98.0,0.0,0.0,40.3,3.6,2018
1264,120130350260001,358,93.3,0.0,0.0,43.9,2.5,2018
1268,120170010260001,103,97.1,0.0,0.0,46.6,0.0,2018
1271,120170020260001,449,91.1,0.0,3.3,38.3,2.2,2018
1276,120170030260001,90,100.0,0.0,0.0,31.1,1.1,2018
1279,120170040260001,191,93.2,0.0,0.0,35.6,2.6,2018
1282,120400010260001,456,97.8,0.0,0.0,34.2,0.4,2018
1287,120510100260001,404,95.8,0.0,0.0,55.7,2.6,2018
1291,120510200260008,300,94.0,0.0,0.0,54.3,4.3,2018
1295,120800010260001,742,92.3,0.0,3.5,44.7,2.0,2018
1299,130140010260001,321,91.3,0.0,0.0,34.3,0.6,2018
1303,130140030260006,377,89.7,0.0,5.6,26.8,0.8,2018
1323,130140710160001,592,96.6,0.0,3.2,23.0,1.2,2018
1329,130410010260001,101,98.0,0.0,0.0,30.7,1.0,2018
1356,130412010170001,1151,75.3,13.0,3.4,54.0,1.1,2018
1358,130412090270001,163,95.7,0.0,0.0,25.2,0.6,2018
1361,130413180270001,121,95.9,0.0,0.0,30.6,3.3,2018
1372,130581000260002,62,100.0,0.0,0.0,51.6,0.0,2018
1388,130582000170001,905,75.2,9.1,5.5,58.2,2.4,2018
1390,130584010260001,197,95.4,0.0,0.0,44.7,3.0,2018
1394,130585010260001,118,95.8,0.0,0.0,73.7,1.7,2018
1398,130586000160001,686,95.0,0.0,0.0,48.4,2.6,2018
1400,130587220260001,72,97.2,0.0,0.0,66.7,4.2,2018
1405,130950100260001,271,92.3,0.0,5.2,32.5,0.6,2018
1414,130950990160001,399,96.0,0.0,0.0,28.6,1.0,2018
1416,150162990250001,1227,12.3,11.8,59.2,83.4,0.7,2018
1417,150162990250003,778,0.0,50.3,48.6,92.4,2.1,2018
1418,150162990250006,479,0.0,40.3,58.5,93.5,0.6,2018
1419,150162990250011,728,0.0,8.5,90.8,99.5,2.9,2018
1420,150162990250012,244,0.0,98.0,0.0,97.5,0.0,2018
1421,150162990250013,798,2.6,22.1,73.8,95.9,0.4,2018
1422,150162990250014,1064,1.4,3.1,89.8,95.7,0.3,2018
1423,150162990250015,330,0.0,38.2,61.2,99.4,0.0,2018
1424,150162990250016,382,0.0,99.2,0.0,96.6,5.0,2018
1425,150162990250017,133,0.0,96.2,0.0,98.5,0.8,2018
1426,150162990250019,136,0.0,98.5,0.0,99.3,5.1,2018
1427,150162990250020,1778,2.1,6.6,90.6,96.5,2.6,2018
1428,150162990250021,850,0.0,98.7,0.0,98.7,0.1,2018
1429,150162990250022,1881,1.6,3.9,80.8,96.1,3.2,2018
1430,150162990250023,459,0.0,7.2,90.2,96.1,1.8,2018
1431,150162990250024,1688,20.8,3.9,73.0,75.0,3.8,2018
1432,150162990250025,1756,5.4,84.0,4.4,59.8,0.6,2018
1433,150162990250026,1391,13.6,9.1,70.5,81.0,0.1,2018
1434,150162990250027,4429,35.4,7.9,40.7,47.4,0.4,2018
1435,150162990250029,337,0.0,98.2,0.0,97.6,4.8,2018
1436,150162990250030,1451,19.6,11.6,35.6,88.1,3.0,2018
1437,150162990250031,1267,0.0,97.8,1.0,88.6,1.0,2018
1438,150162990250034,623,0.0,98.1,0.0,95.5,1.1,2018
1439,150162990250035,1113,5.8,14.6,68.9,96.0,1.5,2018
1440,150162990250036,1751,5.3,10.1,81.8,92.1,1.7,2018
1441,150162990250037,1449,11.1,25.6,42.3,81.3,1.3,2018
1442,150162990250039,599,0.0,94.0,3.8,80.1,0.3,2018
1443,150162990250041,1262,8.8,14.8,72.7,90.9,0.3,2018
1444,150162990250042,730,6.0,41.6,33.8,93.7,2.1,2018
1445,150162990250043,3371,46.4,2.3,39.4,54.5,2.1,2018
1446,150162990250044,249,8.8,53.8,34.9,94.8,4.4,2018
1447,150162990250046,1726,16.3,11.0,57.2,75.5,0.1,2018
1448,150162990250047,2113,28.3,21.5,34.9,55.2,0.4,2018
1449,150162990250048,1440,5.4,5.4,87.6,92.2,2.0,2018
1450,150162990250049,380,3.4,51.6,43.7,91.3,0.5,2018
1451,150162990250052,481,0.0,73.2,24.1,86.7,0.0,2018
1452,150162990250053,711,22.9,19.3,51.2,59.6,0.0,2018
1453,150162990250526,861,0.0,97.0,2.2,96.1,0.5,2018
1454,150162990250531,439,0.0,96.4,3.4,99.5,0.0,2018
1455,150162990250533,1861,39.0,13.9,28.9,39.5,0.2,2018
1456,150162990250534,1395,2.0,18.0,78.7,92.6,0.3,2018
1457,150162990250536,217,0.0,39.2,59.9,98.2,5.1,2018
1458,150162990250537,1335,0.0,98.8,0.9,90.8,0.2,2018
1459,150162990250543,308,0.0,98.4,0.0,87.3,1.0,2018
1460,150162990250545,753,1.3,30.0,67.3,93.9,0.1,2018
1461,150162990250616,118,0.0,97.5,0.0,89.0,0.0,2018
1462,150162990250617,2918,2.1,13.0,81.5,93.1,1.2,2018
1463,150162990250763,516,0.0,98.6,0.0,96.9,0.6,2018
1464,150162990250764,2157,28.1,21.4,30.0,40.5,0.1,2018
1466,150162990250767,1743,0.6,3.3,94.7,96.3,2.0,2018
1467,150162990250772,718,37.2,41.4,18.1,40.3,0.4,2018
1468,150162990250779,967,2.6,1.7,93.8,86.3,0.3,2018
1469,150162990250788,962,0.0,79.5,18.4,71.8,0.4,2018
1470,150162990250794,1061,29.3,7.3,29.8,44.3,0.1,2018
1471,150162990250795,309,0.0,64.7,32.0,91.9,0.6,2018
1472,150162990250796,1073,43.4,11.0,22.0,31.6,0.1,2018
1474,150162990250803,532,0.0,17.1,80.3,94.2,0.0,2018
1475,150162990250818,131,0.0,0.0,97.7,96.2,4.6,2018
1476,150162990250820,542,19.7,12.0,61.6,83.2,0.4,2018
1477,150162990250824,294,0.0,78.2,21.1,93.5,0.0,2018
1478,150162990250825,968,1.1,15.8,81.5,95.2,1.3,2018
1479,150162990250826,381,0.0,92.9,5.8,99.2,1.0,2018
1480,150162990250827,542,0.0,97.4,2.4,83.4,0.0,2018
1481,150162990250828,555,8.5,9.5,74.4,89.7,0.2,2018
1482,150162990250829,241,0.0,80.1,13.7,94.6,0.8,2018
1483,150162990250830,354,0.0,6.5,90.7,96.3,0.6,2018
1484,150162990250831,101,0.0,96.0,0.0,97.0,8.9,2018
1485,150162990250832,193,9.3,33.7,46.1,71.0,0.5,2018
1486,150162990250833,1325,2.6,70.8,24.5,67.3,0.0,2018
1487,150162990250834,321,0.0,95.6,3.1,95.3,1.9,2018
1488,150162990250835,285,0.0,10.5,88.4,97.9,1.4,2018
1489,150162990250836,223,0.0,12.1,86.5,99.1,9.4,2018
1490,150162990250837,417,0.0,0.0,98.3,95.7,0.5,2018
1491,150162990250841,261,0.0,98.1,0.0,98.9,0.0,2018
1493,150162990250844,214,0.0,96.3,0.0,99.1,3.7,2018
1494,150162990250847,276,0.0,83.7,15.9,98.6,4.0,2018
1495,150162990250848,261,10.3,44.4,40.6,87.4,0.4,2018
1496,150162990250849,311,9.6,15.8,70.1,84.9,0.6,2018
1497,150162990250850,241,0.0,76.8,18.7,92.5,0.8,2018
1498,150162990250851,612,19.3,38.2,32.7,44.9,1.1,2018
1499,150162990250855,890,22.8,36.6,32.6,52.2,0.0,2018
1500,150162990250856,231,0.0,97.4,0.0,97.4,1.3,2018
1501,150162990250857,1192,2.0,53.9,38.9,81.7,0.4,2018
1502,150162990250859,1195,0.0,4.7,93.9,94.2,0.8,2018
1503,150162990250860,648,0.0,95.8,2.8,84.4,0.6,2018
1504,150162990250861,903,0.0,51.1,46.5,88.7,0.0,2018
1505,150162990250862,281,0.0,96.1,0.0,98.6,50.9,2018
1506,150162990250863,328,0.0,97.9,0.0,90.5,1.2,2018
1886,150162990252912,867,0.0,4.5,94.5,96.3,0.0,2018
1934,160194240260001,588,81.0,0.0,16.5,32.0,0.5,2018
1939,160194250260001,211,97.6,0.0,0.0,29.4,0.0,2018
1943,160194260260003,167,77.8,0.0,16.2,38.9,1.8,2018
1946,160194270260001,1221,84.6,3.2,8.1,20.1,0.5,2018
1954,160194280260011,1840,52.8,15.3,26.3,49.0,4.2,2018
1967,160194290260003,202,88.1,0.0,8.4,0.0,0.0,2018
1971,160194300260001,689,82.7,0.0,14.8,34.3,1.2,2018
1978,160194320260003,270,91.5,0.0,6.3,21.5,0.4,2018
1982,170200150260001,581,90.4,0.0,5.3,39.6,1.0,2018
1988,170200180260001,228,93.4,0.0,0.0,47.8,3.5,2018
1992,170530050260001,152,98.0,0.0,0.0,12.5,3.3,2018
1995,170530080260001,564,91.1,0.0,2.7,35.1,0.9,2018
2002,170530740270001,151,92.7,0.0,0.0,41.7,1.3,2018
2005,170530900170001,647,83.0,3.7,9.9,41.1,0.5,2018
2007,170532300170001,249,91.2,0.0,7.2,34.5,2.0,2018
2024,170540210260001,123,97.6,0.0,0.0,39.8,0.0,2018
2027,170540230260001,158,94.9,0.0,0.0,37.3,0.0,2018
2042,170544040160001,820,88.9,2.9,2.6,44.5,7.0,2018
2044,170640020260003,243,96.7,0.0,0.0,23.9,1.2,2018
2048,170640030260002,346,93.1,0.0,0.0,9.8,0.0,2018
2052,170640040260001,380,92.1,0.0,4.5,25.0,0.0,2018
2055,170640050260001,2091,64.9,10.7,8.6,25.3,0.7,2018
2056,170640050260002,1673,70.2,13.7,8.1,33.1,0.3,2018
2057,170640050260003,51,72.5,0.0,0.0,58.8,0.0,2018
2080,170640070260002,136,92.6,0.0,0.0,23.5,0.0,2018
2084,170640160260009,541,92.6,0.0,3.0,32.5,1.1,2018
2090,170640190260001,167,92.2,0.0,6.0,38.3,0.6,2018
2094,170640870250001,1390,51.9,23.7,12.6,51.1,1.4,2018
2243,190220860170001,2786,69.2,2.2,7.0,6.1,0.1,2018
2244,190220860170002,1483,55.6,19.7,13.2,28.1,1.3,2018
2246,190220870170001,2263,43.4,9.7,31.3,41.8,1.1,2018
2247,190220870170002,2203,38.9,7.6,26.2,33.9,0.8,2018
2248,190220870170003,2373,60.4,4.5,17.1,24.4,0.4,2018
2249,190220870170004,1158,63.4,9.2,11.9,23.9,0.0,2018
2251,190220880160001,1958,27.8,1.8,63.8,55.3,0.6,2018
2252,190220880160002,1914,49.4,9.6,28.3,43.7,0.8,2018
2270,190220940160001,2051,27.5,2.0,62.3,30.1,0.9,2018
2272,190220990160001,2186,73.3,5.0,12.0,15.1,0.6,2018
2273,190220990160002,2696,58.2,12.1,18.9,27.9,1.1,2018
2275,190221000160001,1473,28.9,2.8,61.8,51.2,0.9,2018
2277,190221080160001,2586,63.1,6.1,19.1,17.4,0.5,2018
2292,190222000260020,1982,64.4,5.1,19.7,22.6,0.8,2018
2293,190222000260021,2096,67.0,7.4,13.9,24.0,0.6,2018
2313,190222010260001,437,65.7,6.9,20.4,30.9,0.2,2018
2319,190222020260001,480,64.6,9.8,10.4,27.5,0.2,2018
2324,190222030260001,2815,67.1,4.9,7.9,13.5,0.1,2018
2325,190222030260013,2676,61.0,5.1,11.1,16.1,0.0,2018
2347,190222040260001,2642,46.4,13.4,15.7,21.9,0.2,2018
2348,190222040260002,3662,56.7,5.7,6.6,7.9,0.1,2018
2349,190222040260005,2887,43.0,13.2,13.6,20.0,0.3,2018
2380,190222050260003,2806,74.3,3.0,14.3,15.4,0.7,2018
2394,200240010260005,289,95.2,0.0,0.0,31.1,1.4,2018
2398,200300070260001,205,97.1,0.0,0.0,52.2,2.0,2018
2402,200330100260002,564,96.5,0.0,0.0,46.6,1.3,2018
2407,200350010260003,172,95.9,0.0,0.0,48.8,1.7,2018
2411,200760010260001,139,97.1,0.0,0.0,46.8,2.2,2018
2414,200830010260001,113,94.7,0.0,0.0,48.7,0.9,2018
2419,200830020260001,119,76.5,9.2,0.0,56.3,1.7,2018
2422,200830030260001,545,85.7,5.0,2.0,55.0,3.1,2018
2427,200830040260001,351,91.5,0.0,2.8,63.0,3.4,2018
2433,200933480260001,473,97.7,0.0,0.0,40.0,4.0,2018
2444,200961000260001,154,97.4,0.0,0.0,29.9,0.0,2018
2450,200962000260001,123,100.0,0.0,0.0,39.8,4.1,2018
2455,200962250160001,426,94.1,0.0,0.0,33.3,3.1,2018
2457,200970010260003,145,94.5,0.0,0.0,57.9,5.8,2018
2460,200970030260001,208,97.6,0.0,0.0,45.2,1.9,2018
2464,200970050260001,340,96.5,0.0,0.0,47.9,1.2,2018
2476,210280990260001,221,96.8,0.0,0.0,5.4,2.7,2018
2479,210281030130001,547,95.4,0.0,1.8,53.9,2.7,2018
2483,210281680260001,491,95.5,0.0,0.0,45.6,3.1,2018
2488,210281740260001,101,98.0,0.0,0.0,44.6,0.0,2018
2491,210281880260001,178,94.9,0.0,0.0,50.6,7.3,2018
2495,210281960260001,190,97.4,0.0,0.0,46.3,3.7,2018
2499,210440010260001,190,95.8,0.0,0.0,32.6,0.0,2018
2510,210441330170001,380,95.0,0.0,0.0,45.8,1.1,2018
2512,210610010260001,584,85.4,5.7,1.7,50.5,1.2,2018
2520,210610380260001,110,86.4,0.0,0.0,54.5,4.5,2018
2523,211000010260001,345,92.8,0.0,3.2,56.5,3.2,2018
2528,211000020260001,1082,78.9,8.7,3.8,42.8,2.5,2018
2536,211000030260001,146,98.6,0.0,0.0,43.8,0.0,2018
2539,211000040260001,733,89.4,4.0,1.5,36.6,1.6,2018
2544,211000050260001,609,86.0,2.6,3.4,30.0,0.2,2018
2549,240320010260001,664,90.4,0.0,8.1,22.3,0.2,2018
2558,240320730170001,184,96.2,0.0,0.0,26.6,1.1,2018
2564,240321010160001,851,75.9,1.6,17.7,17.0,0.2,2018
2566,240321110160001,2726,74.2,4.5,17.1,16.3,0.2,2018
2575,240470180160001,165,95.2,0.0,0.0,20.6,0.0,2018
2580,240470880260001,700,38.0,9.9,47.1,54.3,0.6,2018
2588,240471150260001,1783,69.0,6.5,17.8,17.9,0.3,2018
2598,240473080260001,2773,62.7,8.0,20.3,23.1,0.3,2018
2599,240473080260002,2616,55.1,12.3,16.4,21.8,0.0,2018
2620,260290010260001,116,96.6,0.0,0.0,53.4,0.0,2018
2624,260290020260001,104,97.1,0.0,0.0,41.3,1.9,2018
2628,260290030260001,140,96.4,0.0,0.0,55.0,2.9,2018
2632,260290040260001,102,97.1,0.0,0.0,39.2,0.0,2018
2636,260290660250001,700,94.6,0.0,1.7,39.9,3.4,2018
2642,260290970260001,287,98.6,0.0,0.0,43.9,0.0,2018
2645,260343070160001,332,96.7,0.0,3.0,38.6,1.5,2018
2647,260343160260001,199,95.5,0.0,0.0,28.1,0.5,2018
2657,260343280240001,251,92.4,0.0,0.0,39.4,0.0,2018
2660,260343370260001,217,96.3,0.0,0.0,61.8,2.8,2018
2666,260621030260001,164,98.2,0.0,0.0,46.3,0.6,2018
2671,260621700260001,222,95.5,0.0,0.0,45.9,2.7,2018
2675,260621850260001,592,80.1,6.8,4.2,32.6,1.2,2018
2681,260850050260001,344,94.2,3.8,0.0,41.9,1.8,2018
2696,280061030220001,122,13.9,0.0,82.0,82.0,3.3,2018
2705,280063030260001,84,88.1,0.0,0.0,46.4,6.0,2018
2709,280063400260001,351,96.0,0.0,0.0,44.2,2.3,2018
2714,280065000150001,529,90.2,0.0,3.8,36.7,3.2,2018
2716,280065020170001,437,67.5,0.0,25.6,46.2,3.2,2018
2718,280065050160001,35,97.1,0.0,0.0,51.4,5.7,2018
2722,280372230260001,341,92.7,0.0,4.4,14.1,0.9,2018
2726,280372240260001,230,95.7,0.0,0.0,46.1,1.8,2018
2729,280372250260001,199,96.0,0.0,0.0,40.2,0.9,2018
2732,280372260260001,108,89.8,0.0,0.0,38.9,0.0,2018
2735,280372270260002,207,95.7,0.0,0.0,42.0,1.4,2018
2738,280372280260001,843,92.9,0.0,5.1,18.4,0.2,2018
2744,280372290260001,561,69.5,10.3,18.5,65.2,5.5,2018
2752,280372300260002,274,74.8,0.0,15.3,39.1,2.2,2018
2758,280881000260001,247,90.7,0.0,4.5,35.6,3.6,2018
2762,300020010220001,170,0.0,87.1,0.0,100.0,0.0,2018
2765,300020050260001,103,84.5,13.6,0.0,100.0,2.9,2018
2780,300391650160001,990,53.5,28.6,10.8,57.9,2.7,2018
2782,300391760260001,313,93.3,0.0,5.4,47.3,1.0,2018
2786,300391860260001,599,73.1,14.7,5.7,99.3,0.5,2018
2792,300391960260001,118,94.1,0.0,0.0,48.3,1.7,2018
2802,300731010160001,447,97.8,0.0,0.0,37.8,1.4,2018
2806,300733000260001,538,84.8,3.3,3.3,51.9,0.9,2018
2810,300771000260001,226,81.9,12.8,0.0,59.7,0.0,2018
2813,300771010260001,125,25.6,59.2,0.0,99.2,0.8,2018
2818,300910170220001,181,67.4,0.0,31.5,59.7,1.1,2018
2828,300910660220001,73,98.6,0.0,0.0,89.0,0.0,2018
2832,300910810160001,510,93.9,0.0,2.0,44.5,1.0,2018
2834,300910840260001,93,96.8,0.0,0.0,100.0,3.2,2018
2838,310450460220001,2582,10.0,6.9,74.2,74.5,3.0,2018
2839,310450460220002,2079,16.1,9.2,68.4,73.4,5.1,2018
2840,310450460220003,1955,21.8,8.3,59.0,66.5,1.2,2018
2841,310450460220004,2422,42.8,4.0,32.7,37.6,0.6,2018
2842,310450460220005,2673,50.8,5.8,28.6,32.4,0.7,2018
2894,310451010220001,1899,81.1,2.9,10.0,15.0,0.2,2018
2903,310451290220001,3665,25.9,11.5,57.1,51.5,2.6,2018
2920,310451310220001,3904,2.4,7.4,87.8,65.1,6.0,2018
2941,310453000260002,2466,30.5,5.4,58.3,61.2,0.7,2018
2942,310453000260003,1638,64.7,3.0,20.6,22.5,0.2,2018
2943,310453000260004,2170,67.3,3.0,18.3,22.7,0.5,2018
2967,310453010260001,1078,65.5,3.2,17.5,12.1,0.2,2018
2975,310453020260001,1313,79.6,2.1,12.5,12.2,0.5,2018
2982,310453030260011,2512,76.5,1.9,14.0,19.9,1.0,2018
2983,310453030260012,2022,84.1,1.3,5.7,6.8,0.2,2018
2999,310453040260001,1933,85.7,1.0,8.0,5.6,0.2,2018
3012,320380030260001,94,86.2,0.0,0.0,50.0,1.1,2018
3016,320380040260001,356,87.9,0.0,6.2,37.4,0.3,2018
3021,320380060260001,99,91.9,0.0,0.0,27.3,0.0,2018
3025,320380090260001,343,85.1,0.0,9.0,53.6,1.0,2018
3030,320380100260001,300,63.7,0.0,35.7,54.0,0.0,2018
3036,320381240260001,190,92.6,0.0,0.0,51.6,0.5,2018
3041,320460010260003,324,48.1,19.1,28.1,65.4,1.5,2018
3045,320460020260001,527,92.8,0.0,3.0,22.8,0.2,2018
3050,320460050260005,678,82.7,1.8,10.0,29.6,0.7,2018
3054,320460060260001,174,86.2,0.0,0.0,40.2,0.6,2018
3067,320461110250014,1243,21.5,48.7,28.7,58.1,0.2,2018
3084,320463020160001,215,34.9,37.2,20.9,80.5,1.9,2018
3086,320463070160001,2032,70.8,11.0,11.6,42.6,0.8,2018
3088,330362350260001,241,92.1,0.0,0.0,51.0,0.8,2018
3093,330482020260001,386,90.7,0.0,4.1,37.0,2.6,2018
3097,330482050260023,1271,65.9,11.3,12.7,53.0,3.1,2018
3107,330482080260001,281,97.2,0.0,0.0,40.6,2.7,2018
3110,330482100260001,79,97.5,0.0,0.0,34.2,1.3,2018
3114,330482760260001,245,92.7,0.0,0.0,41.2,2.0,2018
3119,330664040260001,396,92.7,0.0,0.0,39.6,0.8,2018
3125,330942380260001,530,60.6,4.5,24.5,50.4,1.3,2018
3131,330943040260001,282,91.1,0.0,5.7,37.6,0.4,2018
3198,340490600260022,4609,3.5,13.0,79.2,63.5,2.1,2018
3262,340490950260001,1868,82.2,1.0,7.0,10.9,0.4,2018
3310,340491130170001,1622,88.1,0.0,4.5,3.1,0.0,2018
3311,340491130170002,1995,69.7,2.5,22.6,14.4,0.4,2018
3316,340491150160001,1611,86.6,0.0,6.1,2.0,0.1,2018
3318,340491160260006,2158,13.4,6.4,76.2,63.0,2.1,2018
3328,340491170160001,1327,78.4,2.8,12.6,18.7,0.5,2018
3329,340491170160002,1359,79.7,2.1,11.4,14.5,0.4,2018
3331,340491180260005,1355,62.3,2.0,29.0,32.5,1.7,2018
3338,340491200130001,1978,42.1,1.9,45.2,30.1,0.2,2018
3340,340491210170001,4026,43.8,9.9,30.3,16.5,0.4,2018
3342,340491240160001,1796,62.2,3.8,24.8,34.0,1.8,2018
3344,340491250130001,4185,56.9,1.9,8.0,4.9,0.2,2018
3346,340491260170001,2235,22.1,26.4,44.6,62.1,4.9,2018
3347,340491260170002,341,32.3,22.6,39.6,50.4,1.8,2018
3349,340491270160001,1353,61.2,3.8,21.4,10.6,0.2,2018
3350,340491270160002,1476,63.4,3.0,24.1,11.0,0.1,2018
3352,340491280160002,1917,81.5,1.4,7.1,4.7,0.1,2018
3353,340491280160004,1400,59.4,3.1,14.4,11.7,0.2,2018
3355,340491870260001,741,1.5,33.3,62.6,99.5,1.6,2018
3362,340492200260004,2954,66.0,1.0,16.9,18.3,0.2,2018
3377,350500010260001,81,82.7,0.0,17.3,48.1,0.0,2018
3380,350500020260001,225,84.0,0.0,10.7,27.6,1.3,2018
3385,350500090260001,134,84.3,0.0,11.9,28.4,3.7,2018
3390,350500400170001,872,71.6,4.1,16.9,50.0,3.9,2018
3404,350501200170001,1217,76.7,2.7,15.9,41.6,2.3,2018
3415,350501400170001,1332,82.9,1.9,10.7,30.4,1.9,2018
3425,350501600170001,456,90.8,0.0,7.9,30.5,1.8,2018
3438,350502800170001,555,58.4,0.0,36.9,49.2,2.7,2018
3446,350590050260001,178,93.8,0.0,0.0,46.6,2.2,2018
3449,350590070260001,207,95.2,0.0,0.0,39.1,0.5,2018
3453,350785350260002,288,86.8,0.0,9.7,36.5,2.4,2018
3458,390550010260001,284,88.0,4.2,0.0,43.0,0.7,2018
3462,390550020260001,391,82.6,4.9,0.0,18.2,0.8,2018
3466,390550030260001,776,92.5,1.4,1.9,17.5,0.6,2018
3472,390550090260001,225,92.0,0.0,0.0,36.4,0.9,2018
3477,390550110260001,297,93.3,0.0,0.0,32.3,0.0,2018
3481,390550150260001,263,96.6,0.0,0.0,26.6,1.9,2018
3485,390550610250036,1023,37.3,47.4,3.4,62.8,3.5,2018
3486,390550610250038,1093,37.0,47.9,4.6,54.9,1.9,2018
3506,390740050260001,100,96.0,0.0,0.0,40.0,2.0,2018
3510,390740250260001,527,96.6,0.0,0.0,21.3,0.0,2018
3516,390740570260001,54,100.0,0.0,0.0,44.4,0.0,2018
3520,390741000260001,230,97.0,0.0,0.0,33.5,0.0,2018
3523,400070400260001,131,99.2,0.0,0.0,38.9,2.3,2018
3526,400070420260001,77,92.2,0.0,0.0,29.9,1.6,2018
3529,400310010260003,208,96.6,0.0,0.0,45.2,1.0,2018
3532,400310030260001,364,96.2,0.0,0.0,59.1,1.7,2018
3535,400310100260001,121,99.2,0.0,0.0,43.8,0.8,2018
3538,400421000260001,1005,97.7,0.0,1.2,38.1,1.4,2018
3544,400560010260002,450,91.6,2.4,0.0,40.7,1.8,2018
3549,400560020260004,112,99.1,0.0,0.0,58.0,2.7,2018
3553,400560050260001,131,98.5,0.0,0.0,35.9,0.8,2018
3556,400560060260001,380,97.1,0.0,0.0,28.7,1.3,2018
3560,400560070260003,377,97.3,0.0,0.0,53.3,3.7,2018
3564,400560080260001,218,95.9,0.0,0.0,47.7,1.7,2018
3567,400560090260001,467,94.6,0.0,0.0,36.0,0.6,2018
3573,400560340260001,429,95.8,0.0,0.0,48.3,2.8,2018
3578,410570010260001,559,91.9,2.0,2.5,39.4,2.3,2018
3583,410570020260001,1128,91.4,1.9,2.5,20.2,0.3,2018
3592,410570050260001,915,96.9,0.0,0.0,24.0,1.1,2018
3599,410570070260001,2367,81.5,8.0,3.0,14.6,1.0,2018
3613,410570080260001,768,92.1,1.4,1.8,40.1,0.8,2018
3619,410570090260001,1806,71.3,13.9,9.6,59.1,3.8,2018
3628,410570100260001,1885,65.1,11.4,19.4,52.1,1.6,2018
3640,410570110260001,2007,62.6,25.7,2.3,46.3,2.4,2018
3651,410570120260001,169,0.0,90.5,0.0,95.9,4.1,2018
3659,410570140160001,561,87.3,4.6,3.4,61.5,3.4,2018
3672,440630120260002,628,89.6,0.0,7.5,21.7,0.5,2018
3688,440630190240002,112,70.5,0.0,23.2,35.7,3.6,2018
3715,440630500260001,718,32.6,0.0,64.8,50.3,3.5,2018
3721,440631540160001,685,77.1,0.0,20.6,28.0,1.6,2018
3723,440631550160001,1508,72.7,1.7,19.8,29.4,0.6,2018
3724,440631550160002,1702,82.1,0.9,12.6,18.6,0.9,2018
3725,440631550160003,1465,82.9,1.3,10.4,19.2,0.2,2018
3726,440631550160004,1436,87.5,1.1,5.0,13.4,0.4,2018
3728,440631560160001,1427,71.2,1.0,24.2,31.0,0.8,2018
3729,440631560160002,765,82.6,0.0,14.5,25.5,1.6,2018
3731,440631570160001,663,87.5,0.0,8.4,10.0,0.8,2018
3733,440631580220002,3045,74.5,2.4,11.8,9.3,0.5,2018
3746,440632000260008,991,55.6,2.5,37.2,38.7,0.4,2018
3747,440632000260009,929,62.4,1.6,31.4,32.6,1.2,2018
