year,mergecode,totalenroll,white,black,hispanic,lowincome,mathpass,totaltest,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
,110150020260001,1013,88.3,3.6,4.3,46.8,26.2,248,172505002734,0.0,0.0,1.0,0.0,0,11015002026il,il,0
,110150020260001,954,88.1,3.9,4.1,47.4,36.0,236,172505002734,0.0,0.0,1.0,0.0,0,11015002026il,il,0
,110150020260001,921,86.4,3.0,5.1,54.6,14.2,183,172505002734,0.4,0.2,0.4,0.4,0,11015002026il,il,1
,110150050260002,75,100.0,0.0,0.0,33.3,15.8,19,172934003073,0.0,0.0,1.0,0.0,0,11015005026il,il,0
,110150050260002,78,94.9,0.0,0.0,41.0,22.3,18,172934003073,0.0,0.0,1.0,0.0,0,11015005026il,il,0
,110150050260002,73,89.0,1.4,4.1,42.5,0.0,16,172934003073,0.0,0.0,1.0,0.0,0,11015005026il,il,0
,110150050260002,72,90.3,0.0,0.0,41.7,16.7,18,172934003073,0.0,0.0,1.0,0.0,0,11015005026il,il,1
,110180030260001,325,96.6,0.9,0.0,42.2,37.8,183,172784002952,0.0,0.0,1.0,0.0,0,11018003026il,il,0
,110180030260001,330,96.1,0.0,0.0,47.3,35.0,40,172784002952,0.0,0.0,1.0,0.0,0,11018003026il,il,0
,110180030260001,336,95.2,1.2,0.9,4.2,33.4,48,172784002952,0.0,0.0,1.0,0.0,0,11018003026il,il,0
,110180030260001,285,94.7,0.0,0.0,33.7,29.4,51,172784002952,0.0,0.0,1.0,0.0,0,11018003026il,il,1
,110180770260001,274,97.1,0.0,0.0,29.2,20.3,65,173909003966,0.0,0.0,1.0,0.0,0,11018077026il,il,0
,110180770260001,278,97.8,0.0,0.0,35.6,12.9,62,173909003966,0.0,0.0,1.0,0.0,0,11018077026il,il,0
,110180770260001,269,98.1,0.0,0.0,38.7,26.0,69,173909003966,0.0,0.0,1.0,0.0,0,11018077026il,il,0
,110180770260001,292,97.3,0.0,0.0,36.6,19.1,63,173909003966,0.8,0.0,0.2,0.4,0,11018077026il,il,1
,110213010260001,313,93.6,1.0,2.6,24.9,35.6,73,173960004001,0.0,0.0,1.0,0.0,0,11021301026il,il,0
,110213010260001,298,94.0,0.0,0.0,26.5,40.3,67,173960004001,0.0,0.0,1.0,0.0,0,11021301026il,il,0
,110213010260001,287,93.0,1.0,2.8,33.8,29.4,69,173960004001,0.0,0.0,1.0,0.0,0,11021301026il,il,0
,110213010260001,286,88.8,0.0,4.5,31.1,23.4,64,173960004001,0.0,0.0,1.0,0.0,0,11021301026il,il,1
,110213020260001,194,95.9,0.0,0.5,29.9,28.9,45,174032004051,0.0,0.0,1.0,0.0,0,11021302026il,il,0
,110213020260001,199,97.0,0.0,0.0,37.7,7.9,38,174032004051,0.0,0.0,1.0,0.0,0,11021302026il,il,0
,110213020260001,193,98.4,0.0,0.5,34.7,14.5,55,174032004051,0.0,0.0,1.0,0.0,0,11021302026il,il,0
,110213020260001,190,95.8,0.0,0.0,35.8,15.5,45,174032004051,0.5,0.0,0.5,0.25,0,11021302026il,il,1
,110213050260001,284,96.5,1.1,0.4,35.9,39.1,64,170426000121,0.0,0.0,1.0,0.0,0,11021305026il,il,0
,110213050260001,310,94.8,0.0,0.0,41.3,27.6,76,170426000121,0.0,0.0,1.0,0.0,0,11021305026il,il,0
,110213050260001,322,93.5,1.6,2.5,39.1,24.3,78,170426000121,0.0,0.0,1.0,0.0,0,11021305026il,il,0
,110213050260001,308,93.2,0.0,3.2,42.5,23.5,68,170426000121,0.0,0.0,1.0,0.0,0,11021305026il,il,1
,110213060260001,346,56.9,0.3,41.9,37.3,20.5,172,170396000083,0.0,0.0,1.0,0.0,0,11021306026il,il,0
,110213060260001,340,54.7,0.0,44.1,48.5,13.4,52,170396000083,0.0,0.0,1.0,0.0,0,11021306026il,il,0
,110213060260001,332,53.0,0.6,45.2,47.0,9.1,55,170396000083,0.0,0.0,1.0,0.0,0,11021306026il,il,0
,110213060260001,313,54.0,0.0,43.5,41.5,10.5,57,170396000083,0.0,0.0,1.0,0.0,0,11021306026il,il,1
,110230010260001,199,93.0,1.0,0.5,46.2,12.9,113,170012200702,0.0,0.0,1.0,0.0,0,11023001026il,il,0
,110230010260001,193,91.7,0.0,0.0,47.2,6.9,29,170012200702,0.0,0.0,1.0,0.0,0,11023001026il,il,0
,110230010260001,183,95.6,0.0,0.0,47.0,4.8,21,170012200702,0.0,0.0,1.0,0.0,0,11023001026il,il,0
,110230010260001,193,93.3,0.0,0.0,52.3,3.7,27,170012200702,0.6,0.0,0.4,0.3,0,11023001026il,il,1
,110230030260001,106,99.1,0.0,0.9,48.1,38.9,57,172079002371,0.0,0.0,1.0,0.0,0,11023003026il,il,0
,110230030260001,104,98.1,0.0,0.0,55.8,38.9,18,172079002371,0.0,0.0,1.0,0.0,0,11023003026il,il,0
,110230030260001,102,99.0,0.0,1.0,48.0,8.3,12,172079002371,0.0,0.0,1.0,0.0,0,11023003026il,il,0
,110230030260001,79,97.5,0.0,0.0,59.5,16.7,12,172079002371,0.0,0.0,1.0,0.0,0,11023003026il,il,1
,110230060260001,98,100.0,0.0,0.0,22.4,5.0,21,171337001630,0.0,0.0,1.0,0.0,0,11023006026il,il,0
,110230060260001,96,97.9,0.0,0.0,33.3,3.7,27,171337001630,0.0,0.0,1.0,0.0,0,11023006026il,il,0
,110230060260001,100,94.0,1.0,2.0,38.0,8.0,25,171337001630,0.0,0.0,1.0,0.0,0,11023006026il,il,0
,110230060260001,97,93.8,0.0,0.0,43.3,8.6,23,171337001630,0.1,0.0,0.9,0.05,0,11023006026il,il,1
,110238000800001,616,97.2,0.0,1.1,41.7,20.9,162,170139706061,0.0,0.0,1.0,0.0,0,11023800080il,il,0
,110238000800001,580,96.7,0.0,0.0,30.7,26.7,109,170139706061,0.0,0.0,1.0,0.0,0,11023800080il,il,0
,110238000800001,559,95.0,0.0,0.9,43.5,26.0,142,170139706061,0.0,0.0,1.0,0.0,0,11023800080il,il,0
,110238000800001,529,95.1,0.0,0.0,43.1,14.0,108,170139706061,0.0,0.0,1.0,0.0,0,11023800080il,il,1
,110703000260004,318,93.4,0.6,2.5,41.2,30.0,82,173813003906,0.0,0.0,1.0,0.0,0,11070300026il,il,0
,110703000260004,328,94.8,0.0,0.0,40.2,28.9,69,173813003906,0.0,0.0,1.0,0.0,0,11070300026il,il,0
,110703000260004,304,94.1,0.7,1.6,39.1,15.3,72,173813003906,0.0,0.0,1.0,0.0,0,11070300026il,il,0
,110703000260004,303,93.4,0.0,0.0,37.3,16.7,66,173813003906,0.5,0.0,0.5,0.25,0,11070300026il,il,1
,110703020260001,163,97.5,0.0,0.0,36.8,14.9,47,170022304221,0.0,0.0,1.0,0.0,0,11070302026il,il,0
,110703020260001,169,96.4,0.0,0.0,40.2,7.0,43,170022304221,0.0,0.0,1.0,0.0,0,11070302026il,il,0
,110703020260001,157,96.2,0.0,0.0,43.3,10.3,41,170022304221,0.0,0.0,1.0,0.0,0,11070302026il,il,0
,110703020260001,164,97.0,0.0,0.0,36.6,7.7,39,170022304221,0.5,0.0,0.5,0.25,0,11070302026il,il,1
,110870010260002,148,99.3,0.0,0.0,36.5,40.9,76,174269004676,0.0,0.0,1.0,0.0,0,11087001026il,il,0
,110870010260002,153,98.0,0.0,0.0,32.0,21.5,28,174269004676,0.0,0.0,1.0,0.0,0,11087001026il,il,0
,110870010260002,145,97.9,0.0,0.0,40.0,5.3,19,174269004676,0.0,0.0,1.0,0.0,0,11087001026il,il,0
,110870010260002,144,96.5,0.0,0.0,29.2,15.4,26,174269004676,0.1,0.0,0.9,0.05,0,11087001026il,il,1
,11087003A260001,210,99.5,0.0,0.5,66.2,26.1,120,170017602389,0.0,0.0,1.0,0.0,0,11087003A26il,il,0
,11087003A260001,205,99.5,0.0,0.0,62.0,18.8,32,170017602389,0.0,0.0,1.0,0.0,0,11087003A26il,il,0
,11087003A260001,211,99.5,0.0,0.5,64.0,13.0,23,170017602389,0.0,0.0,1.0,0.0,0,11087003A26il,il,0
,11087003A260001,183,98.9,0.0,0.0,66.7,0.0,24,170017602389,0.0,0.0,1.0,0.0,0,11087003A26il,il,1
,110870040260001,323,98.1,0.0,0.6,33.1,39.4,94,173609003740,0.0,0.0,1.0,0.0,0,11087004026il,il,0
,110870040260001,323,97.8,0.0,0.0,39.6,32.4,71,173609003740,0.0,0.0,1.0,0.0,0,11087004026il,il,0
,110870040260001,312,96.2,0.3,1.9,41.7,33.3,69,173609003740,0.0,0.0,1.0,0.0,0,11087004026il,il,0
,110870040260001,348,95.4,0.0,0.0,38.5,16.7,78,173609003740,0.0,0.0,1.0,0.0,0,11087004026il,il,1
,11087005A260001,105,98.1,0.0,0.0,33.3,31.3,32,173783003887,0.0,0.0,1.0,0.0,0,11087005A26il,il,0
,11087005A260001,105,99.0,0.0,0.0,32.4,30.8,26,173783003887,0.0,0.0,1.0,0.0,0,11087005A26il,il,0
,11087005A260001,110,100.0,0.0,0.0,29.1,35.3,17,173783003887,0.0,0.0,1.0,0.0,0,11087005A26il,il,0
,11087005A260001,122,99.2,0.0,0.0,30.3,18.8,32,173783003887,0.1,0.0,0.9,0.05,0,11087005A26il,il,1
,110870210260001,246,93.9,3.3,0.8,41.1,32.1,53,170910002875,0.0,0.0,1.0,0.0,0,11087021026il,il,0
,110870210260001,218,93.1,0.0,0.0,41.7,16.1,62,170910002875,0.0,0.0,1.0,0.0,0,11087021026il,il,0
,110870210260001,223,93.7,3.6,0.0,34.5,21.4,56,170910002875,0.0,0.0,1.0,0.0,0,11087021026il,il,0
,110870210260001,216,95.8,0.0,0.0,37.5,11.8,51,170910002875,0.4,0.2,0.4,0.4,0,11087021026il,il,1
,120130250260001,198,98.5,0.5,0.5,43.4,25.6,39,172881003025,0.0,0.0,1.0,0.0,0,12013025026il,il,0
,120130250260001,196,98.0,0.0,0.0,40.3,28.6,49,172881003025,0.0,0.0,1.0,0.0,0,12013025026il,il,0
,120130250260001,191,97.4,0.0,0.5,40.8,19.1,47,172881003025,0.0,0.0,1.0,0.0,0,12013025026il,il,0
,120130250260001,181,94.5,0.0,0.0,44.8,20.8,48,172881003025,0.0,0.0,1.0,0.0,0,12013025026il,il,1
,120130350260001,372,95.7,0.3,1.3,51.9,14.8,82,171540001841,0.0,0.0,1.0,0.0,0,12013035026il,il,0
,120130350260001,358,93.3,0.0,0.0,43.9,14.9,94,171540001841,0.0,0.0,1.0,0.0,0,12013035026il,il,0
,120130350260001,352,93.2,0.0,2.0,40.1,8.9,57,171540001841,0.0,0.0,1.0,0.0,0,12013035026il,il,0
,120130350260001,383,92.2,0.0,2.9,50.4,9.1,77,171540001841,0.0,0.1,0.9,0.1,0,12013035026il,il,1
,120170010260001,100,98.0,1.0,0.0,44.0,27.8,18,171992002249,0.0,0.0,1.0,0.0,0,12017001026il,il,0
,120170010260001,103,97.1,0.0,0.0,46.6,25.9,27,171992002249,0.0,0.0,1.0,0.0,0,12017001026il,il,0
,120170010260001,108,91.7,0.0,1.9,47.2,18.5,28,171992002249,0.0,0.0,1.0,0.0,0,12017001026il,il,0
,120170010260001,103,89.3,0.0,0.0,40.8,21.5,28,171992002249,0.3,0.0,0.7,0.15,0,12017001026il,il,1
,120170020260001,457,92.1,0.7,2.6,38.9,27.8,113,173423003508,0.0,0.0,1.0,0.0,0,12017002026il,il,0
,120170020260001,449,91.1,0.0,3.3,38.3,32.0,100,173423003508,0.0,0.0,1.0,0.0,0,12017002026il,il,0
,120170020260001,460,90.9,1.1,3.7,38.3,17.1,105,173423003508,0.0,0.0,1.0,0.0,0,12017002026il,il,0
,120170020260001,493,90.7,2.0,3.0,39.6,23.8,109,173423003508,0.0,0.0,1.0,0.0,0,12017002026il,il,1
,120170030260001,107,100.0,0.0,0.0,20.6,34.6,26,173048003170,0.0,0.0,1.0,0.0,0,12017003026il,il,0
,120170030260001,90,100.0,0.0,0.0,31.1,24.0,25,173048003170,0.0,0.0,1.0,0.0,0,12017003026il,il,0
,120170030260001,85,100.0,0.0,0.0,40.0,33.4,21,173048003170,0.0,0.0,1.0,0.0,0,12017003026il,il,0
,120170030260001,85,97.6,0.0,0.0,41.2,27.8,18,173048003170,0.1,0.0,0.9,0.05,0,12017003026il,il,1
,120170040260001,179,93.3,1.1,2.2,35.2,37.5,49,172942003075,0.0,0.0,1.0,0.0,0,12017004026il,il,0
,120170040260001,191,93.2,0.0,0.0,35.6,25.8,35,172942003075,0.0,0.0,1.0,0.0,0,12017004026il,il,0
,120170040260001,173,95.4,0.6,1.7,40.5,25.0,41,172942003075,0.0,0.0,1.0,0.0,0,12017004026il,il,0
,120170040260001,190,95.3,0.0,0.0,47.9,17.0,41,172942003075,0.1,0.0,0.9,0.05,0,12017004026il,il,1
,120400010260001,462,97.2,0.4,1.1,33.3,30.5,106,172038002299,0.0,0.0,1.0,0.0,0,12040001026il,il,0
,120400010260001,456,97.8,0.0,0.0,34.2,27.8,108,172038002299,0.0,0.0,1.0,0.0,0,12040001026il,il,0
,120400010260001,453,97.6,0.0,1.3,36.6,22.2,118,172038002299,0.0,0.0,1.0,0.0,0,12040001026il,il,0
,120400010260001,415,97.8,0.0,0.0,35.2,22.0,100,172038002299,0.0,0.0,1.0,0.0,0,12040001026il,il,1
,120510100260001,428,95.3,0.2,1.4,53.3,20.7,210,172213005283,0.0,0.0,1.0,0.0,0,12051010026il,il,0
,120510100260001,404,95.8,0.0,0.0,55.7,19.1,63,172213005283,0.0,0.0,1.0,0.0,0,12051010026il,il,0
,120510100260001,409,95.4,0.0,1.2,56.7,16.9,59,172213005283,0.0,0.0,1.0,0.0,0,12051010026il,il,0
,120510100260001,394,96.2,0.0,0.0,50.8,4.9,61,172213005283,0.1,0.0,0.9,0.05,0,12051010026il,il,1
,120510200260008,320,93.1,0.9,3.1,51.6,10.3,79,172215002488,0.0,0.0,1.0,0.0,0,12051020026il,il,0
,120510200260008,300,94.0,0.0,0.0,54.3,10.5,67,172215002488,0.0,0.0,1.0,0.0,0,12051020026il,il,0
,120510200260008,319,94.0,0.3,2.5,48.0,13.9,72,172215002488,0.0,0.0,1.0,0.0,0,12051020026il,il,0
,120510200260008,322,92.5,0.0,4.0,57.8,13.8,80,172215002488,0.2,0.1,0.7,0.2,0,12051020026il,il,1
,120800010260001,733,92.2,0.4,3.7,45.0,25.2,162,171329001583,0.0,0.0,1.0,0.0,0,12080001026il,il,0
,120800010260001,742,92.3,0.0,3.5,44.7,23.8,172,171329001583,0.0,0.0,1.0,0.0,0,12080001026il,il,0
,120800010260001,721,91.5,0.4,3.7,41.2,17.8,157,171329001583,0.0,0.0,1.0,0.0,0,12080001026il,il,0
,120800010260001,722,89.1,0.0,5.4,41.8,17.4,161,171329001583,0.45,0.09,0.45,0.32,0,12080001026il,il,1
,130140010260001,318,91.2,3.5,1.6,34.3,32.9,70,170846000466,0.0,0.0,1.0,0.0,0,13014001026il,il,0
,130140010260001,321,91.3,0.0,0.0,34.3,34.2,85,170846000466,0.0,0.0,1.0,0.0,0,13014001026il,il,0
,130140010260001,307,91.2,2.0,1.3,38.8,26.1,65,170846000466,0.0,0.0,1.0,0.0,0,13014001026il,il,0
,130140010260001,300,92.0,3.3,0.0,37.3,17.5,63,170846000466,0.1,0.0,0.9,0.05,0,13014001026il,il,1
,130140030260006,396,88.4,2.0,5.8,26.5,39.2,99,173942003990,0.0,0.0,1.0,0.0,0,13014003026il,il,0
,130140030260006,377,89.7,0.0,5.6,26.8,47.5,103,173942003990,0.0,0.0,1.0,0.0,0,13014003026il,il,0
,130140030260006,379,89.4,0.5,5.8,25.3,42.5,87,173942003990,0.0,0.0,1.0,0.0,0,13014003026il,il,0
,130140030260006,385,88.8,0.0,6.5,31.4,32.6,89,173942003990,0.0,0.0,1.0,0.0,0,13014003026il,il,1
,130140710160001,575,95.8,0.3,3.5,7.1,47.4,153,170477000176,0.0,0.0,1.0,0.0,0,13014071016il,il,0
,130140710160001,592,96.6,0.0,3.2,23.0,47.7,134,170477000176,0.0,0.0,1.0,0.0,0,13014071016il,il,0
,130140710160001,600,98.0,0.0,1.8,19.0,42.2,136,170477000176,0.0,0.0,1.0,0.0,0,13014071016il,il,0
,130140710160001,625,95.0,0.0,4.2,18.4,34.6,159,170477000176,0.0,0.0,1.0,0.0,0,13014071016il,il,1
,130410010260001,124,98.4,0.8,0.8,33.9,11.5,26,174065004087,0.0,0.0,1.0,0.0,0,13041001026il,il,0
,130410010260001,101,98.0,0.0,0.0,30.7,0.0,22,174065004087,0.0,0.0,1.0,0.0,0,13041001026il,il,0
,130410010260001,111,97.3,1.8,0.0,31.5,12.9,31,174065004087,0.0,0.0,1.0,0.0,0,13041001026il,il,0
,130410010260001,102,97.1,0.0,0.0,45.1,21.2,33,174065004087,0.7,0.0,0.3,0.35,0,13041001026il,il,1
,130412010170001,1190,74.7,14.5,3.4,55.7,23.6,286,172736002904,0.0,0.0,1.0,0.0,0,13041201017il,il,0
,130412010170001,1151,75.3,13.0,3.4,54.0,14.5,248,172736002904,0.0,0.0,1.0,0.0,0,13041201017il,il,0
,130412010170001,1156,74.8,12.5,4.0,56.2,20.3,263,172736002904,0.0,0.0,1.0,0.0,0,13041201017il,il,0
,130412010170001,1155,73.9,11.5,4.8,52.6,12.9,240,172736002904,1.0,0.0,0.0,0.5,0,13041201017il,il,1
,130412090270001,158,96.8,0.0,0.6,19.6,28.6,35,170142206373,0.0,0.0,1.0,0.0,0,13041209027il,il,0
,130412090270001,163,95.7,0.0,0.0,25.2,15.0,40,170142206373,0.0,0.0,1.0,0.0,0,13041209027il,il,0
,130412090270001,175,96.0,0.6,1.7,33.1,36.1,36,170142206373,0.0,0.0,1.0,0.0,0,13041209027il,il,0
,130412090270001,190,94.2,0.0,0.0,41.1,13.5,52,170142206373,0.8,0.0,0.2,0.4,0,13041209027il,il,1
,130413180270001,116,95.7,1.7,0.9,34.5,7.4,27,170141706393,0.0,0.0,1.0,0.0,0,13041318027il,il,0
,130413180270001,121,95.9,0.0,0.0,30.6,3.2,31,170141706393,0.0,0.0,1.0,0.0,0,13041318027il,il,0
,130413180270001,122,97.5,1.6,0.8,35.2,20.7,29,170141706393,0.0,0.0,1.0,0.0,0,13041318027il,il,0
,130413180270001,125,96.8,0.0,0.0,36.8,7.1,28,170141706393,0.0,0.0,1.0,0.0,0,13041318027il,il,1
,130581000260002,63,96.8,1.6,0.0,54.0,14.3,14,173087003219,0.0,0.0,1.0,0.0,0,13058100026il,il,0
,130581000260002,62,100.0,0.0,0.0,51.6,0.0,11,173087003219,0.0,0.0,1.0,0.0,0,13058100026il,il,0
,130581000260002,64,100.0,0.0,0.0,50.0,8.3,12,173087003219,0.0,0.0,1.0,0.0,0,13058100026il,il,0
,130581000260002,79,100.0,0.0,0.0,41.8,15.4,13,173087003219,0.6,0.0,0.4,0.3,0,13058100026il,il,1
,130582000170001,911,76.1,9.8,4.1,61.7,23.0,212,170930000538,0.0,0.0,1.0,0.0,0,13058200017il,il,0
,130582000170001,905,75.2,9.1,5.5,58.2,19.5,190,170930000538,0.0,0.0,1.0,0.0,0,13058200017il,il,0
,130582000170001,882,75.6,8.8,5.4,59.5,20.4,223,170930000538,0.0,0.0,1.0,0.0,0,13058200017il,il,0
,130582000170001,854,75.1,7.7,6.3,62.8,21.0,143,170930000538,1.0,0.0,0.0,0.5,0,13058200017il,il,1
,130584010260001,186,96.8,0.5,1.1,51.6,23.3,45,170011405391,0.0,0.0,1.0,0.0,0,13058401026il,il,0
,130584010260001,197,95.4,0.0,0.0,44.7,17.9,39,170011405391,0.0,0.0,1.0,0.0,0,13058401026il,il,0
,130584010260001,208,96.2,0.5,1.4,47.6,10.9,46,170011405391,0.0,0.0,1.0,0.0,0,13058401026il,il,0
,130584010260001,208,97.6,0.0,0.0,46.2,15.3,59,170011405391,0.2,0.0,0.8,0.1,0,13058401026il,il,1
,130585010260001,125,95.2,0.0,1.6,70.4,7.1,30,173531003689,0.0,0.0,1.0,0.0,0,13058501026il,il,0
,130585010260001,118,95.8,0.0,0.0,73.7,3.0,33,173531003689,0.0,0.0,1.0,0.0,0,13058501026il,il,0
,130585010260001,105,92.4,1.0,0.0,67.6,0.0,19,173531003689,0.0,0.0,1.0,0.0,0,13058501026il,il,0
,130585010260001,100,93.0,0.0,0.0,72.0,0.0,20,173531003689,1.0,0.0,0.0,0.5,0,13058501026il,il,1
,130586000160001,697,93.3,0.3,1.7,48.2,29.5,168,173519003681,0.0,0.0,1.0,0.0,0,13058600016il,il,0
,130586000160001,686,95.0,0.0,0.0,48.4,18.9,164,173519003681,0.0,0.0,1.0,0.0,0,13058600016il,il,0
,130586000160001,646,94.1,0.3,1.4,47.4,28.0,147,173519003681,0.0,0.0,1.0,0.0,0,13058600016il,il,0
,130586000160001,666,92.9,0.0,1.5,46.4,20.5,141,173519003681,0.7,0.1,0.2,0.45,0,13058600016il,il,1
,130587220260001,73,97.3,1.4,0.0,58.9,0.0,13,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
,130587220260001,72,97.2,0.0,0.0,66.7,8.3,24,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
,130587220260001,69,97.1,1.4,0.0,66.7,0.0,12,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
,130587220260001,60,93.3,0.0,0.0,78.3,14.2,14,170140403080,0.8,0.0,0.2,0.4,0,13058722026il,il,1
,130950100260001,262,92.4,0.8,4.2,30.5,41.3,135,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
,130950100260001,271,92.3,0.0,5.2,32.5,28.9,45,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
,130950100260001,266,93.6,0.4,4.1,31.2,33.3,33,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
,130950100260001,277,95.3,0.0,3.6,31.0,33.3,42,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,1
,130950990160001,411,96.4,1.0,0.2,30.2,42.4,94,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
,130950990160001,399,96.0,0.0,0.0,28.6,40.7,91,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
,130950990160001,408,95.8,0.5,1.0,28.2,29.1,110,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
,130950990160001,408,93.9,0.0,3.2,32.8,11.9,101,172774002947,0.9,0.0,0.1,0.45,0,13095099016il,il,1
,150162990250001,1165,11.2,12.4,58.8,86.2,16.9,264,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250001,1227,12.3,11.8,59.2,83.4,32.8,289,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250001,1289,16.1,11.2,58.7,75.3,32.0,290,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250001,1454,26.0,7.6,53.6,58.9,23.8,311,170993000587,0.6,0.4,0.0,0.7,0,15016299025il,il,1
,150162990250003,769,0.9,49.4,48.9,94.0,2.2,191,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250003,778,0.0,50.3,48.6,92.4,3.2,187,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250003,828,0.5,60.7,38.4,90.0,1.3,230,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250003,731,0.0,64.6,34.5,87.6,1.7,176,170993000626,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250006,500,0.8,41.4,57.4,92.6,15.7,116,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250006,479,0.0,40.3,58.5,93.5,11.1,99,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250006,481,1.2,35.6,63.0,85.0,18.8,129,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250006,435,0.0,38.6,60.0,73.8,5.4,93,170993000671,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250011,830,0.5,11.7,87.6,98.8,3.6,201,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250011,728,0.0,8.5,90.8,99.5,8.4,178,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250011,651,0.8,12.9,86.2,97.4,5.5,161,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250011,532,0.0,11.1,87.0,98.3,1.7,116,170993000788,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250012,226,0.0,99.1,0.4,98.2,6.8,59,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250012,244,0.0,98.0,0.0,97.5,1.7,58,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250012,203,0.0,96.6,2.0,92.6,0.0,76,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250012,284,0.0,96.8,0.0,94.4,0.0,62,170993000792,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250013,838,3.3,19.9,74.9,95.7,4.3,198,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250013,798,2.6,22.1,73.8,95.9,5.8,173,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250013,739,2.3,21.5,75.1,94.5,2.5,207,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250013,598,4.3,19.4,75.3,92.3,3.3,120,170993000799,0.4,0.6,0.0,0.8,0,15016299025il,il,1
,150162990250014,1042,1.5,3.3,89.4,96.5,31.8,261,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250014,1064,1.4,3.1,89.8,95.7,31.5,244,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250014,1067,1.3,3.2,91.0,92.9,27.8,270,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250014,1075,1.3,2.8,92.5,89.0,21.5,261,170993006282,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250015,303,0.7,39.6,59.1,97.4,2.8,72,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250015,330,0.0,38.2,61.2,99.4,0.0,62,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250015,342,0.6,37.7,61.1,97.1,1.5,121,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250015,317,0.0,31.5,66.9,94.0,0.9,107,170993000809,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250016,474,0.2,99.2,0.4,94.5,2.2,96,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250016,382,0.0,99.2,0.0,96.6,1.4,73,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250016,328,0.3,97.6,1.8,94.8,1.8,101,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250016,294,0.0,98.6,0.0,89.5,2.5,83,170993000851,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250019,145,0.7,97.2,2.1,100.0,0.0,37,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250019,136,0.0,98.5,0.0,99.3,2.9,35,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250019,98,0.0,95.9,1.0,99.0,0.0,46,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250019,84,0.0,98.8,0.0,94.0,0.0,27,170993000879,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250020,1755,2.3,7.3,89.6,96.9,13.8,439,170993000889,0.0,0.0,1.0,0.0,0,15016299025il,il,0
